"clusterID" "ra" "dec" "r" "zspec" "Vel" "Flag"
"772" 4 176.38885 19.507824 17.1208 0.015037 4507.976 0
"754" 4 176.33513 19.549509 17.2698 0.015997 4795.675 0
"731" 4 176.27439 19.636509 17.3306 0.01625 4871.687 0
"718" 4 176.19983 19.688506 14.5792 0.016278 4880.073 0
"748" 4 176.00811 19.784426 15.0786 0.016327 4894.846 0
"777" 4 176.26618 19.973681 12.897 0.016883 5061.411 0
"820" 4 176.51279 19.436993 14.6092 0.017307 5188.379 0
"883" 4 175.70872 19.272135 17.1964 0.017533 5256.339 0
"837" 4 176.59066 19.484322 16.2443 0.01763 5285.239 0
"821" 4 176.43591 20.030852 15.1461 0.017739 5317.898 0
"919" 4 176.90654 20.150173 17.0932 0.017744 5319.586 0
"766" 4 176.20677 19.941101 16.4482 0.017784 5331.608 0
"769" 4 176.44213 19.773761 12.568 0.017954 5382.516 0
"743" 4 176.00419 19.716048 17.5189 0.017962 5384.917 0
"869" 4 176.75344 19.458403 16.341 0.017966 5385.942 0
"839" 4 176.65198 19.809494 17.5581 0.018048 5410.609 0
"874" 4 176.7755 19.456196 17.29 0.018095 5424.718 0
"762" 4 176.42151 19.770238 14.9833 0.018103 5427.14 0
"768" 4 176.21764 19.454195 14.139 0.018239 5468.05 0
"815" 4 176.54988 19.852909 15.1905 0.01825 5471.212 0
"797" 4 176.49482 19.529025 14.2818 0.01831 5489.146 0
"862" 4 175.8053 20.131925 16.3181 0.018312 5489.77 0
"875" 4 175.8159 20.195071 17.6166 0.018376 5509.082 0
"739" 4 176.08646 19.825926 14.2386 0.018489 5542.965 0
"796" 4 176.32956 19.394157 17.1473 0.018549 5560.877 0
"834" 4 176.01582 20.098937 15.6907 0.01859 5573.172 0
"801" 4 176.45234 19.467055 17.7584 0.018592 5573.876 0
"932" 4 177.11844 19.76 17.4265 0.018652 5591.714 0
"809" 4 176.07617 20.04247 17.2696 0.018703 5607.123 0
"752" 4 175.99823 19.778955 14.4023 0.018706 5607.966 0
"730" 4 176.20485 19.795059 13.1152 0.018711 5609.492 0
"767" 4 176.22108 19.456621 16.0232 0.018817 5641.291 0
"757" 4 176.41791 19.717407 17.5537 0.018825 5643.461 0
"798" 4 176.02277 19.996102 14.1824 0.018843 5649.109 0
"868" 4 175.86865 19.203881 16.2645 0.01886 5654.224 0
"795" 4 176.52578 19.790226 14.3685 0.018884 5661.26 0
"785" 4 176.10953 19.997508 16.8564 0.018909 5668.866 0
"935" 4 175.85372 20.55758 14.7647 0.01895 5681.01 0
"784" 4 176.49417 19.803047 15.1547 0.018992 5693.796 0
"880" 4 176.3672 20.294285 15.118 0.01903 5705.065 0
"930" 4 175.71242 20.442187 15.7627 0.019049 5710.783 0
"722" 4 176.15231 19.751606 16.1275 0.019076 5718.889 0
"944" 4 176.67687 18.848666 15.788 0.019121 5732.475 0
"917" 4 175.45016 20.10373 12.3789 0.019123 5732.859 0
"894" 4 176.87914 19.872383 15.2348 0.01917 5747.147 0
"990" 4 177.26098 18.853224 16.4577 0.019243 5768.96 0
"852" 4 175.71642 19.949192 16.5785 0.019313 5789.877 0
"818" 4 176.05795 19.336497 17.3389 0.019359 5803.571 0
"887" 4 176.17148 19.052903 16.4399 0.019391 5813.371 0
"1046" 4 177.47167 18.560574 16.7915 0.019405 5817.395 0
"884" 4 175.98945 20.300577 14.6645 0.019414 5820.288 0
"863" 4 176.77332 19.837185 12.646 0.01943 5825.012 0
"763" 4 175.98743 19.833362 17.6935 0.01944 5828.103 0
"848" 4 176.16708 19.210816 16.9535 0.019496 5844.856 0
"1072" 4 176.86768 18.053669 15.1195 0.019501 5846.259 0
"939" 4 175.32378 20.162123 17.2934 0.01954 5857.825 0
"900" 4 176.85449 19.392048 16.8308 0.019574 5868.03 0
"885" 4 176.12564 20.329044 15.4652 0.019578 5869.247 0
"788" 4 176.52287 19.661802 16.5978 0.019673 5897.73 0
"733" 4 176.20061 19.580951 15.1916 0.019677 5898.977 0
"1119" 4 177.87063 18.581908 17.328 0.019714 5910.118 0
"860" 4 176.3489 19.157617 14.9667 0.01973 5915.037 0
"855" 4 175.99043 20.190045 16.7496 0.019733 5915.739 0
"941" 4 175.57643 20.452428 16.4944 0.019758 5923.32 0
"938" 4 175.47628 20.343141 15.9478 0.019766 5925.638 0
"902" 4 175.5609 20.09784 14.6938 0.019779 5929.529 0
"965" 4 177.07652 18.937943 17.0861 0.019824 5943.014 0
"776" 4 176.27899 19.966857 15.092 0.019872 5957.38 0
"1146" 4 177.96864 18.546437 15.5018 0.019906 5967.765 0
"934" 4 176.26874 20.607602 16.1761 0.019959 5983.456 0
"898" 4 175.60206 20.119303 13.8773 0.019961 5984.226 0
"864" 4 175.7461 20.086876 14.2474 0.020078 6019.227 0
"1001" 4 177.62495 20.085598 16.9319 0.020091 6023.013 0
"914" 4 176.81265 19.176013 14.3141 0.020092 6023.571 0
"940" 4 176.94573 19.081948 15.7427 0.020104 6027.037 0
"878" 4 176.62959 19.250285 17.0834 0.020106 6027.552 0
"991" 4 177.46136 19.145212 17.0326 0.020119 6031.444 0
"721" 4 176.23991 19.738382 15.8547 0.020121 6032.118 0
"1186" 4 178.38025 20.340287 17.0212 0.020145 6039.289 0
"957" 4 177.1986 20.166825 16.4873 0.020146 6039.517 0
"1053" 4 177.98185 19.645937 16.5679 0.020205 6057.181 0
"1083" 4 174.29105 20.025303 16.8257 0.020221 6062.037 0
"1126" 4 178.00476 20.658984 15.239 0.02023 6064.855 0
"877" 4 176.59069 20.177436 17.5028 0.020256 6072.563 0
"911" 4 176.16807 20.477182 16.3347 0.020265 6075.15 0
"870" 4 176.44029 19.163853 14.8798 0.020279 6079.536 0
"962" 4 177.31123 19.361589 17.3977 0.020286 6081.632 0
"906" 4 175.80195 20.336 16.1972 0.020293 6083.775 0
"1005" 4 177.67303 20.015197 12.9312 0.020364 6104.932 0
"896" 4 175.56511 20.04868 15.4473 0.02038 6109.839 0
"871" 4 175.95376 20.248347 15.928 0.020386 6111.536 0
"905" 4 176.64346 19.110099 13.7747 0.020392 6113.284 0
"1075" 4 177.74413 20.705773 17.4508 0.020416 6120.548 0
"1036" 4 177.78827 20.308038 17.6521 0.020426 6123.645 0
"1100" 4 174.22507 19.969453 15.6389 0.020444 6129.065 0
"947" 4 176.22245 20.686927 17.6895 0.020453 6131.598 0
"922" 4 176.69076 19.017558 16.4095 0.020454 6131.832 0
"1071" 4 174.31677 19.619508 16.3579 0.020481 6139.959 0
"843" 4 176.2774 20.15645 15.0928 0.020486 6141.644 0
"800" 4 175.96227 19.435575 15.1337 0.020488 6142.295 0
"904" 4 176.91393 19.939372 14.1374 0.020511 6149.112 0
"1012" 4 177.6469 20.213183 16.6357 0.020514 6149.901 0
"755" 4 175.97319 19.739382 15.521 0.02053 6154.739 0
"765" 4 176.43863 19.691868 17.3707 0.020531 6155.075 0
"1123" 4 176.70985 17.814061 16.7348 0.020603 6176.663 0
"1008" 4 174.94155 20.554146 15.3876 0.020618 6181.121 0
"1061" 4 177.86192 18.965189 16.5754 0.020629 6184.53 0
"946" 4 177.04883 19.157087 16.1856 0.020642 6188.346 0
"859" 4 176.78413 19.701877 16.9764 0.020652 6191.422 0
"774" 4 176.0508 19.942773 16.9009 0.020658 6193.104 0
"1212" 4 178.55807 20.027542 15.1993 0.020659 6193.322 0
"857" 4 175.69215 19.948531 15.2717 0.020676 6198.614 0
"1027" 4 174.51595 19.861647 15.8445 0.020685 6201.102 0
"1219" 4 178.33467 20.751718 13.0753 0.020701 6205.857 0
"1153" 4 178.32639 20.107385 16.3526 0.020713 6209.745 0
"812" 4 176.45133 19.425828 17.1177 0.02075 6220.84 0
"1023" 4 177.77259 20.146737 15.3477 0.020761 6224.096 0
"1085" 4 174.27055 19.923791 15.0723 0.020788 6232.029 0
"936" 4 177.09022 19.337407 15.5069 0.020795 6234.277 0
"783" 4 176.009 19.949827 11.9672 0.020796 6234.586 0
"1098" 4 174.22645 19.971696 14.0216 0.020802 6236.151 0
"813" 4 175.80442 19.613051 17.4755 0.020818 6241.223 0
"1097" 4 174.22503 19.926335 15.8786 0.020824 6242.779 0
"793" 4 176.52622 19.634342 14.9373 0.02083 6244.536 0
"723" 4 176.11918 19.693588 17.0752 0.020837 6246.671 0
"1246" 4 175.35574 17.425616 16.6811 0.020846 6249.408 0
"971" 4 177.2777 19.168423 15.9305 0.020884 6260.815 0
"1147" 4 174.143 20.364263 16.3593 0.020915 6270.288 0
"1079" 4 174.28981 19.897968 15.2657 0.020927 6273.703 0
"740" 4 176.20895 19.532849 13.7236 0.020928 6273.91 0
"1128" 4 176.4277 17.747739 14.1946 0.020964 6284.888 0
"1000" 4 175.68107 21.012981 17.1933 0.020967 6285.76 0
"823" 4 175.94449 20.039141 14.6461 0.020969 6286.213 0
"1115" 4 174.20675 20.161285 17.6075 0.020997 6294.7 0
"789" 4 175.98686 19.95581 16.1952 0.021006 6297.47 0
"1223" 4 173.9208 20.533329 16.9128 0.021014 6299.812 0
"909" 4 175.67457 20.299727 15.3807 0.021017 6300.786 0
"773" 4 175.98511 19.894579 12.9614 0.02102 6301.769 0
"889" 4 175.72169 20.179444 15.5653 0.021051 6310.853 0
"866" 4 175.68819 20.032317 13.8641 0.021084 6320.911 0
"792" 4 176.00901 19.971921 13.6913 0.021093 6323.441 0
"781" 4 176.0851 19.980864 14.0746 0.021114 6329.839 0
"744" 4 176.26551 19.859482 16.4922 0.021136 6336.413 0
"787" 4 175.92152 19.88644 16.2642 0.021158 6342.862 0
"1045" 4 177.69517 20.552319 17.0767 0.021166 6345.35 0
"845" 4 175.8234 19.384029 14.5354 0.02118 6349.673 0
"1080" 4 174.29297 19.972035 16.4274 0.021192 6353.241 0
"802" 4 175.99459 19.991185 17.308 0.021209 6358.235 0
"858" 4 176.0717 20.223308 13.8693 0.021209 6358.403 0
"840" 4 175.77636 19.939002 14.9646 0.021212 6359.213 0
"725" 4 176.26978 19.682078 15.475 0.021228 6364.126 0
"1164" 4 177.74015 21.188788 15.848 0.021232 6365.277 0
"756" 4 176.23265 19.493812 14.881 0.021239 6367.43 0
"1086" 4 178.12585 19.761351 16.9966 0.021245 6368.983 0
"1242" 4 178.47652 20.749655 14.9846 0.021254 6371.75 0
"746" 4 176.07898 19.844658 13.8224 0.021254 6371.789 0
"964" 4 175.99209 20.806388 14.9089 0.021256 6372.308 0
"786" 4 176.37477 19.444691 13.7546 0.02127 6376.616 0
"1095" 4 177.7594 20.799708 13.9649 0.02128 6379.524 0
"1224" 4 177.63922 17.858096 14.0683 0.021293 6383.46 0
"888" 4 176.36889 20.323795 17.5694 0.021296 6384.494 0
"780" 4 176.49295 19.649754 16.4639 0.021307 6387.702 0
"1094" 4 177.66454 20.90734 14.7871 0.021309 6388.277 0
"873" 4 175.57551 19.837768 15.6142 0.021311 6389.012 0
"1151" 4 177.731 21.145483 14.8213 0.021352 6401.151 0
"1180" 4 174.08329 20.521775 14.0537 0.021372 6407.036 0
"720" 4 176.19427 19.757886 14.9129 0.021396 6414.278 0
"844" 4 176.40028 19.279625 16.9406 0.021411 6418.874 0
"1244" 4 173.84042 20.644585 16.1973 0.021428 6424.001 0
"1183" 4 178.16577 20.768362 16.065 0.021434 6425.829 0
"1256" 4 178.54298 20.746768 15.7194 0.021441 6427.925 0
"799" 4 176.52171 19.576125 16.845 0.021447 6429.697 0
"966" 4 177.10347 18.940625 17.2679 0.021449 6430.347 0
"751" 4 176.29449 19.533182 15.1824 0.02147 6436.604 0
"1065" 4 177.58941 18.551471 16.0193 0.021478 6439.086 0
"833" 4 176.35554 19.298112 15.5771 0.021498 6444.974 0
"842" 4 175.75496 19.909803 16.7553 0.021499 6445.229 0
"1234" 4 174.27794 18.193933 15.2713 0.021519 6451.204 0
