"Vel" "DistA" "Flag" "r" "Vx" "Vy" "dist"
"484" 3.727501081392e-16 0.0029769880233914 -1 16.2916 0.0100250889698293 0.297876222842984 0.39314866667607
"127" 3.310702421124e-16 0.0172844915247869 -1 17.7618 0.0989883877850251 -0.30601594601876 0.217273182473433
"373" 3.576910136742e-16 0.0435901548199752 -1 15.7666 -0.00204755976446937 0.332734107071336 0.429419099104405
"213" 3.416849308854e-16 0.136602263992968 -1 17.8073 0.110654618305908 -0.549581278877775 0.460462297983174
"288" 3.49393190931e-16 0.17286984792192 -1 16.7718 0.0240573246604135 0.014674591844278 0.113828889058525
"645" 4.074787927362e-16 0.202710503778923 1 16.9709 0.0639033937180184 -0.294057462897981 0.202726743065588
"335" 3.537929062668e-16 0.24194133902821 -1 15.5662 -0.0350024725531963 0.352712175604752 0.455283466484575
"631" 4.01274189795e-16 0.246258283342196 -1 15.2327 -0.0015143076252909 0.115151965892546 0.217095225178684
"547" 3.84409332714e-16 0.259126763641116 -1 17.2012 -0.0160122371733845 0.202446082710218 0.30488498378235
"4" 2.845122243984e-16 0.398603237245182 -1 17.6864 0.195282576648183 -0.573615057853031 0.499431959273716
"285" 3.492525086712e-16 0.452463782374005 -1 17.2364 0.131955812811025 -0.0761608203951237 0.0681544321863462
"108" 3.283599777984e-16 0.49992759774431 -1 15.7391 0.181994047193543 -0.37423016929404 0.3059353263456
"139" 3.326712846558e-16 0.512098928728913 -1 17.1107 0.0433610052000209 -0.477619016706015 0.38691653529447
"524" 3.807520800762e-16 0.59991294484966 -1 16.2818 -0.0726805382936099 0.237108659202197 0.356334044079117
"295" 3.497223569556e-16 0.612575687501171 -1 17.0488 0.00476225963695326 -0.315087133769103 0.231850539658898
"504" 3.766744658646e-16 0.613569893551671 -1 15.3067 0.0199109172185275 -0.421537931520335 0.333334807669063
"532" 3.824367023358e-16 0.660292060522232 -1 16.7549 0.106369653098512 0.321180347959447 0.414535828182712
"555" 3.859672404756e-16 0.708200374407578 -1 16.389 0.161016115944579 -0.00848315359331445 0.126434600895967
"134" 3.316836893586e-16 0.731703384829247 -1 17.266 -0.0704660719646131 0.0826248257814636 0.220800679049746
"562" 3.869969010972e-16 0.735156568999557 -1 15.2771 -0.0704489741447293 0.0788617818446655 0.217837549557104
"475" 3.711750242436e-16 0.752198156774884 -1 14.9174 -0.066911093470244 0.0362621779286735 0.18389562010973
"386" 3.598175811024e-16 0.786505563846659 -1 16.0287 0.00490740206852957 -0.499641939845822 0.412778174335749
"443" 3.670952387094e-16 0.793779710883866 -1 16.9182 -0.01994189244505 -0.334421295350409 0.257667198032423
"383" 3.593947565358e-16 0.795459446783381 -1 16.0007 -0.0566473945857991 -0.080803616817783 0.122613240853575
"140" 3.328393515066e-16 0.797116947934855 -1 15.6223 0.249764636228343 -0.532147382076352 0.477768280572181
"17" 2.986055016078e-16 0.844007583320468 -1 16.3752 -0.0516328387457556 -0.166925929596037 0.139415611253753
"430" 3.65685888303e-16 1.00083601280758 -1 16.4127 0.206411205877829 -0.0155211205501685 0.160001545310923
"54" 3.153979920714e-16 1.04268900310048 -1 16.7208 0.244733041207648 -0.237990873573873 0.231575714122463
"526" 3.811538395728e-16 1.04851036914284 -1 17.7654 -0.149308453098084 0.296875452899761 0.443685761739164
"585" 3.899807520588e-16 1.20100086241107 -1 15.9813 0.262015206800575 -0.191173537604749 0.220410087208479
"220" 3.421983028452e-16 1.26478056605204 -1 14.7594 -0.185142631867896 0.317977338009122 0.479964931328197
"439" 3.667700588442e-16 1.28810809046495 -1 17.4965 -0.181854226489863 0.270480107418402 0.438294443300677
"39" 3.092908393848e-16 1.30957306228152 -1 13.8371 -0.0838748878013734 -0.433894064063013 0.373713628749949
"78" 3.2335206528e-16 1.31967024491667 -1 14.104 -0.159124915602011 0.0790267077167019 0.281932298204053
"40" 3.09441341208e-16 1.32718544190102 -1 16.0626 0.254201059858812 -0.00364389439645753 0.208070787476898
"359" 3.56885388174e-16 1.38530720971782 -1 14.5996 0.297414498812213 -0.242980409020068 0.277081584393188
"87" 3.25423409817e-16 1.44771581669714 -1 17.1742 -0.205469852110054 0.266362341477848 0.448754228993413
"500" 3.758934054768e-16 1.47077831736658 -1 17.2099 -0.15780733061454 -0.0896023215398504 0.223326620071117
