"Vel" "DistA" "Flag" "r" "Vx" "Vy" "dist"
"149" 2.060618527434e-16 0.183056195260782 -1 13.8693 -0.208834152689086 0.131227579778755 0.362791174513216
"40" 1.84888605507e-16 0.186264974519211 -1 15.118 0.102662255573187 0.210879881867277 0.182826444662731
"338" 2.282794413348e-16 0.194329671653553 1 17.0419 0.0617644809424677 0.208993205268034 0.193620574059572
"161" 2.069074046532e-16 0.218664964071745 -1 17.5694 0.104423482379103 0.244037368602095 0.21508910539106
"218" 2.141454275208e-16 0.223015741042212 -1 15.1445 -0.259104185264648 0.159257087351827 0.419021414489855
"307" 2.242468739652e-16 0.223127750505019 1 17.9559 0.124245881189723 0.253407496350165 0.222046226753973
"325" 2.264796093462e-16 0.225465234162492 1 13.3934 0.0838666111123645 0.245863267005482 0.221202929909713
"359" 2.332966548918e-16 0.233811037336209 1 16.5954 -0.213897145173544 0.181250287733111 0.384204530563375
"427" 2.533558191876e-16 0.235188333037722 1 14.4472 -0.0761405888036883 -0.258668007788681 0.36222561942553
"156" 2.064956635542e-16 0.239903867461249 -1 13.8224 -0.201645892353576 -0.294217853314857 0.472401822739107
"91" 1.980614363808e-16 0.24128635905956 -1 15.928 -0.333125689601093 0.159553470423858 0.490136217074946
"310" 2.246771847336e-16 0.247853149802279 1 12.5952 0.295927603280912 0.320495464493511 0.327951837267998
"381" 2.370267926718e-16 0.262333869323292 1 17.1252 -0.0935841760047837 0.239572877676587 0.312611524744696
"24" 1.79635301127e-16 0.262664407421061 -1 14.2386 -0.193763801151602 -0.315273517442459 0.481680395465495
"410" 2.4741248793e-16 0.270419729296517 1 15.8053 -0.200855377693813 0.221425914596484 0.390079395628368
"143" 2.053492052214e-16 0.271403180563396 -1 16.4922 -0.00451228468971482 -0.27767593346115 0.341713721544939
"58" 1.902093829266e-16 0.286781323317895 -1 15.4652 -0.151862667645986 0.249969966441574 0.364398283094247
"51" 1.886227294464e-16 0.290158627396903 -1 14.6645 -0.29540461418554 0.218169793595742 0.473658875521768
"420" 2.503908943812e-16 0.298816072485251 1 13.7626 0.0445244706859287 -0.293335282434882 0.339015582445117
"353" 2.309330568144e-16 0.313339489162639 1 15.5533 0.281851252346916 0.3831866370215 0.378781057015215
"385" 2.376697634238e-16 0.313549088501331 1 14.3034 0.241668788399774 0.373541425849133 0.356391961152022
"31" 1.817912948376e-16 0.327479618479866 -1 13.1152 -0.0686424256416438 -0.350047040185895 0.435292649563142
"434" 2.736534724836e-16 0.340666008070325 1 15.4361 0.0914322714574283 -0.324098937622838 0.359338486927703
"435" 2.744385190308e-16 0.350087537591935 1 15.3396 -0.0746680636538942 -0.374360170880534 0.459561532885811
"20" 1.773099442536e-16 0.351457295546051 -1 15.1905 0.296007550863404 -0.284815506566179 0.353033753205609
"431" 2.663761065468e-16 0.354251554558834 1 14.3018 -0.0435713695583508 -0.370937874851277 0.442761004213693
"167" 2.078726385684e-16 0.366105781696532 -1 14.9129 -0.0798462784013459 -0.391809556331827 0.477421535304109
"291" 2.222101733664e-16 0.369694707919753 1 13.4058 0.00505364116533124 0.37220841061919 0.366099616488749
"432" 2.664157412862e-16 0.37585563958941 1 16.5126 -0.0129212634497577 -0.385240384008577 0.444348981157219
"388" 2.389956637452e-16 0.383971797187437 1 17.5502 -0.184007669697221 0.340251433917069 0.447337549765666
"39" 1.845234020088e-16 0.392731218246353 -1 15.1547 0.237208514678341 -0.340927664332818 0.385293382422549
"433" 2.675761673808e-16 0.39709118335398 1 15.477 0.0397490884355909 -0.39376899723486 0.437365963324753
"78" 1.954876737204e-16 0.399537191433233 -1 15.8547 -0.0315892456211081 -0.413739148781877 0.477595616918675
"423" 2.511213337854e-16 0.40607997512112 1 14.3096 -0.0343191618324598 -0.421017314578251 0.485368611886522
"18" 1.75881667692e-16 0.410666446491342 -1 14.9833 0.160430928002436 -0.377876896903986 0.410308957431043
"13" 1.744355020248e-16 0.412020815005226 -1 12.568 0.182229386728963 -0.37389762279788 0.408006413769881
"36" 1.83468981828e-16 0.415067488435003 -1 14.3685 0.270646740251811 -0.355285776889236 0.408627400411563
"356" 2.323872920238e-16 0.416034289592959 1 15.7213 0.2595090290906 -0.358994413885642 0.408752135097919
"16" 1.753459343502e-16 0.425775802100342 -1 17.5581 0.404020206459266 -0.333384622496089 0.450672605037784
"85" 1.9688224617e-16 0.44065674739624 -1 16.3347 -0.107057705972545 0.416381918296579 0.45704817344093
"354" 2.310312848562e-16 0.44370642470891 1 17.2667 0.196239080140292 -0.40246488509638 0.438005270517984
"260" 2.190809734218e-16 0.457852344097122 1 15.2828 0.375096921870801 -0.372878371884536 0.468071089195387
"33" 1.828921553958e-16 0.468528619856813 -1 17.5537 0.156677230406456 -0.43724109869346 0.469461961030341
"104" 1.99472439585e-16 0.502248440750473 -1 17.3707 0.178621962232782 -0.465916510013802 0.499332621163349
