"Vel" "DistA" "Flag" "r" "Vx" "Vy" "dist"
"197" 3.532013342856e-16 0.0372693912714564 1 15.6914 0.0843341360489713 0.491632850258006 0.407085236780677
"164" 3.405426531588e-16 0.0527934062872797 -1 17.0879 -0.0889568597871452 -0.276299231858534 0.380164726382106
"109" 3.318100797786e-16 0.0826482345120429 -1 15.4307 -0.0881166716884458 -0.242953095803135 0.347547024016208
"179" 3.447671071122e-16 0.0928483964255879 -1 15.6518 0.0707534283156493 0.551793855817118 0.463641404733536
"145" 3.373769296236e-16 0.100536990724818 -1 15.1466 -0.0720113946700154 -0.342539562513385 0.442018449920173
"204" 3.565975096866e-16 0.127607773398429 1 15.2318 -0.0418038307963 -0.219796269574676 0.316261960853133
"161" 3.40291136223e-16 0.131917230058035 -1 15.4288 -0.0512299992821852 -0.0125622013426084 0.116884860888448
"84" 3.273988920816e-16 0.150730766127888 -1 15.2999 0.00726969736895425 3.33718960548457e-08 0.0947546758268456
"142" 3.369494383338e-16 0.15304755660012 -1 14.9117 -0.0398265114608331 0.0644316243916386 0.0469168555324795
"174" 3.432982235772e-16 0.159364506651673 -1 15.3925 0.050090045128966 0.20307688534942 0.121411445715327
"208" 3.582566594154e-16 0.165683432001085 1 17.3778 0.0136005328571029 0.0166498929063858 0.0793565954600368
"225" 3.834040751658e-16 0.167480062131986 1 15.5854 -0.0748219621400392 -0.0943217486664809 0.201500496354576
"132" 3.356638857234e-16 0.173537262720035 -1 17.675 -0.0405426489162999 -0.258482101302997 0.354560201227898
"5" 3.026284438608e-16 0.174469114683683 -1 15.2242 -0.0102574975355089 -0.109793574380851 0.204044231484107
"130" 3.351544026996e-16 0.210271719615549 -1 17.7585 -0.0127842369921883 -0.15728727530603 0.251597312659171
"131" 3.355052171346e-16 0.290321370400809 -1 12.9347 0.0100016537504971 -0.123014364211005 0.217573686760581
"72" 3.247953142452e-16 0.35036207078916 -1 15.6364 0.0975980519564292 0.250970840760411 0.186600290202164
"220" 3.761770061346e-16 0.360791679926972 1 15.9773 0.0258230817297739 -0.113775967408712 0.209974578911081
"4" 3.018199340664e-16 0.366611488317133 -1 14.2742 0.0190994366823143 -0.152680161534241 0.247853010839446
"205" 3.567577338498e-16 0.3801607503752 1 16.6268 0.0396623256578946 -0.0643556838547474 0.164270350931309
"22" 3.133770416634e-16 0.385619168968544 -1 15.804 0.0592988973044001 0.0273053133542364 0.0917176625476956
"55" 3.224573507376e-16 0.448963480349622 -1 17.7319 0.0867475097852945 0.100947316940548 0.0905171536569566
"149" 3.382569634326e-16 0.480732399329079 -1 16.8061 -0.157190553569769 -0.194860537436626 0.327318719899757
"30" 3.168870980736e-16 0.511054153912947 -1 17.205 0.0598540233842889 -0.0926188238961257 0.197215512978876
"223" 3.786079476204e-16 0.546149260893031 1 15.3505 0.0299082896821972 -0.274862473775045 0.370512092754251
"23" 3.142010099784e-16 0.68521441874062 -1 17.1456 -0.161387198906 -0.0156221884788392 0.192280368481
"160" 3.400112300544e-16 0.728965205327757 -1 15.2978 -0.124336899834166 0.210180566688805 0.167523017079851
"68" 3.246332428374e-16 0.729001401200841 -1 15.2148 -0.169185169023242 -0.011321399147346 0.196390216164153
"210" 3.597216864222e-16 0.744024732493991 1 17.7952 -0.204534625360282 -0.171245672203293 0.332924478010445
"154" 3.387207838662e-16 0.76108195636239 -1 16.4637 0.176995744000932 0.241518075564743 0.233032268532695
"219" 3.758930165832e-16 0.770464123110022 1 15.1111 0.143862785749405 0.0686758530799923 0.149559604995563
"66" 3.241159819416e-16 0.773402108167771 -1 13.9494 0.0770401438388986 -0.264281634504583 0.367361294328597
"215" 3.66480527559e-16 0.793703037389984 1 17.0829 0.133125473859631 -0.00708930349283562 0.170051002691021
"7" 3.081887149224e-16 0.797984693353666 -1 17.507 0.222935430113159 0.432358524931299 0.407027439680754
"13" 3.107850982272e-16 0.827994070557722 -1 14.9019 -0.235792038899531 -0.243532264608528 0.409848061703589
"187" 3.488389203276e-16 0.852127934121651 1 17.0289 0.0713479887807039 -0.369387355118151 0.46953279163509
"2" 2.964361234758e-16 0.856003150179407 -1 15.2062 -0.236792478938987 -0.221083302424499 0.392153549037419
"190" 3.500909632728e-16 0.867367209710486 1 14.1862 -0.170198139483501 0.118986526042301 0.16852668801451
"90" 3.2832828297e-16 0.937333576910307 -1 17.1694 -0.203614334909839 0.0223422933559767 0.212591713418402
"159" 3.39451126047e-16 0.963867018001037 -1 17.616 0.215979139499325 0.235775622761044 0.261223645563118
"218" 3.71161510191e-16 1.05371115003705 1 15.2174 0.218030688798211 0.158048646787009 0.230577832733342
"136" 3.359905239396e-16 1.08375741839739 -1 15.6022 -0.182977758506631 0.267472833126359 0.249503647855627
"192" 3.516597600552e-16 1.09043000786198 1 16.5419 0.151628082558767 -0.205869225371929 0.337748232176473
"200" 3.544945675446e-16 1.09447064302765 1 16.8377 0.194131858291065 0.000135576359155178 0.218861286943093
