"clusterID" "ra" "dec" "r" "zspec" "Vel" "Flag"
"526" 3 50.137426 41.574133 14.7205 0.010551 3163.191 0
"535" 3 49.68814 41.488764 14.2636 0.010748 3222.19 0
"570" 3 49.498183 41.520358 13.5846 0.011089 3324.408 0
"555" 3 49.578775 41.469258 15.0744 0.011785 3533.084 0
"515" 3 49.92869 41.60072 15.8649 0.011799 3537.158 0
"655" 3 50.860807 42.064123 15.4952 0.012074 3619.778 0
"606" 3 49.258376 41.632962 17.4845 0.012394 3715.49 0
"539" 3 50.175753 41.403975 14.6757 0.012495 3745.868 0
"612" 3 49.460026 41.967604 13.9452 0.012603 3778.143 0
"703" 3 51.151958 40.690808 13.0456 0.01265 3792.312 0
"609" 3 50.590458 41.241584 14.7917 0.01283 3846.262 0
"566" 3 50.380274 41.547439 16.2858 0.012881 3861.738 0
"529" 3 50.091912 41.640915 14.82 0.013026 3905.031 0
"514" 3 49.932577 41.456977 15.1311 0.013032 3906.919 0
"676" 3 50.104659 42.547116 13.6242 0.013299 3986.835 0
"696" 3 49.372549 40.396513 14.9266 0.013343 4000.269 0
"551" 3 50.255849 41.434471 16.1112 0.013376 4009.949 0
"651" 3 48.915335 41.146893 15.7816 0.013451 4032.658 0
"671" 3 48.789294 42.055342 14.9526 0.013457 4034.334 0
"636" 3 49.143567 41.047472 14.8504 0.013467 4037.383 0
"537" 3 49.741503 41.635063 15.6434 0.013638 4088.624 0
"672" 3 49.781637 42.538357 15.9925 0.013675 4099.596 0
"641" 3 49.141793 42.025852 15.1253 0.01371 4110.239 0
"680" 3 50.113832 42.572202 17.787 0.013845 4150.708 0
"598" 3 50.541087 41.727353 15.0137 0.013886 4162.885 0
"571" 3 49.507354 41.592685 15.192 0.013977 4190.172 0
"618" 3 50.02162 40.906241 14.2132 0.013981 4191.446 0
"567" 3 49.7269 41.803024 15.5556 0.013999 4196.918 0
"712" 3 50.792886 40.299412 16.0939 0.014015 4201.618 0
"580" 3 49.502839 41.299091 16.0383 0.01404 4209.122 0
"550" 3 49.742787 41.702388 14.0921 0.014067 4217.118 0
"565" 3 50.030129 41.832796 14.118 0.014073 4218.868 0
"519" 3 50.02546 41.630011 13.4908 0.014076 4219.741 0
"525" 3 49.760063 41.550234 14.966 0.014134 4237.339 0
"652" 3 50.392688 40.72238 14.5648 0.014342 4299.698 0
"553" 3 49.662166 41.668951 15.0344 0.014351 4302.346 0
"662" 3 50.432402 42.350992 14.5888 0.014422 4323.664 0
"616" 3 49.213432 41.255767 15.1856 0.014535 4357.54 0
"576" 3 49.462871 41.450812 13.6905 0.0146 4376.979 0
"554" 3 50.00682 41.251143 13.198 0.014679 4400.576 0
"586" 3 50.241298 41.893855 13.6979 0.014702 4407.507 0
"617" 3 50.268329 40.954707 15.3715 0.014914 4471.225 0
"630" 3 49.112682 41.180225 15.2911 0.014977 4489.884 0
"713" 3 50.787224 40.29413 15.3102 0.015021 4503.209 0
