"ID" "ra" "dec" "zspec" "Vel"
"17997" 193 -0.35325630720061 -0.31918026577305 0.04803821917541 -2095.8785481704
"17973" 193 -0.190113742590438 0.364948192248429 0.0480540623219428 -2091.37828223107
"17989" 193 -0.300223689971212 0.336809560350297 0.0481734913793365 -2057.45430645745
"17923" 193 -0.523950844046658 0.230361536595511 0.0482097013036169 -2047.16883137411
"18000" 193 -0.290785965068019 -0.0597455293329951 0.0482376388523604 -2039.23313509187
"17921" 193 -0.240494521560208 -0.208877276314067 0.0482996767792919 -2021.61118297906
"18019" 193 -0.381692707760004 -0.390385663213401 0.0484485804338294 -1979.31491036864
"17976" 193 -0.562905214225378 0.234497959463086 0.048571469729675 -1944.40804945823
"17991" 193 -0.64166697761982 -0.0581677055628484 0.0486118381940193 -1932.94133577631
"18010" 193 -0.0504834709359487 0.147465482608996 0.0489392028024738 -1839.95300204328
"17975" 193 -0.0958053367447287 0.070420705476583 0.0489631481672943 -1833.15129068604
"18007" 193 -0.280186631028988 -0.0221357250485222 0.0490704071982553 -1802.68422641183
"17985" 193 -0.21060867113797 0.143940058292673 0.049349320429335 -1723.45856809573
"17958" 193 -0.137497147495959 0.0845810946034847 0.0493560592669374 -1721.54439269691
"17943" 193 -0.149196712622542 -0.0400941708048775 0.0493870607320405 -1712.73838707269
"17933" 193 -0.381992865757345 0.302633078216673 0.0494526426271961 -1694.10976627473
"17964" 193 -0.261556091560213 -0.11060104117537 0.0494835023336762 -1685.34402736781
"17920" 193 -0.111171440770226 0.122521017140057 0.0496300260114532 -1643.72379018565
"18002" 193 -0.108267867279136 0.0246941991332016 0.0496552783574792 -1636.55082915334
"17961" 193 -0.0417379992255187 -0.0495886350674371 0.0499210288274492 -1561.06406988529
"17945" 193 -0.248703783046914 0.554649787763495 0.0499295423639474 -1558.64578900611
"17927" 193 -0.289162633627053 -0.308142193494857 0.0500154245033033 -1534.25085800294
"18016" 193 -0.0483596933198997 0.275485228122248 0.0504590877875801 -1408.22773736629
"17928" 193 -0.0968475608143084 0.1325912985447 0.0504844726234062 -1401.01714243759
"17931" 193 -0.161047877489012 0.0760457644509309 0.0506091574401456 -1365.6002615318
"17941" 193 -0.0465057149196997 0.0392525029115681 0.0506937418319519 -1341.57395737197
"17918" 193 -0.0751111865540371 0.0699119415059378 0.0510076333985796 -1252.41265831964
"17947" 193 -0.024505420187239 0.156591832648421 0.0510782100667976 -1232.36526587547
"18012" 193 -0.211529416776732 -0.0867866390113056 0.0512418456315148 -1185.88437542628
"17963" 193 -0.16300254952881 -0.0639681587526493 0.051262092916353 -1180.13310839526
"17979" 193 -0.388689757291817 -0.000870903678198951 0.0514220385416714 -1134.70034992921
"18018" 193 -0.111460364638749 -0.00941115297147611 0.0514753898312512 -1119.54584821335
"17974" 193 -0.12666922221895 0.591552565812672 0.0518543931471731 -1011.88947389343
"17939" 193 -0.0945717047817524 -0.036435684440422 0.0521312532328672 -933.247014137558
"17968" 193 -0.0306496582412586 0.0716737401869632 0.0523062135366842 -883.549317131823
"17962" 193 -0.0143650853245971 0.018602580815694 0.0524955257300613 -829.774947628084
"17953" 193 -0.0409805369742923 0.0977044379757245 0.052956152820441 -698.933236274748
"17992" 193 -0.00695202970629768 0.0016118296755495 0.0532498856784479 -615.498044066111
"17980" 193 -0.040867938120196 0.28524408939587 0.0534860601830097 -548.412375419415
"17924" 193 -0.0320581300410561 0.0426576740338696 0.0537037961301966 -486.564202465486
"18021" 193 -0.106975977878396 -0.246179995776643 0.0537096237426341 -484.908861734668
"17957" 193 -0.0207081536826566 0.135791672714205 0.0541139165019398 -370.068988830689
"18020" 193 -0.0525310257133138 -0.199624022842583 0.0544013934978703 -288.410782207951
"17981" 193 -0.00950138276606876 0.0986602351538504 0.0544922424760365 -262.605014318406
"17987" 193 -0.0214363857130415 -0.160442625304946 0.0546141519427824 -227.97647511101
"17919" 193 -0.0146742250790187 -0.516289409415089 0.0548748189969867 -153.933666561868
"17986" 193 -0.0303536048662428 0.0668996583468644 0.0548996365687389 -146.88420371543
"18008" 193 -0.00912320929918805 0.109459743299187 0.0551702351133636 -70.0203426706208
"17944" 193 0.00431012851001673 0.369192637092935 0.0555150007719469 27.9107815012411
"17983" 193 0.00136631692125702 0.0877557928103935 0.0555499652924303 37.8424980508064
