"Vel" "DistA" "Flag" "r" "Vx" "Vy" "dist"
"130" 5.84202285441e-16 0.000937328267079893 1 15.8169 -0.297231700953189 -0.054409184707923 0.374090296527707
"140" 5.961288095502e-16 0.0785309272116943 1 15.5063 -0.330330071012194 -0.140714102835442 0.453266941957798
"13" 5.41812883041e-16 0.0866828988257436 -1 16.8992 -0.298762707789523 0.0164328732809818 0.340453648966801
"4" 5.351824740156e-16 0.165738509252573 -1 16.802 -0.0887468353876996 -0.0470019724409047 0.227452234557511
"114" 5.769524013186e-16 0.16580021092283 1 15.5063 0.0758357008256799 0.0655355037873716 0.112286666240044
"10" 5.378829187662e-16 0.191602280841914 -1 16.5466 -0.435489111021471 0.00898343483928309 0.47064713732987
"105" 5.754441747144e-16 0.204804293577238 1 16.7512 -0.194598310220544 -0.151465294650507 0.37107170923816
"144" 6.026996530392e-16 0.204862699105589 1 14.1148 -0.292931803393562 -0.218781476560883 0.483669659878543
"124" 5.812830556326e-16 0.208765779002935 1 17.6442 0.289188574317294 0.518805116804471 0.456026166965095
"27" 5.471629895196e-16 0.222077661579227 -1 17.0288 -0.0574726702416632 -0.0718321942868849 0.239221454648788
"128" 5.831804999148e-16 0.240296948220264 1 16.2765 0.318280542099779 0.170265856395839 0.307385567348683
"115" 5.771005697802e-16 0.264350049307848 1 17.0666 -0.338618520052112 0.134938001592408 0.350501809404261
"79" 5.652887044674e-16 0.267607108766513 1 16.7737 -0.110903321522491 -0.145738540838358 0.326729200767456
"81" 5.664157181202e-16 0.279395078419006 1 17.2337 -0.0130859871740627 -0.0884949992216464 0.247018851490673
"123" 5.800084568586e-16 0.304702569575233 1 17.4147 0.144965320334625 -0.00113873003737615 0.20739903554139
"86" 5.699314134876e-16 0.304953239807654 1 15.3486 -0.062989158144304 -0.143602501191145 0.309935066016204
"75" 5.63056844097e-16 0.32335947061159 1 14.479 0.0305431508789671 -0.0947203286371686 0.252794301570495
"65" 5.609749022094e-16 0.330013476039507 1 17.7018 0.31657897574474 0.0954925074246827 0.311609087694707
"111" 5.760981317106e-16 0.340791003424927 1 17.5874 0.283613121124264 0.0640985377841214 0.287956431376115
"73" 5.62694848971e-16 0.34343804836826 1 15.3454 0.191876669255562 -0.000828610840165682 0.240146071818557
"31" 5.488093057596e-16 0.345277122328629 -1 16.2239 0.07600263047764 0.484971134918321 0.333994192610408
"95" 5.717503660782e-16 0.350709319356182 1 17.0245 -0.17527686783659 -0.257957899629884 0.455220530661889
"37" 5.512899932184e-16 0.357595304943466 -1 14.6715 0.0778152649269906 -0.090471612103531 0.256608177864808
"94" 5.716367119236e-16 0.383993803903953 1 17.4191 -0.013757501816703 -0.174774040594371 0.333038371928568
"7" 5.365882271562e-16 0.432759044962413 -1 15.9217 -0.424689154131038 0.214232361342455 0.439555079096439
"17" 5.4452557794e-16 0.461749389489566 -1 16.4799 -0.0563705300004744 -0.267720678228736 0.430383217946877
"118" 5.779706219868e-16 0.476646539281679 1 16.4939 0.353965272587948 0.00076043086652181 0.376861513969704
"50" 5.574855219756e-16 0.482625448068496 1 16.9015 0.118859092129273 -0.16497717902155 0.339822979960267
"5" 5.35685054178e-16 0.488469063980131 -1 18.3215 -0.484448409383283 0.219060237532733 0.499445179778145
"96" 5.730691690914e-16 0.489267635428155 1 15.7133 0.00574749398014578 0.555050078159879 0.397756674880896
"16" 5.445003322638e-16 0.516293191039978 -1 15.8087 -0.00574346908631676 -0.277838891032079 0.43549767374317
"3" 5.295448779432e-16 0.516569037643149 -1 17.7885 0.227135721989327 -0.118756538970241 0.35052293694899
"57" 5.595756630366e-16 0.593075270449562 1 15.8117 0.0215338125650305 0.651019835985084 0.493798333152043
"60" 5.60209494789e-16 0.627292868617175 1 17.7477 0.366960848685158 -0.113949668216138 0.44741692488933
"137" 5.947468437348e-16 0.64460955723815 1 17.5385 -0.429936010984728 0.384459161481871 0.496144751760945
"117" 5.772718450032e-16 0.681053527149839 1 17.5075 0.194325743709645 -0.276155171181819 0.470591865897762
