"Vel" "DistA" "Flag" "Vx" "Vy" "dist"
"418" 3.0571892352e-16 0.0326245832210321 1 -0.270720615602774 0.1611590794545 0.407462097613951
"428" 3.09311771624e-16 0.0385341456956784 1 -0.16344443758416 -0.104842925030263 0.0482637969111129
"365" 2.9752763948e-16 0.0726479575502862 1 -0.225268619190908 0.138777397909661 0.37596083497086
"391" 3.01730633e-16 0.1000899032135 1 -0.184088176705991 0.0615649841340772 0.26756174691657
"82" 2.61521346832e-16 0.124927773791574 -1 -0.0341757919689564 -0.282421804901301 0.224921446751534
"402" 3.0360478764e-16 0.165999156003718 1 -0.0920362415160567 -0.385431072681442 0.369311037884348
"370" 2.98375821656e-16 0.18403353395958 1 -0.24957045914434 -0.0171954430347441 0.158121648585822
"199" 2.73115081976e-16 0.203598034385815 -1 -0.333896706670908 0.171611085277156 0.422180598486087
"374" 2.993842938e-16 0.295495082383498 1 -0.0862786787817867 -0.0126903412558648 0.164311199083304
"136" 2.66359764008e-16 0.421075661045701 -1 -0.338500883718222 0.000559743942919881 0.182587893825663
"109" 2.6428934652e-16 0.43530877460905 -1 0.0913961305678872 -0.327880645463082 0.288482216600732
"354" 2.96445309504e-16 0.474511562824911 1 -0.111348575060574 0.198338870204794 0.459836974022903
"88" 2.62222817992e-16 0.480690223227634 -1 0.0152703000708506 -0.104601885427847 0.0484727812150495
"325" 2.9099483484e-16 0.577185961898798 1 0.0522791076830483 -0.113792946167104 0.041752365725959
"170" 2.69627138568e-16 0.60701475795023 -1 0.0797287759153596 -0.155592141138464 0.0569947082283074
"47" 2.5610875712e-16 0.613459702301673 -1 0.21006504388059 -0.467355771449501 0.484696477189278
"53" 2.56485726976e-16 0.657855512075648 -1 0.0504711665231091 -0.041788998746413 0.124655681509005
"121" 2.65017035752e-16 0.734157652891132 -1 -0.520990806592759 0.182261263305122 0.437182528755459
"411" 3.05073809872e-16 0.813048960819998 1 -0.280162819873837 -0.469892051452654 0.488272236638687
"225" 2.76281408392e-16 0.828589575783819 -1 0.136591179447636 -0.108274150631525 0.0454622013295289
"431" 3.09968552152e-16 0.842743378859745 1 0.064333277925325 0.0794221909562342 0.292579010629899
"33" 2.52941426056e-16 0.907242028658927 -1 0.138668393693585 -0.0474148856485457 0.117107907261635
"30" 2.52530460208e-16 0.923095126653486 -1 0.214781102218193 -0.21934461509522 0.137849206203994
"405" 3.0410030596e-16 0.991847670034896 1 0.083364819616997 0.158065785051747 0.403107006780044
"3" 2.44952238304e-16 1.00390178107706 -1 0.33519165980537 -0.444636471464049 0.452673626297979
"320" 2.89621999552e-16 1.06221095034877 1 0.148528835904142 0.058460782190608 0.263217489891046
"159" 2.6872746008e-16 1.08016977515408 -1 0.25855947471477 -0.194241319889923 0.104204762354352
"381" 3.00435544504e-16 1.08926943427727 1 0.166055176305874 0.0384877179427302 0.235306275918656
"138" 2.663888988e-16 1.10628498363486 -1 0.333629948590583 -0.355034763880053 0.326585176941514
"56" 2.56901554024e-16 1.10758814637334 -1 0.28422350545754 -0.233715319464775 0.157476819241608
"314" 2.89065294928e-16 1.23038305579143 1 0.232610228639233 -0.00521054881099484 0.174616526629362
"200" 2.73254015072e-16 1.23172488537999 -1 0.168584689799455 0.151715910865084 0.394168285797013
"113" 2.64635237104e-16 1.29039814550168 -1 0.216607898270683 0.0840252163518603 0.299034122140493
"340" 2.93578206152e-16 1.30338299671526 1 0.267158240231905 -0.02810388038432 0.143200572282367
"20" 2.50743742352e-16 1.33025746638703 -1 0.211597567071467 0.129621298961451 0.363081596917251
"319" 2.893159384e-16 1.4219290527667 1 0.453877236481635 -0.383125784828597 0.366068522185063
"292" 2.85651209352e-16 1.46687934323699 1 0.313829609676048 -0.00465885329393453 0.175377914193719
"277" 2.83376751096e-16 1.47626369595826 1 0.327822675096478 -0.0308455822401367 0.139467650982813
"163" 2.68935389808e-16 1.65269271907117 -1 -0.798753493704285 0.0884079273707412 0.305182426627135
"247" 2.78484925536e-16 1.73428952276619 -1 0.32771743122097 0.185646905775471 0.441952423829418
"246" 2.78273106848e-16 1.76312815514544 -1 0.442048177441218 -0.0684014940782857 0.0895778476721487
"17" 2.50153041736e-16 1.79532725243355 -1 0.367803253730104 0.139252843455236 0.37662974071605
"173" 2.69944834192e-16 1.84860254253526 -1 0.373713947005281 0.169516469778343 0.419230609254749
"209" 2.74413087192e-16 1.85292555577748 -1 -0.769029944313781 -0.151725833540985 0.0530646345949632
"231" 2.7717719792e-16 1.85662071757052 -1 0.49681204124674 -0.123315106578303 0.0383594437790534
"197" 2.73004311432e-16 1.86792321763296 -1 0.408969881650773 0.0999149945555052 0.321334268408945
"128" 2.6570784468e-16 1.86966975196798 -1 -0.789874836604179 -0.115033488382045 0.0410767692883702
"85" 2.62142186888e-16 1.87158798704053 -1 0.411587642114135 0.0966160754343042 0.316702482725246
"41" 2.54403642608e-16 1.88421410763516 -1 -0.808407861112787 -0.0821233639479764 0.0725005445809716
"155" 2.68401986536e-16 1.88943828579854 -1 0.397995918395173 0.14464993732761 0.384223778699359
"71" 2.59222614984e-16 1.91671112007306 -1 0.464186914565072 0.00643425871374859 0.190719666359207
"308" 2.88081096376e-16 1.94220154246925 1 0.489679026412156 -0.0342370888713844 0.13486127532859
"324" 2.90818956624e-16 1.97132385704412 1 -0.816745695303561 -0.134835387358066 0.0403413743758273
"26" 2.52023307416e-16 2.01700491170331 -1 -0.751262167450665 -0.332467884056704 0.294913640240451
"39" 2.54316205824e-16 2.03518657459665 -1 0.474490903497621 0.0806475400554952 0.294297159895488
"262" 2.81279143296e-16 2.09486800191511 1 0.50711562662021 0.0512729360410139 0.253164328133986
"89" 2.62341366456e-16 2.10396018826651 -1 0.507736752523198 0.0573810975345514 0.261706854682055
"104" 2.63872547232e-16 2.14635262999765 -1 -0.794986482419894 -0.334466402982784 0.297716372686811
"43" 2.54536742264e-16 2.1826309859206 -1 0.498920910391535 0.144763274645099 0.384383267564426
"205" 2.73946736072e-16 2.21581427650945 -1 0.585780450368131 -0.0387947416581242 0.128692886450097
"212" 2.74872632632e-16 2.22145128947214 -1 0.497702695826953 0.180260750294854 0.434364274160175
"131" 2.65793336984e-16 2.23842059070689 -1 0.546638980620193 0.0753984908256513 0.286938342248805
"137" 2.66366569688e-16 2.30240757921426 -1 0.536361673857551 0.154031402966224 0.397427589150574
"191" 2.72074525912e-16 2.309914915713 -1 0.624394788640321 -0.0538999490409933 0.108479898959614
"2" 2.44346954088e-16 2.35285255981702 -1 0.693903020033634 -0.187060139329821 0.0948296568587265
"32" 2.52932708304e-16 2.38816339565275 -1 0.592349376947859 0.0896559426121434 0.306933576350448
"217" 2.7552260748e-16 2.40038289303486 -1 0.653715856769844 -0.0494349147668164 0.114411310882724
"135" 2.6593421456e-16 2.42571282244336 -1 0.752733965018056 -0.269161453312111 0.206465674163898
"105" 2.64113500712e-16 2.47610753479109 -1 -1.02308630258817 -0.0557487842984589 0.106036834717423
"1" 2.43372477936e-16 2.54346239145332 -1 0.772047589479805 -0.217480851547992 0.135318710112531
"75" 2.60116460032e-16 2.55003902805167 -1 0.665859797948261 0.0464316716703727 0.246398353060082
"146" 2.6759074948e-16 2.60379396914632 -1 -1.16721245115982 0.18796620061317 0.445220209340813
"274" 2.82828796632e-16 2.66020157979592 1 0.771468095709978 -0.118238392014891 0.0396387039368322
"16" 2.50085989584e-16 2.78394341259399 -1 0.846133604039711 -0.196231203730253 0.106827831536336
"6" 2.45773230168e-16 2.92320311899011 -1 0.821645352840977 -0.0199352190755892 0.154364702702245
"299" 2.8723583092e-16 2.96897105896368 1 1.01574970942634 -0.453920004515218 0.465756982900875
"331" 2.9193239828e-16 3.00457187220113 1 0.927226586864017 -0.208669826724342 0.123415348712165
"236" 2.7763188216e-16 3.11715654979469 -1 -1.22042490213625 -0.112764001870216 0.0423597047443848
"11" 2.4718489024e-16 3.11732356398711 -1 0.878948909631367 0.00330134659837923 0.186381013473015
"214" 2.7507959012e-16 3.14869780916528 -1 -1.34851354212254 0.172498416437015 0.423430338761282
"36" 2.5354382596e-16 3.77290033462925 -1 1.09790829496643 0.0198786636140922 0.209382049071611
"84" 2.62119825368e-16 3.87280675584108 -1 -1.61505667338907 0.214280208719061 0.482307094685977
"99" 2.63492660656e-16 4.27749304341501 -1 -1.50469176114809 -0.393429523849759 0.380563643676233
"25" 2.51704639552e-16 4.28917935549642 -1 1.47304466303279 -0.46032777933754 0.47478897731315
"270" 2.8257037524e-16 4.32105837618445 1 -1.64308327518513 -0.0931724111431545 0.0597912772051101
"294" 2.86154473184e-16 4.42085342857605 1 -1.62374054864133 -0.223874076053642 0.144014752431151
"221" 2.76112335856e-16 4.6372646836873 -1 -1.83637784289397 0.112203196384948 0.338595404881964
"283" 2.84390116848e-16 5.15043598122827 1 -1.99079092921266 0.0578984075058267 0.262430622757845
"275" 2.83063916672e-16 5.16399454848453 1 -1.90473941226385 -0.162864960382068 0.0649928124309623
