"clusterID" "ra" "dec" "r" "zspec" "Vel" "Flag"
"6748" 18 230.64109 27.645603 16.486 0.063878 19150.068 0
"6785" 18 230.6708 27.566843 17.3499 0.064102 19217.245 0
"6734" 18 230.73516 27.692132 17.1891 0.064778 19419.983 0
"6827" 18 230.39818 27.776305 17.4072 0.064826 19434.427 0
"6789" 18 230.49818 27.677601 16.1179 0.065007 19488.569 0
"6814" 18 230.65648 27.936876 15.7414 0.065157 19533.475 0
"6743" 18 230.75835 27.69127 16.9275 0.065293 19574.433 0
"6834" 18 230.64927 27.988948 17.1741 0.065381 19600.749 0
"6829" 18 230.7685 27.962651 17.5938 0.065405 19607.857 0
"6773" 18 230.713 27.586108 16.319 0.065685 19691.727 0
"6739" 18 230.63786 27.665823 16.4861 0.065907 19758.359 0
"6801" 18 230.67568 27.908772 16.7953 0.06638 19900.349 0
"6852" 18 230.74486 27.410023 16.8228 0.0665 19936.049 0
"6826" 18 230.5009 27.916462 17.6903 0.066738 20007.432 0
"6731" 18 230.68341 27.66682 15.9739 0.066755 20012.607 0
"6795" 18 230.87396 27.737958 17.6883 0.067051 20101.459 0
"6900" 18 231.16303 27.835392 16.1564 0.0671 20115.987 0
"6898" 18 231.12152 27.536874 17.736 0.067184 20141.176 0
"6808" 18 230.71405 27.921156 17.5444 0.067189 20142.704 0
"6762" 18 230.59331 27.634176 16.4688 0.067247 20160.012 0
"6923" 18 231.14306 27.365696 16.5864 0.067249 20160.641 0
"6833" 18 230.44357 27.557604 16.7031 0.067251 20161.28 0
"6932" 18 231.19066 27.382367 15.7829 0.067336 20186.678 0
"6875" 18 231.09625 27.696166 15.7652 0.06736 20194.059 0
"6895" 18 231.14932 27.706042 17.1874 0.067377 20199.227 0
"6899" 18 231.17187 27.706648 17.7736 0.06738 20200.085 0
"6889" 18 231.10447 27.559831 15.3067 0.067485 20231.503 0
"6753" 18 230.73272 27.797461 17.7893 0.067552 20251.433 0
"6922" 18 231.10959 27.337449 17.0469 0.067572 20257.546 0
"6842" 18 230.89981 27.508282 17.5448 0.067616 20270.818 0
"6819" 18 230.61168 27.498548 17.6965 0.067736 20306.613 0
"6856" 18 230.33525 27.588888 16.7749 0.067783 20320.886 0
"6903" 18 230.64781 27.248144 16.4933 0.067951 20371.185 0
"6818" 18 230.83512 27.539845 16.3599 0.06798 20379.852 0
"6937" 18 231.12989 27.280861 17.1211 0.067989 20382.47 0
"6721" 18 230.6599 27.711364 17.7202 0.068002 20386.637 0
"6888" 18 231.139 27.719896 15.5773 0.068064 20405.074 0
"6851" 18 230.4189 27.928826 17.7701 0.068198 20445.147 0
