"ID" "ra" "dec" "zspec" "Vel"
"2347" 52 -0.0491599399253924 0.0442459271119636 0.1130428722997 -971.385081816806
"2371" 52 -0.11114646450859 0.0175616171355099 0.113303803714992 -901.332247176604
"2349" 52 -0.0448763130729414 0.0160857974968271 0.113328961794292 -894.578001939027
"2373" 52 -0.0189317472676534 -0.00788348117405885 0.113476819920634 -854.882203473294
"2357" 52 -0.0314076006880811 -0.0181292518968257 0.113570108146837 -829.836906889174
"2364" 52 -0.0997231085296411 0.0492466466028747 0.113747192395189 -782.29470675474
"2362" 52 -0.0190264329519556 -0.0668145662493106 0.113806082585658 -766.484326964818
"2365" 52 -0.0221417857321604 0.00889627769421251 0.115484700420211 -315.822081269572
"2372" 52 -0.00456241613076779 -0.0259640856574352 0.11555206929533 -297.735410243961
"2375" 52 -0.0219725902511361 0.0832594150646393 0.115734663677519 -248.713892281565
"2359" 52 -0.00281769387944822 0.113509446886509 0.11632499315555 -90.2268306089568
"2348" 52 0.00447092387842101 -0.0238338596537987 0.116867306790687 55.3693114381821
"2355" 52 0.0299025971221947 -0.0654522409371101 0.117684646230221 274.802239966323
"2346" 52 0.00383146331012709 0.00625245316419434 0.11782086033819 311.371943045338
"2353" 52 0.0282883121102936 0.0623098353117245 0.117976402942008 353.130810188918
"2354" 52 0.0303662922891464 -0.0141809815086707 0.11809997462421 386.306373237942
"2374" 52 0.0159960712503418 0.082950248274535 0.118761037938725 563.783504562268
"2350" 52 0.0459408412208566 -0.000668976883807429 0.119268667002115 700.067802857334
"2377" 52 0.0532996484137432 -0.0813441621546009 0.119269492832761 700.289515438886
"2367" 52 0.0269542511402307 0.0570085074661253 0.119390848791114 732.870218201754
"2378" 52 0.0289031100584011 -0.00329119388510197 0.119535949933149 771.825842988003
"2361" 52 0.118151484704671 -0.0115496561640422 0.119652941064365 803.234710947673
"2360" 52 0.0289527756234586 0.101725205132107 0.119705663872616 817.389319981648
"2358" 52 0.0157441717348346 0.0397771995492855 0.119789808398042 839.979786978368
"2370" 52 0.0524142842896577 -0.0813284117360723 0.119911785079818 872.727136732528
"2351" 52 0.0385712781867944 0.0810154046163668 0.119996440335324 895.454720564324
"2376" 52 0.108937013229853 -0.0613323400072596 0.120018733990263 901.439947453143
"2363" 52 0.0426369566197623 0.0294844228248711 0.120035802874593 906.022468611421
"2356" 52 0.06335484748696 0.00757364781359053 0.120057757568881 911.916693984263
"2368" 52 0.0989976518349548 -0.00413421348479753 0.12011793941 928.073846083059
"2366" 52 0.0297020117290458 -0.0276089317110355 0.12016987982161 942.018403359171
"2369" 52 0.026573348450989 -0.0325858346499894 0.120284818885021 972.876348132848
"2352" 52 0.0486543143034116 -0.00700172452936675 0.120309578864703 979.523714684871
