"clusterID" "ra" "dec" "r" "zspec" "Vel" "Flag"
"5251" 14 230.60023 7.635153 15.6951 0.040235 12062.063 0
"5281" 14 230.5684 8.048446 15.0375 0.040959 12279.178 0
"5279" 14 230.52125 8.049994 17.2716 0.040974 12283.558 0
"5226" 14 230.4018 7.725008 15.8344 0.041247 12365.656 0
"5224" 14 230.40083 7.710285 15.5778 0.041747 12515.541 0
"5322" 14 230.8312 8.069942 17.6654 0.041765 12520.73 0
"5312" 14 229.97597 7.576623 17.4334 0.042006 12593.199 0
"5464" 14 230.69176 8.679241 16.1252 0.042014 12595.426 0
"5267" 14 230.65396 7.915971 17.1609 0.042045 12604.636 0
"5404" 14 231.27918 7.502336 17.7389 0.042147 12635.329 0
"5292" 14 230.28067 8.06128 16.5847 0.042217 12656.323 0
"5240" 14 230.3923 7.804277 15.3382 0.042246 12664.969 0
"5300" 14 230.16934 8.031063 16.6123 0.042284 12676.373 0
"5331" 14 230.284 7.185251 17.153 0.042412 12714.678 0
"5384" 14 230.08676 8.358412 17.7106 0.042432 12720.728 0
"5348" 14 229.95582 8.073133 17.632 0.042448 12725.65 0
"5375" 14 229.90625 8.188807 17.2784 0.042451 12726.628 0
"5230" 14 230.38151 7.740509 14.89 0.042457 12728.297 0
"5260" 14 230.49016 7.512895 16.5096 0.042502 12741.758 0
"5233" 14 230.5676 7.702832 17.2406 0.042504 12742.403 0
"5248" 14 230.57028 7.802419 17.6748 0.042505 12742.681 0
"5319" 14 229.95684 7.812814 15.5729 0.04254 12753.141 0
"5314" 14 230.08933 7.363148 16.3498 0.042597 12770.184 0
"5360" 14 229.85476 7.420003 16.3996 0.042679 12794.962 0
"5471" 14 229.5209 7.309805 17.1808 0.042732 12810.821 0
"5323" 14 230.98459 7.64068 17.1807 0.042851 12846.551 0
"5283" 14 230.30811 7.371913 15.6095 0.04286 12849.132 0
"5357" 14 229.79858 7.68553 17.7702 0.043041 12903.382 0
"5268" 14 230.18566 7.805788 15.6716 0.043043 12904.009 0
"5365" 14 229.77133 7.816249 16.2474 0.043079 12914.846 0
"5326" 14 230.39999 8.229693 17.7763 0.043115 12925.651 0
"5269" 14 230.2265 7.894192 17.0273 0.04314 12932.99 0
"5252" 14 230.30173 7.710005 17.4889 0.043174 12943.105 0
"5317" 14 230.97244 7.749334 16.531 0.043233 12960.906 0
"5254" 14 230.51936 7.539958 16.6956 0.043236 12961.8 0
"5296" 14 230.14026 7.953369 14.6693 0.043381 13005.171 0
"5266" 14 230.26942 7.500928 16.7111 0.043417 13016.137 0
"5275" 14 230.12445 7.7433 16.7031 0.043426 13018.664 0
"5241" 14 230.50428 7.586372 15.9825 0.043497 13040.028 0
"5356" 14 229.91895 7.331355 16.4078 0.043498 13040.438 0
"5318" 14 229.97953 7.884901 17.1709 0.043685 13096.446 0
"5234" 14 230.43575 7.809168 17.4128 0.043888 13157.261 0
"5538" 14 231.49197 7.060042 16.8643 0.043906 13162.583 0
"5310" 14 230.024 7.922222 16.7073 0.043915 13165.371 0
"5313" 14 230.16771 8.114353 16.8239 0.043936 13171.666 0
"5257" 14 230.64636 7.727813 14.6675 0.043962 13179.413 0
"5273" 14 230.752 7.841336 17.7736 0.043969 13181.428 0
"5255" 14 230.6351 7.742918 17.5796 0.043981 13185.085 0
"5301" 14 230.75574 7.375521 16.1034 0.043991 13188.191 0
"5508" 14 231.26549 8.490843 15.6136 0.044002 13191.495 0
