"ID" "ra" "dec" "zspec" "Vel"
"5310" 95 -0.0448160918818924 -0.0575199890053151 0.0864958515518287 -1220.19820252391
"5320" 95 -0.0803721686912337 -0.058469002428793 0.0866202490293494 -1186.01340811288
"5306" 95 -0.140560425317984 0.0833428336410066 0.0867001055398868 -1164.0686030452
"5331" 95 -0.137975341696946 0.123769173427467 0.0868156530303432 -1132.31581123072
"5326" 95 -0.0848213561542573 0.0855492532371832 0.0871080829419983 -1051.95520739209
"5294" 95 -0.0174185002806358 0.013819071704969 0.0874178903961866 -966.819203515596
"5316" 95 -0.177931044278244 -0.00502187795214491 0.0876464092930572 -904.021535393598
"5319" 95 -0.147228722289424 -0.0153764151205718 0.0876491618110836 -903.26513530639
"5299" 95 -0.0880690411137181 0.00849434503850915 0.0877780546713123 -867.844996443593
"5300" 95 -0.0712828684933278 -0.00142542902546103 0.0878430681834105 -849.979091207308
"5333" 95 -0.0344976689865395 -0.000608289122565441 0.0889274341034437 -551.992132134997
"5338" 95 -0.023928480217835 -0.0745410870687559 0.0890924187894817 -506.653852890226
"5321" 95 -0.0374321600363817 -0.0884508349475893 0.0894246560708575 -415.354066223565
"5297" 95 -0.0205776865845322 -0.0442015870057763 0.0895419787925249 -383.113435626584
"5327" 95 -0.0560966434563195 0.00214672333302311 0.0895529941083749 -380.086394281284
"5313" 95 -0.0180258413941709 -0.0116240367429752 0.0896745784864024 -346.674647923582
"5309" 95 -0.0077327338554975 0.0174273314302424 0.0898629407266708 -294.912147696805
"5336" 95 -0.0106307755363334 -0.0118560296626455 0.0898969833116395 -285.557144753247
"5318" 95 -0.0150994156460477 -0.00957705828948689 0.0903049754321541 -173.439704439473
"5298" 95 -0.00392086599675017 0.0122573911283485 0.0905502282621079 -106.04350205831
"5308" 95 -0.0049710425663776 -0.0685098041860465 0.0907876167186232 -40.8084527368617
"5303" 95 0.00208594375260889 0.0102775773775954 0.0911448265521288 57.353865047716
"5334" 95 0.00198492115934787 -0.00864748450626345 0.0912841981244618 95.6535849608805
"5311" 95 0.0351567654173371 0.119519274644116 0.0918516749775044 251.597901042767
"5295" 95 0.0572836971401089 0.0188846317080902 0.0920650607169123 310.236932776277
"5329" 95 0.0330801867816819 0.0169778260160167 0.0922044768311777 348.548892944069
"5325" 95 0.00422237103684026 -0.0152304349340635 0.0924433063686303 414.179955565414
"5335" 95 0.0468122915050366 0.189484721125077 0.0926959448258294 483.605750137754
"5296" 95 0.0653284049481121 0.0615773329069821 0.0928497283360427 525.865913166963
"5324" 95 0.00603395540504595 -0.00132226036219943 0.0929117816586076 542.918349572289
"5340" 95 0.0893782894659109 -0.0678653286005675 0.0935975421689533 731.367364203379
"5337" 95 0.120256380930306 -0.0977408074023114 0.0936977998186111 758.918462585675
"5332" 95 0.0258918418036947 -0.0107442931025928 0.0937240479288411 766.131520838758
"5314" 95 0.071789777808372 -0.0431063604986073 0.0940290796774975 849.955146723133
"5339" 95 0.130422244028195 -0.0815966938586488 0.0940902691068566 866.770182722713
"5317" 95 0.0639356273764251 -0.002206573484489 0.0941467982288382 882.304552483993
"5302" 95 0.048602446988818 -0.0204386124425942 0.0945775483559068 1000.67596024758
"5305" 95 0.179951230049161 -0.0238000373490133 0.0946777667183946 1028.2162623995
"5301" 95 0.124660313048316 -0.126962606466573 0.0948948732788088 1087.87778674037
"5312" 95 0.0491563081306305 0.0252394632170242 0.0949051962097775 1090.71455867431
"5328" 95 0.141475258233173 -0.0987440166753422 0.0949141587916994 1093.17750267043
"5315" 95 0.0437734800713717 -0.047516372951955 0.0949323483298216 1098.17604149559
"5304" 95 0.197591863566083 0.082254930116483 0.0950412636504403 1128.10629344095
"5322" 95 0.168351936036678 -0.0310619398257497 0.095300802344573 1199.42829351251
"5330" 95 0.0690476941171484 -0.115054786047005 0.095314655819836 1203.23526945112
"5323" 95 0.100382081890528 0.138728234847431 0.0953248252878954 1206.02986932411
"5307" 95 0.0829901563014211 -0.031201401788442 0.0953940099117015 1225.04200838313
