"Vel" "DistA" "Flag" "r" "Vx" "Vy" "dist"
"85" 7.461846041988e-16 0.0322673671387385 1 17.1547 0.00312883291421864 0.0255982915702041 0.0302531957445992
"83" 7.458485353128e-16 0.0402280169438657 1 14.5717 0.0225645829810726 -0.000217545383397549 0.046682595816182
"37" 7.263841837782e-16 0.0492561507568635 -1 16.1365 0.0845859701320247 0.141046216131503 0.111791264699479
"63" 7.40912632926e-16 0.0564223151891421 1 17.5791 -0.0612560497465543 -0.21969850462256 0.279756390090318
"203" 7.998783333558e-16 0.0566540797703644 1 16.6736 -0.0547767879438516 -0.20422528239582 0.263042422981383
"182" 7.776059755824e-16 0.0622380402137741 1 17.4543 0.09305171996042 0.148508314712313 0.12265566503351
"27" 7.220119826646e-16 0.0727688952567991 -1 17.0173 -0.0781543586964357 -0.27710627611013 0.339580873070127
"124" 7.563042962346e-16 0.0742468042176615 1 15.8237 -0.0134723783498881 0.0275864268763149 0.0429136928997083
"157" 7.67420430897e-16 0.0866988349619223 1 17.7134 -0.0349697068485139 -0.0119985526756098 0.0837749162524821
"21" 7.14590693688e-16 0.155875018539213 -1 17.2214 -0.138487650158082 -0.19334543297382 0.290235677873722
"188" 7.827949828872e-16 0.167180092152775 1 17.0592 0.104464796640313 0.070603515147239 0.0829751125352893
"107" 7.505655878262e-16 0.170649252558714 1 15.0368 -0.126043393798208 -0.148316501965452 0.24648967189453
"3" 6.774598457316e-16 0.213607844526378 -1 17.2784 0.011743129872538 -0.200869157355553 0.247625801039658
"25" 7.218282628464e-16 0.216436477537062 -1 15.7104 -0.0673336940196272 -0.395404851740902 0.451366837524498
"68" 7.4166384573e-16 0.23252802622256 1 17.4922 0.115251303488634 0.0310113533605144 0.0914552788237663
"209" 8.045481352968e-16 0.238910797032901 1 16.1525 -0.108664609741602 -0.0375177889235261 0.157906146897775
"36" 7.262896502256e-16 0.279625940282415 -1 17.2126 0.164720001937109 0.103548117743559 0.150865073886656
"208" 8.045208479292e-16 0.290499139056703 1 17.4288 0.17300153892363 0.112684999432133 0.16207796000351
"134" 7.591696318716e-16 0.309658805670462 1 16.9113 0.206088906986838 0.173617538312701 0.221229504111867
"207" 8.016906099396e-16 0.329987020647211 1 17.5688 -0.169331180914074 -0.0929573300902237 0.239212525640919
"93" 7.473130762026e-16 0.350426040902867 1 15.5449 0.210250197977615 0.142693266087974 0.208695867866914
"129" 7.576974103332e-16 0.354762242166739 1 16.3518 -0.199151061167158 -0.140319929747826 0.291806704979804
"136" 7.601410880844e-16 0.35864409403791 1 17.5239 -0.130196073208599 0.030738959015046 0.156082723623119
"177" 7.764637950792e-16 0.36595894206511 1 15.8378 0.0358114418696822 0.440516424938656 0.394265790666059
"10" 7.040962702608e-16 0.3880724798952 -1 16.8425 -0.104499962062339 0.122633717968389 0.15036004425821
"38" 7.266401081748e-16 0.453689096573583 -1 17.3913 -0.274806057014281 -0.224195206665964 0.403934341865771
"148" 7.647920610936e-16 0.487423660331845 1 17.1854 0.314665095521965 0.257986391701699 0.358634546853084
"52" 7.377082144776e-16 0.526479111096401 1 16.6527 0.257149210193466 0.0792725446037502 0.234367219411332
"192" 7.884491717532e-16 0.531729992617525 1 17.3474 0.203342436156177 -0.056442801587378 0.205782543528154
"29" 7.230664028454e-16 0.549851101099827 -1 17.5015 -0.0474053142943976 0.423785403835536 0.384290970162613
"75" 7.433293797954e-16 0.597209497561992 1 17.3115 0.289099100631027 0.0855678108270257 0.26689002534799
"161" 7.685865931722e-16 0.598947674032119 1 17.7604 0.254615456302331 0.000227422441116732 0.234113644059407
"144" 7.617821542608e-16 0.621160002625237 1 17.2052 -0.193686463383139 0.140921755493881 0.238332362791975
"2" 6.617971235838e-16 0.685625908246193 -1 16.8232 0.170519337469565 -0.290827866926702 0.36724247223951
"40" 7.287962963322e-16 0.757176953754616 -1 17.165 0.255989492334267 -0.155619725015101 0.306790948201717
"59" 7.401427532292e-16 0.758464021221199 1 17.1596 0.215907801059046 -0.254076523483113 0.355937794102614
"105" 7.50522355821e-16 0.794691231821206 1 16.1754 0.40779789493401 0.17463977676264 0.40361441603499
"11" 7.0490529858e-16 0.854272618211419 -1 17.1151 0.26884224238748 -0.222141182124566 0.362660881738653
"23" 7.181445654438e-16 0.863938105823885 -1 17.7256 -0.349842658043324 0.00661726250854792 0.37704624472361
"33" 7.258837425306e-16 0.914460713277023 -1 17.4118 -0.246604731046003 0.307701803796605 0.376966489149401
"14" 7.081127309538e-16 0.922525519035693 -1 17.438 -0.301200412979005 0.183469588091227 0.353921816868872
"180" 7.77347750232e-16 0.946048998555868 1 17.4375 -0.338015241533101 0.117891289754348 0.370086146134532
"16" 7.097727232854e-16 1.00611308572741 -1 17.0564 0.263259958168817 -0.38842402665639 0.495771208552799
"173" 7.748856000348e-16 1.0261318684703 1 17.5245 0.416952900668283 -0.0359958222917758 0.40042183897672
"153" 7.658208467046e-16 1.04175580366812 1 16.0897 -0.457486873754567 -0.0754392358656017 0.497728169891309
"13" 7.062508056204e-16 1.12678902544421 -1 16.9649 -0.412884479997293 0.118224452661047 0.443834579647417
