"clusterID" "ra" "dec" "r" "zspec" "Vel" "Flag"
"7030" 19 194.5538 -1.639723 16.7696 0.084321 25278.854 0
"7026" 19 194.71155 -1.620144 16.8112 0.084373 25294.311 0
"7016" 19 194.6377 -1.669996 17.5334 0.084393 25300.34 0
"7120" 19 195.01043 -1.216335 17.0016 0.0844 25302.403 0
"7041" 19 194.82345 -1.701605 17.6325 0.084476 25325.265 0
"7053" 19 194.80709 -1.88761 17.4695 0.084493 25330.487 0
"7050" 19 194.84698 -1.811195 15.9768 0.08451 25335.485 0
"7076" 19 194.41889 -1.492155 16.4815 0.084535 25342.922 0
"7017" 19 194.71766 -1.736494 17.4713 0.084559 25350.258 0
"7055" 19 194.74718 -1.931661 16.175 0.084642 25375.132 0
"7054" 19 194.47001 -1.858292 16.1973 0.084658 25379.911 0
"7086" 19 194.25624 -1.85997 16.2374 0.084668 25382.759 0
"7110" 19 195.09508 -2.05418 17.3383 0.084799 25422.158 0
"7058" 19 194.88303 -1.764636 15.7851 0.084811 25425.809 0
"7060" 19 194.53743 -1.939496 16.8052 0.08485 25437.252 0
"7081" 19 194.88878 -1.423996 17.1893 0.084869 25443.218 0
"7095" 19 194.37083 -1.346361 16.7008 0.08489 25449.307 0
"7022" 19 194.64417 -1.813067 16.6133 0.084898 25451.891 0
"7102" 19 195.13656 -1.892213 17.47 0.084988 25478.848 0
"7135" 19 194.03586 -1.977032 17.3183 0.085023 25489.119 0
"7008" 19 194.64439 -1.720974 17.435 0.08507 25503.419 0
"7037" 19 194.6466 -1.56169 17.072 0.085086 25508.129 0
"7139" 19 195.09873 -2.259908 16.577 0.085089 25509.043 0
"7123" 19 195.14273 -2.134062 14.9538 0.085158 25529.693 0
"7103" 19 194.19009 -1.502163 17.2762 0.085219 25548.151 0
"7098" 19 194.34808 -1.351141 17.1735 0.085251 25557.481 0
"7090" 19 194.91857 -1.365467 17.0477 0.08548 25626.196 0
"7134" 19 195.15549 -2.160015 16.9732 0.085615 25666.587 0
"7023" 19 194.68987 -1.818576 17.3304 0.085781 25716.413 0
"7117" 19 195.05727 -2.177651 17.5358 0.085824 25729.34 0
"7125" 19 194.00987 -1.676327 17.4164 0.085939 25763.777 0
"7035" 19 194.65943 -1.574865 15.2095 0.08616 25830.016 0
"7129" 19 195.26963 -1.938328 16.9476 0.086238 25853.613 0
"7113" 19 194.32242 -2.180919 16.8242 0.086285 25867.703 0
"7027" 19 194.67736 -1.848033 15.7995 0.086301 25872.317 0
"7107" 19 194.51935 -2.252376 16.8104 0.086314 25876.412 0
"7097" 19 194.21192 -1.544158 16.9989 0.08641 25905.057 0
"7075" 19 194.85934 -1.468166 17.3197 0.086432 25911.713 0
"7071" 19 194.554 -2.010774 17.5962 0.086498 25931.496 0
"7034" 19 194.72202 -1.591659 17.1755 0.086581 25956.361 0
"7043" 19 194.60014 -1.555021 17.6291 0.086891 26049.147 0
"7020" 19 194.67773 -1.800434 17.5914 0.087679 26285.44 0
"7039" 19 194.48985 -1.770091 16.8849 0.08797 26372.629 0
"7046" 19 194.56751 -1.549739 17.4459 0.088224 26448.866 0
"7059" 19 194.48321 -1.888856 16.5924 0.088304 26472.984 0
"7066" 19 194.38006 -1.640527 16.1258 0.088526 26539.373 0
"7013" 19 194.63391 -1.689088 16.1176 0.089046 26695.466 0
"7011" 19 194.63395 -1.708459 17.3771 0.090524 27138.326 0
"7015" 19 194.68421 -1.694268 17.157 0.090749 27205.923 0
