"clusterID" "ra" "dec" "r" "zspec" "Vel" "Flag"
"2552" 7 227.93505 5.696777 16.6043 0.070883 21250.294 0
"2582" 7 228.00687 5.692363 16.3679 0.070971 21276.448 0
"2563" 7 227.52276 5.782654 17.3774 0.071077 21308.322 0
"2488" 7 227.71998 5.724842 16.4032 0.071918 21560.363 0
"2523" 7 227.83964 5.68896 17.1996 0.072309 21677.621 0
"2575" 7 227.94385 5.604314 17.5034 0.072529 21743.542 0
"2501" 7 227.7449 5.691881 16.8439 0.072611 21768.101 0
"2628" 7 227.96531 6.085012 18.2501 0.072624 21772.235 0
"2681" 7 227.3213 5.53938 17.5398 0.07276 21812.809 0
"2634" 7 228.10802 5.574366 17.7812 0.072812 21828.36 0
"2547" 7 227.69383 5.591427 17.7757 0.072852 21840.543 0
"2532" 7 227.81331 5.872157 16.3505 0.072897 21853.839 0
"2514" 7 227.67056 5.820746 17.8046 0.072918 21860.186 0
"2659" 7 227.44051 6.087296 15.975 0.072929 21863.549 0
"2640" 7 227.99639 6.096248 16.2217 0.072957 21871.853 0
"2507" 7 227.67699 5.718883 16.3074 0.073136 21925.627 0
"2718" 7 227.29014 6.06383 17.6283 0.073164 21933.88 0
"2567" 7 227.63263 5.977854 17.246 0.073179 21938.509 0
"2492" 7 227.7043 5.733845 17.4827 0.073187 21940.968 0
"2739" 7 227.25202 6.066918 17.5022 0.073243 21957.813 0
"2623" 7 227.62293 6.113509 15.4312 0.073251 21960.139 0
"2687" 7 228.20975 5.603825 17.2862 0.07327 21965.82 0
"2576" 7 227.49978 5.678735 16.5854 0.073284 21969.999 0
"2652" 7 227.67987 6.198121 17.4618 0.073326 21982.708 0
"2526" 7 227.77433 5.645054 17.6237 0.073333 21984.602 0
"2518" 7 227.82069 5.8304 16.5828 0.073333 21984.722 0
"2795" 7 227.22562 5.286842 17.7316 0.073365 21994.235 0
"2796" 7 227.42605 6.390355 18.3756 0.07339 22001.748 0
"2592" 7 227.62638 5.501868 16.1185 0.073394 22003.064 0
