"Vel" "DistA" "Flag" "Vx" "Vy" "dist"
"45" 6.91081608912e-16 0.186174214724717 -1 -0.0673981044231089 -0.122347976196463 0.17917118629223
"262" 7.62939316376e-16 0.261273028036955 1 -0.100130251585282 -0.103544140657945 0.155999913835085
"157" 7.308757486e-16 0.413304073991288 1 -0.0463305680983633 -0.0776556379016245 0.126323258702664
"210" 7.48174588064e-16 0.561196152747951 1 -0.128891833180964 -0.174036255237418 0.246450372702557
"285" 7.73097441936e-16 0.60310544941733 1 -0.0527273786110051 -0.332698025801675 0.464096905934424
"4" 6.68797057912e-16 0.82612073248621 -1 -0.159033876298289 -0.294004635179585 0.410350332842447
"32" 6.85288840952e-16 0.993930740102627 -1 -0.00865713491352416 -0.160544144299603 0.228544130616979
"309" 7.87016321448e-16 1.18779202502702 1 0.0272685070848365 0.0961937195513031 0.170711886428369
"49" 6.92695106008e-16 1.48799158364009 -1 -0.186430944457447 -0.0101156150978149 0.0819733327735749
"124" 7.21632144392e-16 1.56298202712624 1 0.0729565357500222 0.302645713471955 0.449252830286064
"19" 6.81131704752e-16 1.62269346085281 -1 -0.217293318926856 -0.260378927093348 0.363878860708377
"193" 7.42965844672e-16 1.79901721441683 1 -0.205707657435399 0.0452967298195888 0.11298954508112
"77" 7.06515821688e-16 1.93621141106285 1 -0.234041232710695 -0.171835188757577 0.24351702000735
"225" 7.52535765032e-16 1.97645593348561 1 0.0564790409344297 -0.283923271515699 0.39639071575446
"46" 6.91143994312e-16 2.2541362096621 -1 0.0987520103497595 -0.0280801198066626 0.0859974623642321
"219" 7.5024325552e-16 2.26491786687782 1 0.104990384936782 0.0378541576456799 0.106020805031536
"107" 7.1623997172e-16 2.28841393175952 1 0.109706785676587 0.0733831645947427 0.143255036330855
"53" 6.95275755048e-16 2.31158413987717 -1 -0.25145057573326 -0.0336279101994535 0.0886858976133445
"44" 6.9069890284e-16 2.35090497525242 -1 0.117320814616925 0.107821911967025 0.185305110812083
"200" 7.46081063672e-16 2.36364938574941 1 0.11275493658994 0.0403080388545003 0.108254967229305
"16" 6.80634533624e-16 2.88763871269506 -1 -0.318777289603271 -0.316239911522769 0.441206699507651
"109" 7.172473744e-16 2.89575720602685 1 -0.283418262145778 0.122076955191074 0.203580502770006
"164" 7.32493296696e-16 2.99382542041279 1 -0.318129439300604 -0.209257605799177 0.293892286961188
"12" 6.7830802812e-16 3.11083211757209 -1 0.187707537642694 0.256126353315732 0.384756198715355
"117" 7.19557675904e-16 3.12826506881323 1 -0.319041010473617 -0.0949072567393668 0.145749033582418
"13" 6.78513721696e-16 3.60637282607691 -1 -0.342607922527065 0.0641582331891196 0.132765879133048
"26" 6.82549684384e-16 3.63602651837425 -1 0.215138525112277 0.100192890444066 0.175693893721217
"38" 6.87359550112e-16 4.00589089111463 -1 0.210460606545862 -0.30193946511957 0.421351670351452
"30" 6.83284017256e-16 4.00947748466559 -1 0.258285706164242 0.277315291549402 0.414083145334618
"108" 7.16924817576e-16 4.16598097264685 1 -0.394491623425374 -0.0456754912467292 0.0964831029365563
"143" 7.27328271696e-16 4.556123087763 1 0.259275727321713 -0.220737591361178 0.309516282343328
"177" 7.37253027248e-16 4.57401970345883 1 -0.412553725203177 0.115062861814564 0.194541708444335
"98" 7.14318112504e-16 4.78800746395751 1 0.319279274899274 0.293833446894077 0.437005525123012
"84" 7.09695467792e-16 5.22574346385629 1 -0.467922536112819 0.048733318965153 0.116387898231943
"251" 7.59930460432e-16 5.30744842771124 1 -0.479379641800402 -0.0145916386849449 0.0822635616492715
"236" 7.54924947608e-16 5.39976096540107 1 0.343952005416903 0.0235247609088978 0.0944768891204674
"34" 6.8624815016e-16 6.47664656512345 -1 0.440029539564532 0.189016568491363 0.292726686320833
