"ID" "ra" "dec" "zspec" "Vel"
"1868" 43 -0.0752327531284679 -0.00703558324223088 0.104431054987976 -919.904739934156
"1880" 43 -0.0401530367432446 -0.0645281179876439 0.104471173651291 -909.048138505563
"1854" 43 -0.0493437357261117 -0.000136791782934629 0.10448292613218 -905.86777330214
"1867" 43 -0.108070789020306 -0.0100498111160226 0.104504994708954 -899.895746261783
"1856" 43 -0.0281824239412872 -0.0412935454116345 0.104557990682516 -885.554387035186
"1875" 43 -0.0251275303879038 -0.0347101993773787 0.104627063002256 -866.862571724904
"1883" 43 -0.0031229477687485 -0.0200417779382399 0.104739161321108 -836.527394327206
"1871" 43 -0.109031542347394 0.00180256769538703 0.104870647583502 -800.945602058294
"1876" 43 -0.0830631774890579 -0.0764392244530655 0.105084609010086 -743.04502069253
"1874" 43 -0.073302887659136 0.0712074355571656 0.105102109240133 -738.309244202584
"1870" 43 -0.0189531664443891 0.0164872836798172 0.105268943645381 -693.161811742817
"1869" 43 -0.0289075807973203 0.030594215222435 0.105278484282568 -690.579998522737
"1864" 43 -0.00706674575467268 -0.00910474821233049 0.105378768160008 -663.441953604482
"1873" 43 -0.00509013138144097 -0.00637199024455172 0.105493011192587 -632.526390416644
"1860" 43 -0.0422854295504532 -0.0249723234845366 0.105980576994645 -500.585115561416
"1865" 43 -0.0268420045619829 -0.0458467222860521 0.106430709583138 -378.773726557368
"1881" 43 -0.0034881139714612 0.00559055063045943 0.106547229883821 -347.241906741953
"1855" 43 -0.000362004481301618 0.0974095239240389 0.107801788649238 -7.74294641474733
"1859" 43 0.00179218854858135 0.000575816051859897 0.108675218135955 228.617765282167
"1863" 43 0.0462373097267508 0.00894112617155229 0.108978620746237 310.722225902714
"1853" 43 0.0460577659419002 0.0222941725488841 0.109057197705258 331.986112959002
"1878" 43 0.0284716301827046 0.0403411014663966 0.109761742852144 522.644654802461
"1882" 43 0.0362276456598914 -0.0596430607234444 0.10982556222393 539.914958089346
"1858" 43 0.0701515078939654 0.0283879442888445 0.109858856617911 548.924828693205
"1857" 43 0.0765732263370159 0.0293753452333203 0.110529499511294 730.409005704809
"1861" 43 0.0280974681782293 -0.00791219835475049 0.110576988915571 743.260219870952
"1866" 43 0.0267049603954906 0.00912954653469255 0.110862833103287 820.613156393595
"1862" 43 0.0428822797299236 0.00616339286327092 0.111109457483848 887.352732968077
"1879" 43 0.025272191594906 -0.0241247416557348 0.111162244740725 901.637610904724
"1872" 43 0.0192770708969288 0.0631375181982644 0.11126768057439 930.169838248095
"1877" 43 0.0277527186354448 -0.0508133229622206 0.111283900227551 934.559074955699
