"Vel" "DistA" "Flag" "r" "Vx" "Vy" "dist"
"58" 9.222896264484e-16 0.00413001864871238 -1 17.0797 0.0616786423631948 0.0193829616130924 0.124598766972387
"69" 9.358628232834e-16 0.0388323347696127 1 17.1605 0.0564585548939596 0.0290962857065971 0.134908374530647
"146" 9.96653925456e-16 0.228334808017417 1 17.2502 0.00699151589941956 0.270070032327906 0.380764091003995
"115" 9.740262485634e-16 0.292910383275413 1 16.8614 0.109396366250756 -0.0909751616954176 0.0360127961102693
"45" 9.056149383378e-16 0.361607809162656 -1 15.7573 0 0.190317392516531 0.304345998561654
"171" 1.0252819389264e-15 0.503362533333914 1 17.1465 0.152583318300322 -0.253253557671559 0.167416105929402
"54" 9.201142204656e-16 0.551686574739793 -1 17.5082 0.170341153870983 -0.360818026125085 0.273237297629998
"124" 9.78387593064e-16 0.570876514913818 1 17.4272 -0.0437908073872277 0.359274576059892 0.478885771052407
"80" 9.427507122798e-16 0.579536336649818 1 17.6363 -0.0357882449746706 0.278270918422224 0.398651260644224
"129" 9.832463648868e-16 0.621351766595163 1 20.8999 0.195057865011724 -0.507965065672447 0.420774286344685
"90" 9.524648855142e-16 0.703755646935092 1 17.7452 0.169661667662229 -0.192201213739964 0.128402668397866
"104" 9.647381406756e-16 0.769715117503285 1 14.1516 -0.0480819333450165 0.185237462391558 0.315081166410875
"78" 9.421434873312e-16 1.01329971708534 1 16.9693 -0.0411987306076353 -0.136807674564527 0.121576122533247
"172" 1.0274582523276e-15 1.10111206723268 1 17.5281 -0.0823012456728164 0.137854365073748 0.289370859294981
"113" 9.714649304982e-16 1.11933901969814 1 16.365 0.249673973824602 -0.465408723249526 0.40062871026105
"163" 1.0157839581258e-15 1.18655568106115 1 16.6853 0.227440184743343 -0.194229447970098 0.176101938693137
"169" 1.0243706315904e-15 1.27906224819797 1 17.5448 0.179140509566506 0.337676983252271 0.453947644182425
"105" 9.678355485684e-16 1.48204905443077 1 16.8958 -0.147484934729963 0.31514176500673 0.475335880600421
"144" 9.955871579034e-16 1.75676453755217 1 17.3756 -0.134250993204522 -0.0971133917587363 0.210353445244176
"102" 9.607130595078e-16 2.09800668711995 1 17.1713 0.361063319572461 -0.418132950887089 0.42391913647177
"120" 9.766941558828e-16 2.18571138463937 1 17.7583 0.347620362915276 -0.203872758179879 0.289286505456466
"67" 9.326508538176e-16 2.25023873200055 1 16.6897 0.294572673639425 0.340699888557951 0.495874736666713
"55" 9.213361565646e-16 2.25660998780079 -1 16.9835 -0.2055762804038 0.00815346548618814 0.303213779189672
"64" 9.316165264728e-16 2.33223165127659 1 17.0855 -0.218302050914911 0.0414275435815458 0.328425637311694
"65" 9.317964545784e-16 2.36420105939129 1 16.8433 -0.227462760118304 0.0893920364031515 0.360038751196111
"147" 9.968268534768e-16 2.40105486292821 1 16.2457 -0.233315373221253 0.102476968000593 0.37209745602888
"140" 9.925616953266e-16 2.64763678986459 1 17.6892 -0.213293859403888 -0.34056548395737 0.37343658421136
"76" 9.41456798457e-16 3.25259546441874 1 16.4249 -0.312646635697275 -0.096353511588586 0.388706240490635
"85" 9.478498527552e-16 3.50205582999427 1 16.6492 0.463686104290495 0.162370076571608 0.470617858356872
"112" 9.70482196371e-16 3.64073515721263 1 16.9155 -0.369262136516136 -0.00358368804601508 0.456508351834691
"158" 1.0080697674528e-15 3.90158425453586 1 17.6233 0.52938181184269 0.000361795241156296 0.465349249992704
