"clusterID" "ra" "dec" "r" "zspec" "Vel" "Flag"
"3379" 9 230.92381 8.561101 15.7761 0.029649 8888.646 0
"3417" 9 231.13649 8.545058 15.8504 0.029652 8889.326 0
"3363" 9 230.74935 8.755384 14.3333 0.029872 8955.385 0
"3381" 9 230.94386 8.648101 15.6091 0.030087 9019.877 0
"3353" 9 230.71062 8.712081 16.3248 0.03017 9044.711 0
"3395" 9 230.92925 8.458057 15.9928 0.0305 9143.724 0
"3359" 9 230.84124 8.580087 16.7212 0.03053 9152.604 0
"3347" 9 230.81359 8.663173 15.6402 0.030755 9220.078 0
"3435" 9 231.14531 8.283193 17.5954 0.030886 9259.252 0
"3439" 9 230.21497 8.623124 16.2135 0.030932 9273.21 0
"3447" 9 230.22181 8.396847 14.2403 0.031015 9298.111 0
"3401" 9 230.72836 8.348948 16.0481 0.031141 9335.966 0
"3385" 9 230.65468 8.47223 15.1718 0.031338 9394.926 0
"3460" 9 230.1911 8.319564 17.2948 0.031372 9405.221 0
"3383" 9 230.63235 8.778629 15.7419 0.031455 9429.987 0
"3454" 9 230.18398 8.392486 17.837 0.03149 9440.462 0
"3350" 9 230.76073 8.561312 16.3044 0.031546 9457.259 0
"3391" 9 230.72993 8.400254 15.628 0.03181 9536.404 0
"3428" 9 230.62478 8.195865 16.1565 0.031968 9583.693 0
"3388" 9 230.56024 8.543432 17.6576 0.031994 9591.452 0
"3472" 9 231.24173 9.156394 17.4104 0.032051 9608.624 0
"3336" 9 230.74631 8.664601 16.5197 0.032083 9618.295 0
"3345" 9 230.78959 8.595824 16.9614 0.032123 9630.296 0
"3484" 9 231.36123 9.097393 15.4773 0.032181 9647.585 0
"3461" 9 230.17942 8.941255 14.9924 0.032223 9660.254 0
"3390" 9 230.90195 8.459641 16.5157 0.032313 9687.185 0
"3593" 9 231.59246 9.396447 14.4038 0.032339 9694.898 0
"3394" 9 230.83495 8.40437 15.4342 0.032406 9715.212 0
"3398" 9 230.67546 8.368863 16.3327 0.032437 9724.395 0
"3407" 9 231.09054 8.636267 15.963 0.03265 9788.239 0
"3433" 9 231.26504 8.718527 14.433 0.0327 9803.306 0
"3426" 9 230.75661 8.188881 17.5613 0.032717 9808.457 0
"3344" 9 230.70463 8.646043 16.7364 0.032719 9808.888 0
"3443" 9 230.70732 8.081676 14.8337 0.032764 9822.448 0
"3665" 9 232.03694 8.01263 15.8115 0.032774 9825.413 0
"3629" 9 229.91581 7.67833 15.6526 0.032803 9834.161 0
"3684" 9 229.66331 9.702743 17.0354 0.03289 9860.153 0
"3487" 9 231.52615 8.684477 15.9019 0.032893 9860.983 0
"3485" 9 230.43146 9.319626 17.5849 0.032905 9864.809 0
"3427" 9 230.98993 9.025066 15.9603 0.032954 9879.295 0
"3348" 9 230.73747 8.573038 16.6293 0.033051 9908.512 0
"3438" 9 231.29805 8.636915 15.6339 0.03308 9917.069 0
"3495" 9 230.49343 9.400327 15.556 0.033106 9924.899 0
"3690" 9 229.22917 8.899044 16.7719 0.033137 9934.145 0
"3488" 9 231.45212 8.979781 17.1804 0.033161 9941.463 0
"3406" 9 230.93043 8.913983 14.9063 0.033217 9958.245 0
"3498" 9 230.35658 9.35961 16.2304 0.033224 9960.437 0
"3374" 9 230.81404 8.783946 17.075 0.033259 9970.92 0
"3669" 9 229.3747 8.177601 16.612 0.033297 9982.261 0
"3409" 9 230.42956 8.713998 17.5499 0.03331 9986.162 0
"3468" 9 230.83346 9.317739 17.5883 0.033313 9987.061 0
"3508" 9 230.23889 7.954281 17.4361 0.033314 9987.415 0
"3572" 9 229.72348 8.574199 17.4948 0.033326 9991 0
"3486" 9 230.93274 9.377031 14.8522 0.033395 10011.629 0
"3334" 9 230.73533 8.650253 15.0246 0.033411 10016.468 0
"3604" 9 229.6298 8.318561 16.1219 0.033435 10023.57 0
"3535" 9 229.97306 8.099229 14.1854 0.03344 10025.033 0
"3364" 9 230.65242 8.579882 15.4468 0.033482 10037.6 0
"3367" 9 230.81652 8.748455 14.9289 0.033533 10052.821 0
"3489" 9 230.97025 9.39025 17.4626 0.03355 10058.031 0
"3607" 9 229.9605 9.516123 16.9505 0.033556 10059.92 0
"3580" 9 229.70182 8.514407 17.5346 0.033565 10062.396 0
"3532" 9 229.8148 8.706124 16.0912 0.033566 10062.792 0
"3566" 9 231.7829 8.652997 17.1994 0.03357 10063.913 0
"3372" 9 230.68428 8.503711 16.2894 0.033586 10068.764 0
"3357" 9 230.74544 8.541625 15.7972 0.03359 10070.164 0
"3556" 9 230.10621 7.887802 16.5402 0.033655 10089.626 0
"3586" 9 231.46912 7.819623 13.8149 0.033683 10097.804 0
"3405" 9 230.60355 8.353179 14.5903 0.033691 10100.383 0
"3465" 9 231.42246 8.718701 16.7089 0.033706 10104.811 0
"3662" 9 229.61462 7.838802 16.1942 0.033729 10111.814 0
"3500" 9 231.26374 9.302952 17.6839 0.033746 10116.73 0
"3448" 9 230.36241 9.082911 17.3483 0.033759 10120.754 0
"3710" 9 230.95208 7.069789 16.4484 0.033769 10123.742 0
"3591" 9 229.76411 8.138726 13.9272 0.033779 10126.743 0
"3340" 9 230.77904 8.676481 15.3442 0.033789 10129.768 0
"3467" 9 231.37509 8.935096 16.3341 0.033793 10130.776 0
"3442" 9 230.34652 8.258841 16.2943 0.0338 10133.054 0
"3555" 9 229.77068 8.480396 16.5658 0.033801 10133.177 0
"3356" 9 230.66617 8.607447 16.9662 0.033816 10137.65 0
"3501" 9 230.15511 8.051586 16.1778 0.033826 10140.762 0
"3445" 9 231.21654 8.308976 16.3807 0.033859 10150.667 0
"3617" 9 231.58811 7.720868 15.4046 0.033859 10150.742 0
"3410" 9 230.49352 8.851565 16.679 0.033869 10153.539 0
"3687" 9 229.23987 8.891946 17.0656 0.033875 10155.547 0
"3657" 9 231.49934 9.790164 16.0293 0.033891 10160.203 0
"3537" 9 231.27434 7.838522 17.2059 0.033909 10165.695 0
"3416" 9 231.12525 8.759649 16.675 0.033911 10166.244 0
"3573" 9 231.79983 8.623889 17.807 0.033913 10166.715 0
"3697" 9 230.57977 7.108357 19.2713 0.033954 10179.024 0
"3466" 9 230.13335 8.372783 16.1249 0.033959 10180.781 0
"3387" 9 230.81186 8.829001 16.5035 0.03402 10198.984 0
"3463" 9 231.41208 8.702979 15.6226 0.034027 10200.939 0
"3507" 9 230.1378 8.050971 17.6702 0.034035 10203.406 0
"3528" 9 231.15539 9.46792 17.1774 0.03404 10204.998 0
"3338" 9 230.77209 8.609218 13.1667 0.034124 10230.208 0
"3490" 9 231.17601 9.302806 15.9037 0.034126 10230.843 0
"3695" 9 229.21411 8.439013 16.2461 0.034166 10242.757 0
"3450" 9 230.41021 8.144946 16.3933 0.034194 10251.16 0
"3584" 9 231.42739 7.796633 16.7983 0.034223 10259.791 0
"3497" 9 231.58392 8.727663 15.592 0.034234 10263.041 0
"3396" 9 230.59906 8.444937 16.8087 0.034269 10273.483 0
"3386" 9 230.91331 8.759089 14.4467 0.034282 10277.413 0
"3449" 9 230.74039 8.040166 15.863 0.034294 10280.969 0
"3380" 9 230.7622 8.456607 15.8198 0.034311 10286.047 0
"3671" 9 229.78106 7.563324 14.9504 0.034319 10288.451 0
"3663" 9 229.35036 8.483911 15.9659 0.034326 10290.691 0
"3499" 9 230.61164 7.819037 17.0762 0.034342 10295.506 0
"3642" 9 232.08922 8.822466 16.9556 0.034349 10297.493 0
"3441" 9 231.26686 8.413621 15.6306 0.034351 10298.072 0
"3673" 9 229.42899 8.016031 15.7572 0.034364 10302.17 0
"3509" 9 231.08618 7.847558 17.5105 0.03437 10303.867 0
"3514" 9 231.65236 8.711433 17.0375 0.034374 10304.976 0
"3601" 9 229.59318 8.630047 16.2666 0.034382 10307.608 0
"3355" 9 230.79793 8.552417 15.5724 0.034393 10310.807 0
"3616" 9 231.5758 7.710226 16.9958 0.034424 10320.163 0
"3667" 9 229.8965 7.494471 17.639 0.034461 10331.01 0
"3702" 9 229.7746 7.420269 16.4891 0.034481 10337.156 0
"3576" 9 231.77696 8.901351 16.0329 0.034498 10342.357 0
