"ID" "ra" "dec" "zspec" "Vel"
"9112" 134 -0.206190298035782 -0.0570625840712863 0.0622192825285616 -1515.3858323835
"9145" 134 -0.249224098013385 -0.131563927183088 0.0622805034004129 -1498.19467103871
"9135" 134 -0.302603907117313 0.0554665242509048 0.062298066498157 -1493.26285550093
"9124" 134 -0.242005453592324 -0.199222044714106 0.062322908477242 -1486.28708959528
"9100" 134 -0.172909403345628 -0.0376174253026941 0.0625089946426167 -1434.03305929076
"9119" 134 -0.197815226182651 0.0249957487500534 0.0625484954074677 -1422.94102480545
"9160" 134 -0.190617015033834 -0.277558860806012 0.0625709984772127 -1416.62203765221
"9159" 134 -0.0765535501852117 0.00610620992610297 0.0626600656265651 -1391.61148669576
"9104" 134 -0.184661756579183 0.051572713199925 0.0626932055388946 -1382.30561497946
"9133" 134 -0.0384174375598869 -0.0730102184476727 0.0627719253879366 -1360.20064350495
"9146" 134 -0.115090072943367 -0.0357970010326462 0.062900142401038 -1324.19659304441
"9154" 134 -0.18775083147003 0.15152782056625 0.0630876362009688 -1271.54729112687
"9161" 134 -0.0414377170327694 0.00250682145610214 0.0633361505278458 -1201.76308582828
"9151" 134 -0.0787819819153329 -0.203992878877191 0.063740184241563 -1088.30817165926
"9131" 134 -0.0800313667556935 -0.0466155684919461 0.0641083976719014 -984.911792306219
"9114" 134 -0.236407715727162 0.157220735117558 0.0641122521095481 -983.829444775498
"9156" 134 -0.0710672303867525 -0.0255991759751802 0.0641311919979235 -978.511018770313
"9144" 134 -0.210979694542684 0.12866785538454 0.0641740826770805 -966.467077492163
"9149" 134 -0.0544870781172114 -0.00605977418745286 0.0645986141136694 -847.256288726288
"9122" 134 -0.011476801109045 -0.0160730404574312 0.0647008588139344 -818.545408176047
"9099" 134 -0.109914068957803 -0.153226882716603 0.0651328754543479 -697.232732541262
"9162" 134 -0.0549017309142354 0.0359188869790462 0.0652000062414908 -678.382034109855
"9106" 134 -0.0480217002966359 0.0528919869788001 0.065345908731091 -637.411803476532
"9121" 134 -0.0339049006925036 0.149446250159196 0.0655714224974047 -574.086283520144
"9136" 134 -0.0914902242713223 0.0165603356212942 0.0657112845427387 -534.812243235547
"9128" 134 -0.0107152748290607 0.0244098356349683 0.0657858140897075 -513.883931890927
"9107" 134 -0.0261358649707315 -0.0411186033274335 0.0661635230009137 -407.821168693485
"9134" 134 -0.0128586618238403 -0.25323337042221 0.0664666892082179 -322.690411380706
"9115" 134 -0.00666457218528413 -0.0290043354013042 0.0665614920654465 -296.069241748863
"9109" 134 -0.0270009274824356 -0.0494306508034062 0.0669005200678765 -200.868292890641
"9108" 134 -0.0367373988922146 -0.0364511640002324 0.0671387716019811 -133.965936887275
"9158" 134 -0.00302913295087724 -0.0667618699403576 0.0671978539426828 -117.375286984472
"9123" 134 -0.00178996851288404 0.0045732462383307 0.0673665005376453 -70.0183850558374
"9102" 134 0.00892645713775262 0.00248747849191351 0.0684446893934517 232.743042865759
"9120" 134 0.01379502951222 0.0187350601779694 0.0684806384344397 242.837733534593
"9141" 134 0.00642158741289114 0.00208949549938327 0.0684960369753669 247.161729478274
"9101" 134 0.063264290219147 0.131872632637649 0.068668448957925 295.575973187956
"9118" 134 0.0403426806065923 -0.0279276988345315 0.0687021969412759 305.052594629337
"9126" 134 0.0187542387106444 0.0257457159341139 0.0695780507711849 550.997221830616
"9130" 134 0.0994979581385029 0.121281267488194 0.0696009470334119 557.426619619864
"9137" 134 0.146722758910082 0.137732404529671 0.0698421205734774 625.149491150128
"9139" 134 0.0855206163995577 0.347253298096518 0.0700980145024783 697.005929772693
"9132" 134 0.158976730573495 -0.181165960501758 0.0701125127406992 701.077115708692
"9147" 134 0.0289313519689926 0.0308325309722179 0.0703354719645676 763.685305937283
"9140" 134 0.0801006452658247 0.216876910128776 0.0704536619510788 796.873711557947
"9143" 134 0.0308115583555884 0.0613020814177125 0.0705164879044323 814.515588716464
"9150" 134 0.0838378873628778 -0.363922710438969 0.0705940160290591 836.285917346456
"9098" 134 0.0333431576180298 0.153838165262389 0.0708666347241192 912.838763306638
"9111" 134 0.083189900023855 0.0293126120248904 0.0708710907946515 914.090052698118
"9113" 134 0.0917810843561408 -0.27801135235589 0.0711352711589592 988.273368446468
"9105" 134 0.0476458330618077 -0.0519952477975095 0.071149365922476 992.231256441313
"9127" 134 0.294322262229297 -0.101575298059459 0.0717105945290984 1149.82737090342
"9110" 134 0.0607469799334835 -0.063086756722805 0.0718916041126518 1200.65586879505
"9157" 134 0.210685601666676 0.179731360471926 0.0719515394617942 1217.48604821269
"9116" 134 0.0395111233591769 0.0340308325326711 0.0720448035190767 1243.67511426041
"9152" 134 0.0280051149703282 -0.0399168463333145 0.0720725434230814 1251.46463360261
"9155" 134 0.318210933120842 -0.107311931447505 0.0720840006969406 1254.68189983109
"9138" 134 0.0760252775837261 0.0423813567002398 0.0722911183326692 1312.84168399436
"9153" 134 0.239947900722611 0.133378373635068 0.0724062432004395 1345.16938722346
"9129" 134 0.148515223445083 0.170333791742485 0.0726089271632196 1402.08417136136
"9148" 134 0.335901828249628 -0.0984879802290042 0.0726660852812545 1418.13448883623
"9117" 134 0.0560492516101699 0.0745930513551708 0.0727131134102922 1431.34024905465
"9103" 134 0.209711407768801 0.321739556349941 0.0728043808593264 1456.96865640048
"9142" 134 0.16336994172189 0.231441957971314 0.0729339989805444 1493.36614581353
"9125" 134 0.115965163259172 0.124548979735592 0.072982893814754 1507.09608722738
