"Vel" "DistA" "Flag" "r" "Vx" "Vy" "dist"
"20" 4.129532479434e-16 0.00633956068185041 -1 17.2406 0.364796401894577 -0.0132561779205449 0.334871391840627
"103" 4.479335142918e-16 0.00730173994498878 1 15.3328 0.183685280826731 -0.0782696573602754 0.149476374947686
"54" 4.285450618248e-16 0.0102378665728173 -1 16.897 0.467722759150941 -0.0593242271630049 0.433297093352921
"121" 4.61376723441e-16 0.0140375111669048 1 15.217 0.468252886774561 0.0235595131472696 0.443404555134296
"56" 4.293895442772e-16 0.0168836483798974 -1 13.6152 0.141604081191187 -3.81126135925548e-05 0.127130334480845
"57" 4.303753571454e-16 0.0194552695554209 -1 17.0664 0.49474686583065 0.044747004625017 0.473966918235646
"58" 4.304222836398e-16 0.019785465146891 -1 16.5284 0.377579236542734 -0.10109353336715 0.344593673396921
"97" 4.453568349294e-16 0.0213152165410089 1 16.7856 -0.0290374599321253 -0.147776519778025 0.101560060065292
"127" 4.735246576398e-16 0.0214406966247281 1 17.0641 -0.25472743356108 -0.171218629478384 0.306926950128873
"5" 4.056011496198e-16 0.0221171954878537 -1 15.5778 -0.00173625315557951 0.00320256259436376 0.0804083505893858
"106" 4.497223600362e-16 0.0277916656575071 1 14.3105 0.00452734848065123 0.023203053471008 0.0965469462052175
"48" 4.27299597663e-16 0.0279835983681515 -1 17.5796 0.513102931959887 0.0757181948931216 0.499855390058121
"33" 4.19457558219e-16 0.028451798273655 -1 17.4889 -0.219537485330958 0.00260724011193732 0.263842640209608
"117" 4.600569481938e-16 0.0292705936414594 1 14.9389 0.0470312105890829 0.0325834688248544 0.101919450576032
"125" 4.693679359884e-16 0.0296961803178674 1 17.2261 0.133246360439999 0.0428271014131973 0.14884357722614
"4" 4.007437065168e-16 0.0316233651844903 -1 15.8344 0.000395588224385782 0.0358558206259323 0.109857240945803
"107" 4.499194966836e-16 0.0331428723562107 1 17.2374 -0.036174290309444 0.0373114222278101 0.127311589655505
"61" 4.330844871864e-16 0.0342747481367292 1 16.7027 -0.302510169880301 -0.219882000668015 0.369443927453825
"123" 4.642424479716e-16 0.0346326813133668 1 16.9519 0.0308554425123084 0.0492299059308053 0.117852702472536
"118" 4.602272835906e-16 0.0348527340607639 1 14.7284 0.128145369244517 0.0599015514085909 0.158961463427836
"76" 4.386559065312e-16 0.0366758024104524 1 16.4012 -0.0940173897583043 0.0434677326178931 0.170512265522994
"1" 3.909049252914e-16 0.0397881311597433 -1 15.6951 0.436582016367603 -0.163327748775363 0.413074224191266
"53" 4.283242026678e-16 0.0407916728122923 -1 15.7374 0 0.067098538177724 0.139988220227814
"81" 4.392233671092e-16 0.0421569301458835 1 16.8735 0.395173056998252 -0.175632831780678 0.376205997825599
"18" 4.124961035166e-16 0.0430318393638317 -1 14.89 -0.0441943786941935 0.0702356094853754 0.159569472165944
"126" 4.6946101119e-16 0.0437273936571853 1 16.7961 0.32206447624483 -0.188446385442489 0.311529738594589
"124" 4.67010333354e-16 0.0461389108720631 1 16.6322 -0.171701523416353 0.0678351017554647 0.247253379086707
"59" 4.312525066602e-16 0.0494104659617465 -1 16.8091 0.034941237049632 0.100069616473722 0.168635809619246
"66" 4.352582403714e-16 0.0503011121614459 1 15.7073 0.259224491851443 -0.217284371735142 0.269457711372849
"109" 4.50990347619e-16 0.0519446851664806 1 17.9266 0.167911841217931 0.122275812157697 0.232836271532961
"122" 4.61598230754e-16 0.0644996059922995 1 14.5748 -0.0151035845666227 -0.293704521681355 0.230543746383143
"39" 4.225986194184e-16 0.0652147340250006 -1 15.9825 0.225691285188572 -0.271590369403286 0.278861738058377
"21" 4.129622573118e-16 0.0708982173312841 -1 17.6748 0.370599415424302 0.20761526852451 0.434997064406295
"84" 4.402352682564e-16 0.0714909098904261 1 16.7126 -0.0596816119172607 0.165761154962573 0.252554558183055
"12" 4.104437823582e-16 0.0837718067485267 -1 15.3382 -0.0204788433091997 0.211662201995019 0.285574863064786
"102" 4.478917406376e-16 0.0837769852293951 1 16.6079 0.301679407084676 0.244530853841096 0.41158392492364
"42" 4.263978830358e-16 0.0840985512666444 -1 17.4128 0.0749930169913383 0.222512497908128 0.293877911802552
"85" 4.40409362958e-16 0.0910155801728443 1 16.823 -0.0419454663376242 0.234189596381927 0.312263302625326
"35" 4.2006342204e-16 0.0963730299614624 -1 16.6956 0.258872137712054 -0.374521658630687 0.379395633337299
"87" 4.409116514502e-16 0.100886137489938 1 16.7189 0.209911993094972 0.293551089618699 0.402354844546565
"120" 4.608469531344e-16 0.102888537640144 1 15.8969 0.10441923329292 -0.412502937808622 0.350967449557454
"19" 4.129323449124e-16 0.112050181502016 -1 16.5096 0.194683118099666 -0.434558906764821 0.399502082166549
"70" 4.36911265026e-16 0.129324939127093 1 15.9873 0.10814548593824 -0.50232624773538 0.439964000518239
