"Vel" "DistA" "Flag" "r" "Vx" "Vy" "dist"
"143" 7.88169362808e-16 0.00358957818724579 -1 15.168 0.115631482443179 0.0702941248231146 0.0184636748784385
"52" 7.555176292974e-16 0.00448154235032876 -1 16.8044 0.252137142318841 0.382711437603264 0.322545839572733
"50" 7.54231752609e-16 0.0275141378590305 -1 17.6598 0.176646372979582 0.244302762424108 0.165933454450483
"10" 7.250158292388e-16 0.0430685685651455 -1 16.3171 0.0992867462561825 -0.0102969658244098 0.100576084557768
"56" 7.572744885432e-16 0.0452822869712522 -1 16.7565 0.230513174907076 0.288558390205886 0.228438108862335
"185" 8.055589669866e-16 0.0609759729125404 -1 15.2634 -0.0550583238298879 -0.25114318704931 0.382179455501129
"28" 7.406242683216e-16 0.0699394726655464 -1 15.7428 0.134268504246319 0.0407014365895432 0.0487728390494448
"43" 7.48585341615e-16 0.0823640127847163 -1 16.7849 0.0733017101151789 -0.11282007602544 0.206324757146903
"40" 7.464160282986e-16 0.0875035857930091 -1 16.8027 0.122257575969678 -0.00603361650901717 0.093821650881799
"155" 7.958965814166e-16 0.0971602903897523 -1 17.2325 0.253995225455721 0.285876011655693 0.23829201194276
"141" 7.875252253752e-16 0.174623707185367 -1 17.3269 -0.0479864719737288 -0.110931765195101 0.261207337421477
"146" 7.896784968306e-16 0.185305868219273 -1 17.6388 -0.0477977171745021 -0.0988454848834703 0.252007710970376
"39" 7.462406696928e-16 0.192683842965725 -1 17.3569 0.235832653859943 0.56036292858719 0.486200931481572
"150" 7.920044046366e-16 0.195606576526302 -1 16.8618 0.0548222668667282 -0.278779108254922 0.372587380894839
"131" 7.849246614642e-16 0.198647781682974 -1 17.3399 0.286072266145346 0.248808145198583 0.230212282379365
"8" 7.189209591084e-16 0.217587519932947 -1 17.1711 -0.0322962679895276 -0.0280418360538494 0.192569338256929
"165" 7.983277173492e-16 0.244291423739346 -1 16.7027 0.0216577609281934 0.124956783107438 0.106579087082703
"67" 7.620944034138e-16 0.255530353930833 -1 14.7199 0.1856542950426 -0.0437838615635203 0.146357444125923
