"Vel" "DistA" "Flag" "r" "Vx" "Vy" "dist"
"428" 3.052478691114e-16 0.0224279200612902 -1 15.098 -0.0382441677859396 0.227869515450416 0.142612774138374
"195" 2.837509327686e-16 0.0833541525545883 -1 15.424 -0.164391552292332 -0.113170724621216 0.221141685685896
"24" 2.602976347632e-16 0.101226198494198 -1 13.4502 -0.0785491680236373 0.0174631242324824 0.0752133943508281
"7" 2.503036525836e-16 0.112466074246018 -1 14.3114 0.0581665944377059 0.480235251823753 0.412676479718462
"585" 3.246951417354e-16 0.122639316674769 1 17.3015 -0.234846730183196 -0.321481279463422 0.440908060249175
"41" 2.671606345692e-16 0.14165482949998 -1 15.052 -0.0701574500174854 0.0100665974746345 0.0834921550699777
"589" 3.26123418297e-16 0.164355666141917 1 14.5778 0.0717671375279667 0.480530467715123 0.417805583580062
"20" 2.594316659394e-16 0.215202029825854 -1 15.1852 -0.27223981712415 -0.367431004887255 0.49728994427211
"15" 2.53942335552e-16 0.227578953157975 -1 14.556 -0.142238598327011 -0.316673070360543 0.413440179595749
"527" 3.17532110517e-16 0.22876657331514 1 17.5598 -0.21498272917776 -0.157158586696596 0.282327474506551
"530" 3.182271606036e-16 0.230256703325575 1 17.3514 -0.131468264568381 -0.281831059316333 0.377460241931553
"409" 3.030272866554e-16 0.237447519517434 -1 14.5757 -0.155491528409994 -0.371405720000531 0.469534205995837
"92" 2.747984724654e-16 0.288624039787298 -1 15.8221 -0.214646525210988 -0.102068228432768 0.234828001038781
"504" 3.146943863256e-16 0.312984420637051 1 14.7926 -0.056109438332324 0.468257011440659 0.376701422523665
"638" 3.42528732774e-16 0.362807761270599 1 17.4698 -0.253789008219668 -0.17062729635657 0.313606770512053
"221" 2.859212831346e-16 0.469644525549732 -1 17.1101 0.0806073770164194 0.236064648624876 0.217803795762931
"405" 3.028253860614e-16 0.485792117146646 -1 14.8942 -0.0142309370012571 -0.106528008263601 0.21067326520308
"512" 3.15418959918e-16 0.514614506757882 1 16.2874 -0.283689103135272 -0.137284065709812 0.304969461672585
"534" 3.190286054976e-16 0.563254940910309 1 15.5827 -0.215324184039504 0.143011179557808 0.141427590131792
"161" 2.815522903932e-16 0.580299908920286 -1 16.693 -0.345619372217217 -0.292322258644715 0.465800648785979
"642" 3.463143202998e-16 0.584363169414529 1 16.9712 -0.0673786022090515 -0.37917095118314 0.471968452777919
"12" 2.528689568082e-16 0.62088330336477 -1 15.8527 -0.0656932128834876 -0.406243317689869 0.499082725377377
"375" 3.000168937056e-16 0.630857777680231 -1 15.1626 0.0177478345867516 -0.126607866041179 0.2412780978858
"264" 2.896167121608e-16 0.642528698064589 -1 17.4726 0.0693242779791114 0.0412798531793597 0.160916489278498
"474" 3.111427183002e-16 0.69656234209085 1 16.9667 0.0903669923672899 0.0653858238797825 0.175688963706801
"324" 2.950512409584e-16 0.732626975834619 -1 16.9583 -0.0340379675925572 -0.39742144611021 0.492414780650318
"651" 3.592969173876e-16 0.733325895915137 1 16.8046 0.040807188780166 -0.139162465179943 0.262798472114301
"186" 2.832191855862e-16 0.750419361520134 -1 13.9037 -0.0210034227143912 -0.368364790965227 0.465075932320848
"414" 3.032343076818e-16 0.795829786566197 -1 14.8897 0.0478391068911493 -0.171150806584257 0.294453661607187
"646" 3.483060388722e-16 0.806305805725908 1 14.243 0.110948571282409 0.0377060420569083 0.201752916321875
"172" 2.82352633422e-16 0.828910116081859 -1 16.6456 -0.306565372789705 0.0667457210715519 0.22483683478077
"453" 3.085703167674e-16 0.87577836835028 -1 17.6094 0.0182809490130103 -0.34542031947318 0.449558597997042
"612" 3.30615139377e-16 0.882878328940329 1 16.3944 -0.20311065697964 0.473216187594827 0.399119324991903
"83" 2.739136747098e-16 0.901836427472184 -1 16.7293 0.0632012952592774 -0.21351779046068 0.339268714540133
"489" 3.132962814258e-16 0.961657616356127 1 15.5602 0.116122321084028 -0.0843592312578033 0.266504534233862
"197" 2.839055827902e-16 0.992650601608305 -1 17.0327 0.261010670512646 0.388885610526157 0.454218982472003
"374" 2.997342652818e-16 1.0225809098867 -1 16.5594 0.0541970333066064 -0.353445860841114 0.466666241035044
"502" 3.146070148968e-16 1.02472641942639 1 15.3492 0.15365469838232 -0.0113557313836588 0.258647469265569
