"Vel" "DistA" "Flag" "Vx" "Vy" "dist"
"164" 3.25061022568e-16 0.0527934062872797 -1 -0.0889568597871452 -0.276299231858534 0.460040000165219
"109" 3.16328395296e-16 0.0826482345120429 -1 -0.0881166716884458 -0.242953095803135 0.413476281818542
"204" 3.41115978176e-16 0.127607773398429 1 -0.0418038307963 -0.219796269574676 0.381226710668431
"161" 3.2480950408e-16 0.131917230058035 -1 -0.0512299992821852 -0.0125622013426084 0.107084386498308
"84" 3.11917180376e-16 0.150730766127888 -1 0.00726969736895425 3.33718960548457e-08 0.0942046699514914
"142" 3.21467785568e-16 0.15304755660012 -1 -0.0398265114608331 0.0644316243916386 0.074155537264269
"174" 3.27816609992e-16 0.159364506651673 -1 0.050090045128966 0.20307688534942 0.233552797049492
"208" 3.42775138144e-16 0.165683432001085 1 0.0136005328571029 0.0166498929063858 0.080069594684451
"225" 3.67922709088e-16 0.167480062131986 1 -0.0748219621400392 -0.0943217486664809 0.20919775608474
"132" 3.20182225024e-16 0.173537262720035 -1 -0.0405426489162999 -0.258482101302997 0.435144661406309
"5" 2.87146579288e-16 0.174469114683683 -1 -0.0102574975355089 -0.109793574380851 0.229965370161726
"130" 3.19672738856e-16 0.210271719615549 -1 -0.0127842369921883 -0.15728727530603 0.294723104390512
"131" 3.20023555456e-16 0.290321370400809 -1 0.0100016537504971 -0.123014364211005 0.247863215587448
"72" 3.09313586472e-16 0.35036207078916 -1 0.0975980519564292 0.250970840760411 0.298928627688946
"220" 3.60695595456e-16 0.360791679926972 1 0.0258230817297739 -0.113775967408712 0.235343517258857
"4" 2.86338064504e-16 0.366611488317133 -1 0.0190994366823143 -0.152680161534241 0.288393047607653
"205" 3.41276203328e-16 0.3801607503752 1 0.0396623256578946 -0.0643556838547474 0.169771670905108
"22" 2.97895243424e-16 0.385619168968544 -1 0.0592988973044001 0.0273053133542364 0.0735971997633964
"55" 3.06975608536e-16 0.448963480349622 -1 0.0867475097852945 0.100947316940548 0.104682187165027
"149" 3.22775318736e-16 0.480732399329079 -1 -0.157190553569769 -0.194860537436626 0.346604407645453
"30" 3.01405321496e-16 0.511054153912947 -1 0.0598540233842889 -0.0926188238961257 0.206925956408797
"223" 3.63126551944e-16 0.546149260893031 1 0.0299082896821972 -0.274862473775045 0.458031237614454
"23" 2.98719216824e-16 0.68521441874062 -1 -0.161387198906 -0.0156221884788392 0.110427269631595
"160" 3.24529596184e-16 0.728965205327757 -1 -0.124336899834166 0.210180566688805 0.243167950561531
"68" 3.09151514064e-16 0.729001401200841 -1 -0.169185169023242 -0.011321399147346 0.105749224583499
"210" 3.44240174192e-16 0.744024732493991 1 -0.204534625360282 -0.171245672203293 0.313947893711112
"154" 3.23239142032e-16 0.76108195636239 -1 0.176995744000932 0.241518075564743 0.285938614712904
"219" 3.60411604152e-16 0.770464123110022 1 0.143862785749405 0.0686758530799923 0.0765483284397271
"66" 3.08634249976e-16 0.773402108167771 -1 0.0770401438388986 -0.264281634504583 0.443244428856935
"215" 3.5099905704e-16 0.793703037389984 1 0.133125473859631 -0.00708930349283562 0.101291616910747
"13" 2.95303283992e-16 0.827994070557722 -1 -0.235792038899531 -0.243532264608528 0.414283870467523
"2" 2.80954220688e-16 0.856003150179407 -1 -0.236792478938987 -0.221083302424499 0.383016886032732
"190" 3.34609391608e-16 0.867367209710486 1 -0.170198139483501 0.118986526042301 0.124994342231357
"90" 3.12846577e-16 0.937333576910307 -1 -0.203614334909839 0.0223422933559767 0.0763105510485246
"159" 3.2396948872e-16 0.963867018001037 -1 0.215979139499325 0.235775622761044 0.278064827804373
"218" 3.5568006856e-16 1.05371115003705 1 0.218030688798211 0.158048646787009 0.173743106287287
"136" 3.20508865256e-16 1.08375741839739 -1 -0.182977758506631 0.267472833126359 0.321679988545604
"192" 3.36178198072e-16 1.09043000786198 1 0.151628082558767 -0.205869225371929 0.361874257414874
"200" 3.39013023056e-16 1.09447064302765 1 0.194131858291065 0.000135576359155178 0.0940743811375264
"6" 2.9111749912e-16 1.1542554953033 -1 -0.274018773366723 -0.113301218809521 0.234701753093981
"173" 3.27532521464e-16 1.23661548914066 -1 0.286322632039367 0.316523769021053 0.389716053455083
"3" 2.85734984032e-16 1.28009021051329 -1 0.232968979840498 0.010457178547451 0.0848401330640806
"214" 3.49914717768e-16 1.32762284038337 1 0.26523501617279 0.123358525456643 0.130193000916855
"18" 2.96803677168e-16 1.48288899101028 -1 0.269613224713033 -0.00685341181449635 0.101047800144649
"213" 3.49661027944e-16 1.54676439564117 1 -0.311985127743884 0.0830012446177188 0.087228496502677
"102" 3.1492992528e-16 1.60485917119754 -1 -0.366806676527432 -0.13098874117447 0.258713310793932
"167" 3.25554110288e-16 1.66733490029494 -1 -0.395760976268803 -0.212917810798879 0.371664175936271
"217" 3.544600694e-16 1.72438387428716 1 0.326865197103451 0.0397901823776227 0.0694910012425908
"115" 3.17256430784e-16 1.79407776694012 -1 -0.312163101364855 0.323976608143769 0.400093556605263
"199" 3.38440017208e-16 2.04042038468581 1 0.40658070209095 0.124500779286651 0.131565262728883
"87" 3.12523534056e-16 2.12528509343481 -1 0.379793292133695 -0.0908127259637618 0.204519930989974
"88" 3.1262263772e-16 2.20156523250664 -1 0.456863170080266 0.215293549958579 0.250109573233566
"221" 3.61047222256e-16 2.27884856032156 1 0.430224510127249 0.00812886582744244 0.0867946478840138
"178" 3.2910615672e-16 2.55011243620028 -1 0.533168960932519 0.251368058998115 0.299475214766742
"222" 3.6233618564e-16 2.59271458877778 1 0.480891405092686 -0.0485296206145613 0.149602330155002
"46" 3.05076759e-16 2.84514991896878 -1 0.542989580547599 0.0113538406806948 0.0841096947134092
"203" 3.41004656696e-16 3.19157460640106 1 -0.679389774525012 -0.123365665445087 0.248340401171831
"211" 3.4533656924e-16 3.24778250267776 1 -0.717710900168115 -0.257693606645912 0.434043726674479
"14" 2.95321562104e-16 3.42457013323632 -1 0.669157667076065 0.0679565167591876 0.0761147710229634
"77" 3.10299729504e-16 3.56717932334523 -1 0.708561173623253 0.123136918447815 0.129927417931455
"20" 2.97127595128e-16 4.62862006268235 -1 0.931304025598051 0.185409716575228 0.209814678164945
"171" 3.26717071368e-16 4.95968637730333 -1 -0.970467199928481 0.167881589010154 0.18658546150097
"45" 3.05059193864e-16 5.19535784658602 -1 1.0093590787713 0.0167505426635026 0.0799976282803385
"95" 3.13723731928e-16 6.2959943548487 -1 -1.30800304873365 -0.192634935717303 0.343520595896012
"10" 2.9422396796e-16 8.16302421210254 -1 -1.56874959450276 0.345172712017562 0.429650716459236
"24" 2.99348904264e-16 11.7841724947124 -1 -2.34948276104822 0.0297985114550366 0.0724526973897539
"99" 3.14398077592e-16 12.1556204864652 -1 2.38993216683093 0.0297477786788462 0.0724744566794544
"108" 3.15967272952e-16 13.5664274940407 -1 2.61510247838238 -0.237643298055989 0.406074482950562
"156" 3.23697164296e-16 13.784643035395 -1 2.68641286727703 -0.0987897243201624 0.21517240689538
