"clusterID" "ra" "dec" "r" "zspec" "Vel" "Flag"
"2867" 8 229.2234 6.77189 17.0198 0.030246 9067.58 0
"2844" 8 229.04079 6.964578 15.2062 0.030511 9147.061 0
"2847" 8 229.31603 7.099221 15.1309 0.031003 9294.579 0
"2813" 8 229.1907 7.004375 14.2742 0.031065 9313.188 0
"2817" 8 229.1735 7.029314 15.2242 0.031149 9338.136 0
"2852" 8 229.01896 7.027247 17.4598 0.031557 9460.665 0
"2897" 8 229.31022 7.34456 17.507 0.031721 9509.708 0
"3180" 8 227.9888 7.518576 15.1677 0.031851 9548.555 0
"3186" 8 228.09425 7.727004 14.8032 0.031851 9548.809 0
"3035" 8 228.25991 7.292951 14.0258 0.031877 9556.52 0
"3224" 8 227.92754 6.419994 16.5748 0.03192 9569.375 0
"3126" 8 229.51713 8.119741 20.1834 0.031943 9576.387 0
"2846" 8 229.04138 6.951524 14.9019 0.031988 9589.824 0
"2909" 8 229.57166 7.132512 15.3924 0.03199 9590.388 0
"2931" 8 229.28034 7.512293 17.2027 0.032017 9598.32 0
"3242" 8 228.87438 5.63242 16.4426 0.032108 9625.697 0
"2921" 8 229.25655 7.438038 17.6543 0.032129 9632.026 0
"2851" 8 229.3375 7.089148 16.9987 0.032143 9636.121 0
"3125" 8 229.51718 8.118441 16.8147 0.032157 9640.576 0
"2937" 8 229.72536 7.200654 17.6549 0.032176 9646.116 0
"3131" 8 229.80898 8.004162 15.2332 0.032178 9646.848 0
"2832" 8 229.21426 7.109037 15.804 0.032255 9669.803 0
"2838" 8 229.08494 7.084066 17.1456 0.03234 9695.228 0
"3223" 8 227.80294 7.108457 17.5351 0.032405 9714.658 0
"3081" 8 228.23551 7.508607 15.7954 0.032429 9721.916 0
"2990" 8 229.48954 7.760093 17.2809 0.032481 9737.604 0
"2938" 8 228.99737 7.542726 17.7466 0.032521 9749.673 0
"3018" 8 228.68234 6.222602 16.2193 0.032539 9754.857 0
"2944" 8 228.76018 6.589553 14.5882 0.032615 9777.782 0
"2818" 8 229.21458 7.0393 17.205 0.032616 9778.112 0
"2940" 8 229.70253 6.722196 17.0711 0.032644 9786.353 0
"3089" 8 228.47801 6.162067 17.7305 0.032666 9792.945 0
"2967" 8 228.65611 6.492887 16.1169 0.032738 9814.677 0
"3299" 8 228.29522 8.2124 15.5669 0.032761 9821.39 0
"2864" 8 229.07662 6.803595 15.6552 0.032785 9828.603 0
"3288" 8 228.79497 5.577596 13.9611 0.032791 9830.611 0
"3045" 8 229.91581 7.67833 15.6526 0.032803 9834.161 0
"3095" 8 228.36443 7.751045 21.9587 0.032826 9840.9 0
"3199" 8 228.40082 8.085745 14.2515 0.032867 9853.312 0
"3254" 8 228.58493 8.288726 14.5358 0.032882 9857.647 0
"2933" 8 228.68114 6.830863 17.1499 0.032922 9869.677 0
"2966" 8 229.19004 6.268617 15.8246 0.032932 9872.855 0
"3156" 8 228.91884 8.217681 17.0357 0.032958 9880.578 0
"3182" 8 228.76099 5.774324 16.9449 0.03297 9884.043 0
"2942" 8 229.77098 7.102526 17.3328 0.032992 9890.858 0
"2889" 8 229.4977 7.099654 17.727 0.032994 9891.4 0
"3294" 8 228.83686 8.44529 17.63 0.033017 9898.215 0
"2964" 8 228.76254 6.428987 16.6028 0.033017 9898.397 0
"3007" 8 229.01082 6.13226 15.874 0.033027 9901.299 0
"3190" 8 228.57502 8.166105 17.5099 0.033097 9922.243 0
"3184" 8 228.9493 5.720339 17.6046 0.033107 9925.1 0
"3028" 8 228.9374 7.918876 17.1173 0.033125 9930.637 0
"3214" 8 228.30905 8.046401 14.8219 0.033151 9938.432 0
"2848" 8 229.32855 6.915021 16.3262 0.033177 9946.112 0
"2845" 8 229.23035 7.151859 17.7319 0.03319 9949.992 0
"2912" 8 229.03875 6.625033 16.2967 0.033231 9962.361 0
"3164" 8 230.3542 6.484784 14.9461 0.033261 9971.493 0
"3141" 8 229.3747 8.177601 16.612 0.033297 9982.261 0
