"ID" "ra" "dec" "zspec" "Vel"
"2414" 53 -0.0824278423664294 0.0305318361160154 0.113511109160873 -970.859744593981
"2408" 53 -0.0380624342797751 -0.013033355452021 0.113594871305202 -948.381353012341
"2427" 53 -0.0426524303589765 0.0117494815711446 0.113749683876483 -906.835883673261
"2421" 53 -0.00976883470202957 -0.0175205517964996 0.113828230754696 -885.757059818809
"2428" 53 -0.084296534426575 0.022569200036879 0.113917291106974 -861.856842256946
"2435" 53 -0.0485008554490513 -0.0818914021829556 0.114050837533897 -826.01835098214
"2434" 53 -0.0227244237924812 -0.0740528911720248 0.114354344457154 -744.569296360471
"2404" 53 -0.0084646946203336 -0.00339058297990453 0.114458836114759 -716.527936919819
"2429" 53 -0.0114561643084757 0.00933550323414965 0.114515285987679 -701.379060796905
"2416" 53 -0.00654717236136968 -0.00272258220162457 0.1148409404326 -613.986501881038
"2419" 53 -0.0208032022394684 -0.0294317346866523 0.11508616892262 -548.177035447346
"2420" 53 -0.020105636867984 -0.01215481497893 0.115233705275118 -508.584210663122
"2422" 53 -0.0150107744584043 -0.0905447461528429 0.115905058278343 -328.420058744092
"2409" 53 -0.0136007620901075 -0.0104710355188199 0.116242298649381 -237.918303111876
"2430" 53 -0.0180679761381439 -0.0533013548686409 0.116403097587572 -194.766333597329
"2403" 53 -0.00268856587971142 0.0107397173416234 0.116812928750431 -84.7841282125849
"2417" 53 -0.000288971651352371 -0.000389963107848985 0.117013327609005 -31.0051323233788
"2413" 53 0.00213822485333091 -0.0612690015941809 0.117228949399093 26.8590862915586
"2410" 53 0.00111190605267559 -0.0139261881155087 0.117263594919704 36.1565509766706
"2433" 53 0.00338086627511247 0.0942564309919754 0.117267473155953 37.1973136475416
"2436" 53 0.00116703268318117 -0.00277744042866618 0.118280614184174 309.083628666312
"2405" 53 0.0165144233878719 0.0683509722689308 0.118800876672222 448.701161445951
"2412" 53 0.0433037572237591 -0.0429304744657793 0.119232681123116 564.580113824759
"2407" 53 0.0485945814202102 -0.000637730683752123 0.119249666222542 569.138231564105
"2423" 53 0.0287090698117789 -0.000121247935215801 0.119264794854192 573.198147998307
"2432" 53 0.0400475124054188 0.0908721480394197 0.119439061932403 619.964424759609
"2406" 53 0.0235493190713942 0.112538963574426 0.119549510740331 649.604443818315
"2415" 53 0.0500762619933112 -0.0388377317926723 0.119979091698115 764.886700049953
"2411" 53 0.113712079856138 0.0402711144920354 0.120098610942262 796.960859480817
"2425" 53 0.00773407535308884 -0.0215688936471656 0.120185214154386 820.201679423262
"2426" 53 0.0476163677214642 -0.026290272774015 0.120249834980182 837.543310755681
"2418" 53 0.0138136110536405 -0.0198602606205553 0.120532044749067 913.277065472087
"2431" 53 0.0346281401407966 0.0362811749070077 0.12068085436551 953.211583103055
"2424" 53 0.0445908598206844 -0.0709371511754683 0.120731502762451 966.803576342106
