"clusterID" "ra" "dec" "r" "zspec" "Vel" "Flag"
"4232" 11 247.63867 39.83072 14.1486 0.024556 7361.659 0
"4223" 11 247.5802 39.845099 17.0816 0.024564 7364.162 0
"4077" 11 247.16347 39.518526 14.5641 0.025177 7547.929 0
"4261" 11 247.77928 39.205325 15.9316 0.025312 7588.284 0
"4290" 11 247.71469 39.989627 16.4521 0.025358 7602.038 0
"4208" 11 247.38783 39.902955 15.1821 0.025447 7628.918 0
"4270" 11 247.16449 40.123728 14.3114 0.025763 7723.562 0
"4157" 11 247.32261 39.779198 16.3718 0.025843 7747.533 0
"4363" 11 248.10235 39.913222 17.1182 0.025858 7752.09 0
"4183" 11 246.7957 39.305093 15.1857 0.025914 7768.765 0
"4210" 11 247.68484 39.633337 14.824 0.026012 7798.168 0
"4095" 11 247.05932 39.545587 15.8527 0.026027 7802.719 0
"4094" 11 247.19244 39.463149 14.8757 0.026038 7805.951 0
"4178" 11 247.3364 39.820402 14.5128 0.026091 7821.969 0
"4118" 11 246.99448 39.603953 14.556 0.026138 7835.84 0
"4536" 11 247.40432 40.848351 16.3298 0.026261 7872.73 0
"4185" 11 247.22922 39.170936 15.915 0.026435 7925.116 0
"4181" 11 247.07526 39.186452 16.3609 0.026549 7959.307 0
"4511" 11 247.65858 40.708525 15.5964 0.026654 7990.641 0
"4136" 11 246.88455 39.570685 15.1852 0.026703 8005.223 0
"4098" 11 247.19132 39.609791 15.6259 0.026713 8008.446 0
"4084" 11 247.16304 39.552819 13.351 0.026729 8013.123 0
"4313" 11 248.06457 39.626396 17.6245 0.02679 8031.344 0
"4171" 11 247.04818 39.821912 13.4502 0.026792 8031.944 0
"4103" 11 247.2851 39.533332 17.3545 0.026854 8050.672 0
"4177" 11 247.09502 39.199941 17.1261 0.026882 8058.934 0
"4199" 11 247.28228 39.148484 15.1527 0.02699 8091.518 0
"4414" 11 247.7335 40.442047 16.7417 0.026995 8092.801 0
"4418" 11 247.80042 40.421909 15.59 0.027009 8097.011 0
"4345" 11 247.42458 40.274802 17.57 0.027089 8121.216 0
"4698" 11 246.16476 41.019952 16.0579 0.027119 8130.105 0
"4482" 11 247.84439 40.5507 16.9992 0.027141 8136.751 0
"4089" 11 247.1851 39.473836 13.7504 0.027183 8149.267 0
"4116" 11 247.28108 39.627383 16.1507 0.027258 8171.884 0
"4700" 11 246.16176 41.021449 16.9072 0.02727 8175.217 0
"4493" 11 247.89389 40.565608 13.7114 0.027329 8193.007 0
"4080" 11 247.18523 39.515489 14.9901 0.027357 8201.371 0
"4590" 11 246.64461 40.913784 17.5271 0.027383 8209.1 0
"4544" 11 247.34914 40.874954 14.0157 0.027462 8232.868 0
"4435" 11 247.86419 40.435279 16.8242 0.027486 8240.152 0
"4167" 11 247.05531 39.817092 15.052 0.027498 8243.714 0
"4083" 11 247.19022 39.527676 15.4776 0.027519 8250.064 0
"4603" 11 246.15772 38.274136 17.8204 0.027554 8260.439 0
"4247" 11 247.43208 40.016491 16.1173 0.027624 8281.395 0
"4481" 11 247.45436 40.65654 16.6204 0.027661 8292.508 0
"4186" 11 247.61609 39.5617 16.1898 0.027665 8293.629 0
"4307" 11 246.86931 38.869096 14.3163 0.027667 8294.259 0
"4471" 11 247.31968 40.650534 16.981 0.027675 8296.876 0
"4630" 11 247.62902 41.016619 16.414 0.027704 8305.33 0
"4277" 11 246.8704 38.956418 17.4182 0.027722 8310.876 0
"4124" 11 247.33331 39.428995 14.1297 0.027753 8320.164 0
"4501" 11 248.39942 40.258053 16.0777 0.027777 8327.287 0
"4397" 11 246.49276 40.34672 16.7772 0.027797 8333.28 0
"4411" 11 245.90824 39.203524 15.1498 0.027799 8333.886 0
"4228" 11 247.68757 39.760025 16.8728 0.027811 8337.564 0
"4412" 11 247.25662 40.534857 14.0556 0.027849 8348.83 0
"4386" 11 247.32179 40.422333 16.769 0.027861 8352.62 0
"4203" 11 246.91586 39.164042 16.4829 0.027867 8354.223 0
"4129" 11 247.24904 39.683851 14.9382 0.027874 8356.412 0
"4213" 11 247.64633 39.728095 17.2363 0.027902 8364.836 0
"4484" 11 247.64762 40.623395 15.2323 0.027914 8368.467 0
"4735" 11 246.21468 37.890564 16.3656 0.027938 8375.569 0
"4338" 11 247.64404 40.187317 15.283 0.027942 8376.879 0
"4518" 11 248.0825 40.575063 14.3852 0.027953 8380.236 0
"4636" 11 245.56857 38.577353 17.3337 0.027956 8380.854 0
