"Vel" "DistA" "Flag" "r" "Vx" "Vy" "dist"
"102" 6.129412956264e-16 0.0072382686633012 1 17.7061 -0.0260956030840695 0.0643801589559674 0.0511229642183059
"54" 6.002161461018e-16 0.0195741235537077 -1 16.6512 -0.130622025989753 -0.0292210404712235 0.191410174319995
"139" 6.281062987818e-16 0.0346399191627468 1 16.3448 0.263981136443281 0.381021061056784 0.37882120440696
"6" 5.689008778554e-16 0.0861585283485647 -1 17.5687 -0.0871402012964707 -0.08312854524022 0.206284005369525
"142" 6.29727142491e-16 0.0968776342710552 1 16.4157 -0.167681816383343 -0.173916879331874 0.325837306611974
"46" 5.970648116298e-16 0.100740754709141 -1 17.1704 0.0670225293198033 0.0582539991220901 0.0664254937695666
"92" 6.107664405762e-16 0.14069221912918 1 15.7075 0.0163311663770344 -0.0295313495416081 0.126700034358469
"70" 6.053994496338e-16 0.147494626261423 -1 17.2473 0 0.220032834348308 0.123606460722119
"61" 6.028252980798e-16 0.150705186104967 -1 24.802 -0.0213422779758059 -0.0766113627540368 0.177133241670634
"162" 6.470318058258e-16 0.150726675687039 1 17.4927 0.033396973734976 0.256559479690112 0.160709593546954
"41" 5.945429338572e-16 0.165664017314571 -1 16.3179 -0.102874118337355 -0.172307110506491 0.293359748141837
"40" 5.936616037362e-16 0.17565887335238 -1 17.9306 0.00250444433767287 -0.0756895213376176 0.173146774715732
"50" 5.983276463724e-16 0.181887165632896 -1 16.8211 -0.040866344151163 -0.124999055395254 0.228604064575218
"141" 6.294028376364e-16 0.18199002090693 1 17.1108 0.0836901298432083 1.00649540542018e-05 0.120026948042435
"11" 5.72559297174e-16 0.207561802017609 -1 16.1396 -0.217198892438363 -0.325801869206073 0.481597496088906
"148" 6.317961860742e-16 0.229448887938179 1 17.1147 0.446725515786017 0.320841708906557 0.487878755456864
"100" 6.124962069012e-16 0.237354219564841 1 17.4102 -0.0236047888237693 0.279255539266825 0.185800387279651
"64" 6.034811023206e-16 0.246702161809583 -1 17.3172 -0.0526660790900693 -0.196668312656378 0.301081476522105
"143" 6.29766680007e-16 0.260479613908401 1 17.4869 0.14221078863448 -0.0136499201735467 0.170076031252269
"76" 6.065298336978e-16 0.292649100737341 -1 16.4275 0.291452065854455 0.106558282760184 0.278450904424369
"159" 6.444800156538e-16 0.302548165427335 1 17.2977 -0.129544455055203 0.233017525065559 0.197054546482996
"14" 5.772400853592e-16 0.304020838205574 -1 16.1464 0.245646403704692 0.050056294192326 0.2372032227813
"131" 6.265838451534e-16 0.309381763254644 1 16.338 0.169050275756227 0.539231644481108 0.468781660390249
"62" 6.032051823114e-16 0.310163417972009 -1 16.1123 -0.129210159018166 -0.332117177654616 0.452240865894407
"127" 6.247684898286e-16 0.317366202761278 1 17.2509 -0.092588505203684 -0.301981966576444 0.412883159830592
"93" 6.107871491604e-16 0.336161014231991 1 17.2196 0.0605314530678077 0.454950279458333 0.360943251192729
"31" 5.892214758738e-16 0.369959642185758 -1 15.7708 0.0558801775214337 -0.201398985378897 0.301569074814033
"7" 5.693849207562e-16 0.372003666045993 -1 17.1357 -0.0886777936612748 -0.348478883945726 0.457096828654877
"21" 5.805477874662e-16 0.419312287577403 -1 16.3235 -0.10010376855635 0.370349045662597 0.295766903966403
"97" 6.114356616462e-16 0.434194238001784 1 17.4991 -0.406387053820106 0.0764538138088432 0.420057039209954
"34" 5.894360155098e-16 0.446329960742793 -1 17.6133 -0.0333473633141584 -0.361500821443318 0.460981931806789
"165" 6.528205842852e-16 0.56281913093147 1 17.6019 0.251175578871676 -0.183234723488406 0.367770080254007
"101" 6.126668987838e-16 0.584239790623062 1 17.4305 0.226234152892541 -0.228054886244543 0.388773452580839
"99" 6.12250102068e-16 0.598354276047333 1 16.16 -0.046379508369253 0.589547030546146 0.496004594584051
"140" 6.283306255734e-16 0.621677801187852 1 16.4128 -0.286854527104606 0.369540084295115 0.405236996752899
"163" 6.471600758982e-16 0.651738573135187 1 17.4953 0.384412926990297 -0.131475242016795 0.435990829249485
"26" 5.84376801444e-16 0.652472642285067 -1 16.8201 -0.440215382142438 0.243925534997464 0.476549300287498
"15" 5.773171511076e-16 0.666603126285505 -1 16.0546 -0.185994190254414 0.512305325634451 0.460471609703364
