"clusterID" "ra" "dec" "r" "zspec" "Vel" "Flag"
"1477" 5 194.59283 27.884785 17.1142 0.014538 4358.308 0
"1461" 5 194.64071 27.836773 17.1244 0.015034 4507.077 0
"1522" 5 194.48665 27.991755 16.9835 0.015226 4564.637 0
"1343" 5 194.8328 28.084298 13.4977 0.015277 4579.893 0
"1309" 5 195.06882 27.967522 14.6033 0.01547 4637.882 0
"1335" 5 194.88288 27.861305 17.1532 0.015547 4660.804 0
"1320" 5 194.87844 27.884215 14.0971 0.01571 4709.737 0
"1820" 5 195.86634 28.564221 16.1025 0.015893 4764.578 0
"1323" 5 194.81353 27.970718 14.375 0.016083 4821.55 0
"1720" 5 194.35521 27.404571 15.207 0.016175 4849.185 0
"1348" 5 195.09028 27.898558 16.7864 0.016259 4874.32 0
"1585" 5 195.53398 28.151038 17.4404 0.01637 4907.621 0
"1967" 5 193.43535 27.821531 17.382 0.016399 4916.318 0
"2051" 5 196.78421 28.080564 17.4983 0.016454 4932.671 0
"1767" 5 194.02542 27.678109 15.1041 0.016483 4941.557 0
"1789" 5 195.97431 27.821956 17.2503 0.016551 4961.928 0
"1605" 5 194.4843 27.581356 15.8974 0.016552 4962.297 0
"1273" 5 194.90828 28.001016 17.815 0.016589 4973.281 0
"1640" 5 194.47652 27.490639 15.0548 0.016611 4979.88 0
"1411" 5 195.22692 28.007637 13.1003 0.016623 4983.303 0
"1519" 5 194.91587 27.576482 15.5962 0.016714 5010.629 0
"1626" 5 194.35884 27.65941 17.1472 0.01686 5054.633 0
"1989" 5 193.44518 27.487554 17.1443 0.016936 5077.366 0
"1532" 5 195.14866 27.574242 15.0996 0.016995 5095.069 0
"1979" 5 193.40781 27.7843 14.4237 0.017084 5121.588 0
"1639" 5 194.27024 28.209694 17.5329 0.017175 5149.04 0
"1326" 5 194.84424 27.896878 15.2208 0.017188 5152.815 0
"1382" 5 195.12898 28.108398 17.4063 0.01728 5180.552 0
"1525" 5 195.24325 27.652104 14.8974 0.017374 5208.549 0
"1692" 5 194.48549 27.3823 16.6659 0.017385 5211.994 0
"1517" 5 194.82726 27.593612 16.7782 0.017443 5229.304 0
"1793" 5 194.30865 27.253726 17.0524 0.017479 5240.09 0
"2058" 5 196.3869 29.011604 15.2414 0.017501 5246.605 0
"1528" 5 195.39685 28.146952 16.9462 0.017592 5274.051 0
"1322" 5 195.07823 27.937052 15.625 0.017616 5281.135 0
"1336" 5 195.03809 27.866494 15.3864 0.017733 5316.22 0
"1860" 5 196.04687 27.490445 14.9588 0.01777 5327.384 0
"1280" 5 195.01562 27.964714 16.6533 0.017779 5329.965 0
"1643" 5 194.91721 28.630812 15.2747 0.017836 5347.14 0
"2116" 5 193.47405 26.684044 17.5026 0.017872 5357.969 0
"1383" 5 195.07738 27.815541 16.0218 0.01789 5363.242 0
"1682" 5 195.75365 28.032485 13.0318 0.017937 5377.398 0
"1779" 5 195.791 28.48962 16.9602 0.017981 5390.703 0
"1460" 5 194.659 27.822592 17.3028 0.017988 5392.532 0
"1735" 5 195.64658 27.439437 15.5176 0.018061 5414.45 0
"1497" 5 194.77207 27.644432 14.3318 0.018126 5433.909 0
"1965" 5 196.27764 28.641152 17.1904 0.018166 5446.003 0
"1513" 5 194.57993 27.762081 16.0217 0.018183 5451.102 0
"1748" 5 195.63575 27.393487 17.1558 0.018203 5457.068 0
"1407" 5 195.14822 28.146129 14.8015 0.018219 5461.79 0
"1516" 5 195.3825 27.847525 13.4583 0.018225 5463.625 0
"1495" 5 195.35884 27.885998 12.7116 0.018252 5471.812 0
"1866" 5 194.82617 26.889878 17.2104 0.018254 5472.412 0
"1301" 5 194.85437 27.996739 17.0384 0.018282 5480.689 0
"1575" 5 195.4512 27.728459 17.3543 0.018286 5482.098 0
"1831" 5 195.65563 27.176138 15.0165 0.018297 5485.174 0
"1928" 5 196.11063 27.304311 15.0934 0.018372 5507.859 0
"1431" 5 194.72106 27.813425 15.7054 0.01842 5522.276 0
"1751" 5 195.83981 28.309041 15.5871 0.018426 5523.901 0
"2034" 5 196.52688 28.701767 16.3813 0.018547 5560.134 0
"1845" 5 195.84769 27.306954 17.2913 0.018555 5562.76 0
"1664" 5 194.35768 27.546135 14.619 0.018571 5567.524 0
"1625" 5 195.58968 28.23077 14.3521 0.018575 5568.651 0
"1573" 5 195.13978 27.504136 16.0117 0.018608 5578.601 0
"1512" 5 195.04339 27.595018 15.6937 0.018656 5592.901 0
"2078" 5 196.81246 28.343223 16.3037 0.018671 5597.329 0
"1759" 5 193.99978 28.18695 15.5989 0.018675 5598.609 0
"1898" 5 194.18133 27.034762 15.5224 0.018717 5611.149 0
"2207" 5 197.28049 28.668468 16.63 0.018735 5616.564 0
"1864" 5 196.15375 28.250518 16.4178 0.018743 5619.001 0
"1305" 5 194.86969 28.040523 15.4708 0.018756 5622.799 0
"1770" 5 195.93727 28.084232 14.3054 0.018766 5626.013 0
"2182" 5 192.82471 27.10616 14.0356 0.018835 5646.594 0
"1444" 5 194.71707 27.785063 14.5485 0.018857 5653.06 0
"1615" 5 194.80711 27.402573 14.3835 0.018862 5654.832 0
"1379" 5 194.73023 27.964704 15.2918 0.018893 5663.871 0
"2031" 5 193.19283 27.906812 15.5068 0.018952 5681.664 0
"1523" 5 194.50714 27.853568 16.1174 0.018976 5688.985 0
"1968" 5 194.00828 26.920818 17.0826 0.018993 5693.946 0
"1504" 5 194.56886 27.802566 17.1434 0.018994 5694.345 0
"2083" 5 194.53142 26.326847 15.3895 0.01902 5702.169 0
"2072" 5 196.2432 29.194659 17.5237 0.019028 5704.403 0
"1447" 5 194.63296 28.049618 15.5609 0.019031 5705.386 0
"1372" 5 194.90619 28.166138 16.3764 0.019084 5721.224 0
"1313" 5 195.06144 28.041301 14.6733 0.01912 5732.047 0
"2052" 5 195.77474 26.531133 14.8421 0.019131 5735.383 0
"1597" 5 195.54287 28.191828 15.522 0.019137 5737.215 0
"2201" 5 197.34534 28.32128 15.6964 0.019139 5737.599 0
"1508" 5 194.79295 27.619878 15.2263 0.019146 5739.706 0
"1493" 5 194.54855 27.89367 17.6475 0.019149 5740.738 0
"2110" 5 197.00326 28.081242 15.8731 0.019158 5743.436 0
"2007" 5 194.00732 26.756624 15.0987 0.019177 5749.03 0
"1370" 5 194.74782 27.934526 16.7735 0.019177 5749.075 0
"1731" 5 195.65897 28.501914 16.2325 0.019218 5761.402 0
"1661" 5 194.52528 27.418935 16.0712 0.01922 5762.068 0
"1607" 5 195.36122 28.435894 16.3314 0.019221 5762.221 0
"1627" 5 194.31378 27.729836 17.4194 0.019222 5762.488 0
"2062" 5 196.16221 29.224875 15.9978 0.01924 5767.992 0
"1623" 5 195.64496 27.949119 14.8359 0.019282 5780.592 0
"1568" 5 194.44943 27.769456 16.2314 0.019283 5780.814 0
"1722" 5 194.58064 28.698529 16.5465 0.019305 5787.4 0
"2206" 5 193.34034 26.361424 16.0831 0.019319 5791.607 0
"1536" 5 195.4459 28.095 14.1066 0.019352 5801.647 0
"1453" 5 195.2701 27.891766 16.706 0.019355 5802.519 0
"1443" 5 195.20335 28.158341 13.3294 0.01937 5806.953 0
"2035" 5 196.15436 29.146722 17.0962 0.019371 5807.247 0
"1474" 5 195.30693 28.083119 17.0256 0.019374 5808.248 0
"1673" 5 194.19941 28.192117 17.6615 0.019413 5819.814 0
"1276" 5 194.88664 27.983603 14.0756 0.019428 5824.296 0
"2070" 5 194.61221 29.612479 14.6737 0.019469 5836.791 0
"2174" 5 197.23823 28.280514 15.3235 0.019483 5840.773 0
"1302" 5 194.99005 28.0651 16.4905 0.019484 5841.228 0
"2095" 5 193.03748 27.477281 14.0725 0.01949 5842.964 0
