"Vel" "DistA" "Flag" "Vx" "Vy" "dist"
"946" 2.76410943168e-16 0.00127012686281058 1 0.11270785383745 0.0583051811750481 0.0634606182291304
"710" 2.17064992264e-16 0.00132405878572885 1 0.0189139930208357 0.0114723134072486 0.00654544840709767
"377" 1.91341758016e-16 0.00250831882586317 -1 -0.607290939312215 -0.317332434012269 0.468072571993226
"80" 1.55690495008e-16 0.00366451182131723 -1 -0.282532916640307 -0.145040259892619 0.224453636342094
"461" 1.96958388496e-16 0.00420055005964744 -1 0.382916991872342 0.197766749526828 0.260488141896428
"565" 2.0385215344e-16 0.00423882002976353 1 0.0573445497078895 0.0261629418964517 0.0186628075689087
"2" 1.17213513664e-16 0.00433717885452495 -1 -0.206918117199452 -0.104521409464448 0.167177007284563
"936" 2.55561191552e-16 0.00439551169754424 1 -0.152812930536792 -0.0759515123550725 0.12680512625988
"879" 2.36104983936e-16 0.00452870780930095 1 0.267175652589167 0.145501268393078 0.186599158706924
"284" 1.80528310288e-16 0.00475277690730337 -1 -0.494971108852677 -0.265402314972139 0.394638977415131
"795" 2.25221405296e-16 0.00506887596949408 1 -0.05225450380783 -0.032421783707182 0.0653698277973605
"558" 2.0343700696e-16 0.00688647032568496 1 0.0642781515278005 0.0409381690953047 0.039067202821455
"704" 2.16692786384e-16 0.00703961897461807 1 0.0842412896850202 0.0516111565461057 0.0540403616105058
"849" 2.31415125032e-16 0.00858855604478022 1 0.081564442994411 0.0345777610983901 0.0302013796525787
"597" 2.06713909472e-16 0.0103450358292466 1 0.198422230222108 0.0944019470402768 0.114390748593598
"442" 1.95678078048e-16 0.0119815840772036 -1 0.0104928857525494 -0.00626637937090686 0.0287143783037994
"526" 2.01015189528e-16 0.0122545616340732 1 0.0442573159660108 0.0357541141290412 0.0318356466445102
"188" 1.70896490648e-16 0.0125411825554932 -1 -0.193840036982508 -0.0894285319569038 0.145847177129115
"422" 1.94930944016e-16 0.0137006215994198 -1 0.10145784153677 0.0399505986241539 0.0376866066303149
"85" 1.56912341424e-16 0.0146968724311695 -1 0.234885884949871 0.138650324456081 0.176915396023904
"441" 1.95603247976e-16 0.0148311257354101 -1 -0.388854998070382 -0.219557626314891 0.329813171554345
"123" 1.62460072496e-16 0.0161298772843898 -1 0.194030190079156 0.118553280432686 0.148512075037482
"794" 2.24761730224e-16 0.0162587947055443 1 0.624844142757846 0.345706383771084 0.469677628163828
"379" 1.91377147552e-16 0.0167482797924084 -1 0.0391537861731472 0.0375568977216845 0.0343456610234374
"321" 1.84979451864e-16 0.0167836185248939 -1 0.365349153943939 0.209486035631261 0.277057854177016
"740" 2.19164836216e-16 0.0183616454109822 1 0.335900403885216 0.158834399724596 0.205446783334013
"912" 2.43784545656e-16 0.0198710953953088 1 0.113360775601483 0.0797831845024585 0.0937491318743395
"180" 1.69820771904e-16 0.0201150202495741 -1 -0.415754005293367 -0.198798382181685 0.300460147857954
"263" 1.78826728248e-16 0.0202019044381994 -1 -0.0279872350919864 -0.0347615752317782 0.0686663765429831
"261" 1.78693531368e-16 0.0211416307486929 -1 -0.0716703375214502 -0.0164517913676928 0.0429206542359026
"792" 2.24583162144e-16 0.0216508810367468 1 -0.597015814904683 -0.292781829925501 0.433355652371155
"44" 1.45909339304e-16 0.0226767829385744 -1 -0.187717168932517 -0.121407817252456 0.191045420744137
"189" 1.71066891912e-16 0.0234987105335717 -1 -0.176429798844853 -0.116281403267973 0.18379904833982
"247" 1.77631294352e-16 0.0255542844910537 -1 0.189939664330653 0.0747279179527295 0.0866147220862179
"951" 2.94187314512e-16 0.0278505167862533 1 0.250571155156579 0.160065036734894 0.207186479389997
"917" 2.4550810032e-16 0.0286017022660278 1 -0.15565444285974 -0.0532510444124822 0.0947467716174105
"384" 1.91786266144e-16 0.0292030667416668 -1 0.515631411734596 0.24270881390032 0.324033158815323
"342" 1.87331818952e-16 0.0305559974515907 -1 0.0993245635637077 0.0830677999064746 0.0983858053750035
"100" 1.5849278236e-16 0.0308936152736056 -1 -0.408238329305884 -0.184062997630233 0.279625337368823
"874" 2.35038890368e-16 0.0320046893345672 1 0.22907953759118 0.152892429536255 0.197047058829642
"203" 1.72090174512e-16 0.0328737118881233 -1 0.253037979408439 0.100661668931781 0.123232768571354
"389" 1.92081438208e-16 0.0340929247673554 -1 0.0756820872376562 0.0741447311477207 0.0857918393945331
"182" 1.70054141912e-16 0.0363724891452819 -1 0.244812188500404 0.165549293350078 0.214939461034071
"27" 1.38140590768e-16 0.0371331071633207 -1 0.00701773668758771 -0.033240518704089 0.0665232090717135
"732" 2.18511166856e-16 0.0404285211321109 1 0.19724142336995 0.0637065852451868 0.0710708307025488
"760" 2.20893835424e-16 0.0411118099842819 1 0.0188661469618551 0.0512211383969651 0.0534920097227453
"927" 2.50664990912e-16 0.0414411697468211 1 0.350492365211368 0.143452294768421 0.183702893867266
"529" 2.01096403976e-16 0.0419036884790452 1 -0.196729823114875 -0.0615989644470413 0.106532833958814
