"Vel" "DistA" "Flag" "r" "Vx" "Vy" "dist"
"26" 3.13940354043e-16 0.294153017683719 -1 16.5157 0.280628228768207 -0.207699961040481 0.4170859991491
"129" 3.368477102496e-16 0.295246895168019 -1 15.833 -0.351008864582483 -0.464898995610666 0.471579984485698
"3" 2.90224326003e-16 0.297836119109994 -1 14.3333 0.0202532767831546 0.302373397416046 0.384788897073458
"197" 3.657938386848e-16 0.300042254112023 1 14.7099 -0.0298692916028198 0.284348268808987 0.353330115329908
"48" 3.23135581176e-16 0.302236130769961 -1 17.075 0.130528415558936 0.351653912327378 0.476396707287542
"6" 2.963279786472e-16 0.31491794178036 -1 15.9928 0.327207913034439 -0.210410947232882 0.461815572307596
"28" 3.148486474536e-16 0.341314954919587 -1 15.4342 0.166339815952609 -0.303076866534274 0.367639608961668
"12" 3.025581189348e-16 0.362358601405854 -1 16.0481 -0.015547552133312 -0.398696728616253 0.351540594153709
"204" 3.70614142449e-16 0.364326704830964 1 17.3247 0.0732460426585577 0.393001908687259 0.48835721388733
"15" 3.056051326986e-16 0.414168736193779 -1 15.7419 -0.179200029349654 0.342494204418821 0.408418530065801
"151" 3.43186287036e-16 0.448489976346713 1 14.8761 -0.314666952821754 0.323268523073475 0.434701240462564
"152" 3.432562230684e-16 0.470064371494432 1 16.9455 -0.214643935226896 0.386253063571315 0.458413436048736
