"Vel" "DistA" "Flag" "r" "Vx" "Vy" "dist"
"11" 7.898233596966e-16 0.0220968281160096 -1 17.3491 -0.070161761065291 0.127567038894718 0.175255418935995
"111" 8.651413230348e-16 0.029499604583576 1 16.1176 -0.18976113470811 0.234368442806252 0.335421578821157
"112" 8.794934413428e-16 0.0430369718186644 1 17.3771 -0.189600349178272 0.157417995552094 0.287529147583627
"17" 7.957149032898e-16 0.0443456132584993 -1 16.8417 0.192056427262809 -0.0658419169249166 0.155273169141153
"85" 8.265097022682e-16 0.0575907472345053 -1 17.435 -0.148145366169898 0.107703649195931 0.226668964047229
"3" 7.70475676242e-16 0.0801434196653406 -1 17.4384 0.34360919822639 -0.153332841820736 0.330079815462178
"47" 8.08041987807e-16 0.0902603807132804 -1 16.7645 0.257564070797604 -0.26259572382876 0.335092775021138
"73" 8.215460912124e-16 0.111504990237215 -1 17.4713 0.142783791855787 0.0460512783153693 0.100082012354621
"67" 8.19928358652e-16 0.112872578209202 -1 17.5334 -0.174713842669257 0.310210982350994 0.382563940859982
"42" 8.069426504154e-16 0.125354228043089 -1 16.9711 0.408010938343221 -0.158742677200567 0.39024630724601
"62" 8.172860859024e-16 0.132176856784776 -1 16.8107 -0.113440143093866 -8.62775472809588e-07 0.166113066069867
"24" 7.983622316562e-16 0.133104880234511 -1 16.3359 -0.037085115240367 -0.064163138675123 0.111815835691635
"113" 8.816841113994e-16 0.166124877240202 1 17.157 0.00996649976880777 0.213793447985966 0.215519655103533
"45" 8.072574597846e-16 0.178510572821249 -1 17.497 0.492939743085317 -0.172723050748255 0.473888584443939
"106" 8.51853282432e-16 0.252215347998715 1 17.5914 -0.0157628552348494 -0.207946017306346 0.221329209866692
"10" 7.893183489492e-16 0.267271042111401 -1 16.4155 -0.0255718859234347 0.350314882765943 0.356460582210226
"93" 8.334123692214e-16 0.28260616440064 -1 17.3304 0.0324386104277664 -0.280014380256574 0.283280048581634
"20" 7.963350589506e-16 0.298980903444963 -1 15.7436 -0.111213942936336 -0.178491098234699 0.244184434206395
"18" 7.96000545639e-16 0.346080729880159 -1 17.0985 0.116768920915359 -0.417013551736942 0.424427734470003
"7" 7.830518795178e-16 0.369582810897464 -1 15.6468 0.310191236504737 0.180839630295279 0.31323351418441
"82" 8.248397931498e-16 0.403715771894256 -1 16.6133 -0.149011601905373 -0.258131582524754 0.329575906148176
"99" 8.384648748726e-16 0.43191072791172 -1 15.7995 -0.0172315005503516 -0.397031106469177 0.405639936205238
