"clusterID" "ra" "dec" "r" "zspec" "Vel" "Flag"
"5734" 16 329.29438 -7.895675 16.5063 0.057962 17376.525 0
"5819" 16 329.14506 -8.15462 17.0757 0.057975 17380.348 0
"5816" 16 329.54731 -7.448328 15.9117 0.058044 17401.081 0
"5722" 16 329.32213 -7.813778 16.7737 0.058184 17442.983 0
"5815" 16 329.51045 -7.446549 17.7098 0.058208 17450.22 0
"5715" 16 329.35704 -7.79354 17.2337 0.0583 17477.759 0
"5772" 16 329.58979 -7.767941 17.2633 0.058309 17480.464 0
"5796" 16 329.6619 -7.845057 15.318 0.058425 17515.272 0
"5856" 16 330.0177 -7.595269 16.9202 0.058537 17549.077 0
"5783" 16 329.1483 -7.938051 15.6945 0.058597 17567.083 0
"5718" 16 329.33923 -7.813024 15.3486 0.058661 17586.242 0
"5867" 16 329.01578 -7.131217 17.0586 0.05867 17588.785 0
"5778" 16 329.5722 -7.674404 17.0596 0.058689 17594.663 0
"5824" 16 329.28797 -7.368261 16.5317 0.058698 17597.134 0
"5879" 16 328.85093 -8.448958 16.63 0.058731 17607.108 0
"5911" 16 330.16478 -7.266105 15.2948 0.058793 17625.737 0
"5784" 16 329.5333 -7.997527 16.8006 0.058824 17634.917 0
"5785" 16 329.54104 -7.99963 17.6839 0.058828 17636.209 0
"5716" 16 329.3568 -7.824046 17.4191 0.058837 17638.862 0
"5730" 16 329.29915 -7.853453 17.0245 0.058849 17642.369 0
"5777" 16 329.36376 -7.566 15.7133 0.058984 17683.063 0
"5858" 16 329.77578 -8.357732 17.6311 0.059039 17699.435 0
"5895" 16 328.93694 -7.038787 16.9113 0.059061 17706.096 0
"5736" 16 329.46102 -7.870509 16.3404 0.059085 17713.138 0
"5829" 16 329.7587 -7.526494 16.5326 0.059105 17719.173 0
"5821" 16 329.03376 -8.075753 17.1917 0.059163 17736.75 0
"5916" 16 328.63418 -7.156715 15.8527 0.059174 17739.985 0
"5889" 16 328.93762 -7.063205 17.0938 0.059177 17740.899 0
"5850" 16 328.71144 -7.945163 17.3924 0.059217 17752.663 0
"5727" 16 329.29226 -7.815799 16.7512 0.059229 17756.348 0
"5766" 16 329.53128 -7.929287 14.9989 0.059246 17761.561 0
"5855" 16 329.12023 -7.169269 16.9153 0.059251 17762.886 0
"5805" 16 329.40774 -7.472614 16.493 0.059265 17767.095 0
"5898" 16 328.7488 -8.44461 16.2279 0.059275 17770.291 0
"5877" 16 328.69086 -7.341437 15.4064 0.059276 17770.513 0
"5735" 16 329.46291 -7.739575 17.5874 0.059296 17776.527 0
"5869" 16 329.05716 -8.512164 17.1919 0.059367 17797.74 0
"5863" 16 330.04709 -7.575829 17.0045 0.059373 17799.638 0
"5726" 16 329.38877 -7.739078 15.5063 0.059384 17802.887 0
"5752" 16 329.24089 -7.714523 17.0666 0.059399 17807.459 0
"5851" 16 328.73642 -7.570656 17.2519 0.05941 17810.73 0
"5731" 16 329.43107 -7.859886 17.5075 0.059417 17812.744 0
"5744" 16 329.48802 -7.761963 16.4939 0.059489 17834.306 0
"5793" 16 329.07564 -7.823959 16.6633 0.059516 17842.499 0
"5874" 16 328.98992 -8.507936 16.1488 0.059654 17883.834 0
"5852" 16 328.69189 -7.736023 16.5123 0.059684 17892.756 0
"5751" 16 329.50731 -7.854045 17.4149 0.059689 17894.417 0
"5725" 16 329.41344 -7.76265 17.4147 0.059699 17897.187 0
"5779" 16 329.46486 -7.578803 17.6442 0.05983 17936.517 0
"5792" 16 329.18082 -8.018887 16.9498 0.05988 17951.605 0
"5861" 16 328.66095 -7.852116 17.0942 0.059905 17959.196 0
"5782" 16 329.61887 -7.830738 16.9386 0.059923 17964.469 0
"5750" 16 329.47527 -7.702034 16.2765 0.060025 17995.066 0
"5811" 16 329.12414 -7.530932 17.6486 0.060047 18001.626 0
"5732" 16 329.25564 -7.781475 15.8169 0.06013 18026.595 0
"5840" 16 329.27205 -7.236469 16.1739 0.060143 18030.409 0
"5842" 16 329.85234 -7.470553 17.5785 0.060196 18046.385 0
"5835" 16 329.74761 -7.445545 16.991 0.060485 18132.875 0
"5832" 16 329.60952 -7.365015 15.3789 0.060597 18166.557 0
"5748" 16 329.24127 -7.863625 16.9701 0.060898 18256.632 0
"5800" 16 329.61765 -7.982679 17.1671 0.060902 18257.852 0
"5776" 16 329.20834 -7.626289 17.5385 0.061216 18351.966 0
"5787" 16 329.09417 -7.804975 17.2868 0.061225 18354.727 0
"5771" 16 329.57259 -7.891775 17.4594 0.061249 18361.844 0
"5740" 16 329.24382 -7.811987 15.5063 0.061358 18394.609 0
"5763" 16 329.52704 -7.906601 16.9852 0.061437 18418.49 0
"5753" 16 329.20844 -7.811825 16.4555 0.061543 18450.013 0
"5737" 16 329.4266 -7.905482 16.4295 0.061739 18508.845 0
"5733" 16 329.25716 -7.839593 14.1148 0.062034 18597.364 0
