"Vel" "DistA" "Flag" "Vx" "Vy" "dist"
"11" 2.98392123470988e-18 0.0160180162409827 1 0.00204286673525517 -0.0130241425222002 0.0656238849095628
"21" 2.35206168782598e-17 0.0312966790079016 1 0.354351631729275 0.112396438941663 0.132061814651211
"20" 2.33110119373626e-17 0.032939457047301 1 0.0994499427485705 -0.016609034210497 0.069685234059292
"1" -2.3129476955594e-17 0.0376184812912356 -1 -0.16499965944804 -0.0733792202523452 0.142867849909665
"14" 1.27698081034889e-17 0.0388429554222685 1 0.226424059323161 0.0404836350951 0.0470526144388842
"12" 4.92574539512295e-18 0.0439495412928324 1 -0.00260861696583988 0.0144426063127944 0.0424478333895291
"3" -1.8088609221619e-17 0.0470564696668755 -1 -0.130766937794066 -0.146594952632733 0.243939680304364
"15" 1.44363332363001e-17 0.0478129348018238 1 0.0872477905027095 -0.0385631812536809 0.0966582485975438
"4" -1.68894322318775e-17 0.0496455996919327 -1 -0.0380596902920156 0.00281935144367362 0.0499342566933967
"13" 1.03455767748111e-17 0.0500697951051207 1 0.00991304433200103 0.0272209730667923 0.0408056485274001
"6" -1.15410963996694e-17 0.0555749222290628 -1 -0.0174200522857328 0.0194467925623596 0.0408713976675827
"5" -1.54060409309372e-17 0.0653318163444092 -1 -0.074686372063886 0.00126367688540472 0.0512542739153965
"16" 1.6678915713416e-17 0.0668142956035721 1 0.0837706302273847 -0.0605639637563911 0.125591475868674
"17" 2.13722243286472e-17 0.0769623793600241 1 0.0604488969836218 0.0811306271566662 0.0909866472577128
"7" -1.03979019278936e-17 0.0782053584682657 -1 -0.107245989534407 -0.00126132400105587 0.0535201384026353
"10" 1.26751168203663e-18 0.0894432138078507 1 -0.00204282380762321 0.0632439316806697 0.069250431890384
"19" 2.19232735678261e-17 0.100355831614828 1 0.271911076173972 -0.00241138062035387 0.0545984287776773
"2" -2.21383176746146e-17 0.135650112695759 -1 -0.115708079904488 -0.233562042634176 0.365795102418839
"22" 2.42616539629657e-17 0.15835488206727 1 0.104022187537725 0.189688393353013 0.238474946741409
"8" -1.04958104703174e-18 0.166447348990755 1 -0.0178263463358777 -0.217542134168827 0.343287734883403
"9" -5.24599918117032e-19 0.171669927166905 1 -0.0128772488108762 0.145529655208611 0.177247767617101
"18" 2.14034156550389e-17 0.309063828578323 1 0.254102617687402 -0.233888279745762 0.366253643134857
