"clusterID" "ra" "dec" "r" "zspec" "Vel" "Flag" "lgm_tot_p50"
"116" 1 10.576921 -9.653383 17.7142 0.051447 15423.432 0 9.183997
"117" 1 10.701539 -9.57794 16.9987 0.059782 17922.271 0 9.970068
"118" 1 10.380224 -9.69752 15.6848 0.055756 16715.219 0 10.70357
"119" 1 10.391152 -8.932338 16.1113 0.056246 16861.983 0 10.61368
"120" 1 10.309372 -8.931769 17.4741 0.0505 15139.39 0 9.121239
"121" 1 10.806936 -9.449204 17.5334 0.056396 16907.14 0 9.901915
"122" 1 10.487593 -9.713175 17.502 0.058936 17668.607 0 9.911359
"123" 1 10.542871 -8.930994 16.3937 0.058899 17657.617 0 10.37938
"124" 1 10.644894 -9.655047 14.6571 0.054493 16336.668 0 11.16614
"125" 1 10.242185 -8.946523 17.1225 0.053634 16078.958 0 10.1088
"126" 1 10.767338 -9.545246 16.5137 0.052672 15790.707 0 10.32595
"127" 1 10.167894 -8.988929 17.3038 0.058657 17584.869 0 10.12228
"128" 1 10.451867 -8.890476 17.1995 0.055792 16726.123 0 10.11122
"129" 1 10.120575 -9.624989 17.0496 0.056186 16844.097 0 10.17472
"130" 1 10.52329 -9.733342 17.4301 0.058578 17561.15 0 10.09358
"131" 1 10.181399 -8.957581 16.5047 0.054353 16294.727 0 10.36423
"132" 1 10.305644 -8.898467 17.5312 0.060591 18164.659 1 10.03018
"133" 1 9.996267 -9.434427 17.4707 0.056471 16929.499 0 9.443428
"134" 1 10.783828 -9.578991 17.6778 0.050067 15009.604 0 9.187188
"135" 1 10.672864 -8.946887 15.6675 0.050361 15097.746 0 10.41388
"136" 1 10.355029 -9.755966 17.4586 0.065351 19591.695 1 9.970024
"137" 1 10.793341 -9.056887 15.5076 0.057732 17307.513 0 10.74259
"138" 1 10.489855 -8.865602 17.3864 0.05781 17331.074 0 9.660371
"139" 1 10.356127 -9.771867 17.1783 0.054132 16228.386 0 10.08511
"140" 1 10.676084 -8.924449 15.5999 0.056634 16978.515 0 10.71116
"141" 1 9.951697 -9.243605 17.016 0.057768 17318.423 0 10.11514
"142" 1 10.020365 -9.050702 15.6195 0.055454 16624.604 0 10.83869
"143" 1 10.865384 -9.509494 16.4517 0.063582 19061.44 1 10.48868
"144" 1 10.052314 -8.999015 16.7031 0.055411 16611.665 0 10.28207
"145" 1 10.640613 -8.881493 15.8915 0.05907 17708.818 0 10.79053
"146" 1 10.901286 -9.429937 15.5384 0.050258 15066.999 0 10.59483
"147" 1 10.719997 -9.703767 16.4875 0.049463 14828.748 1 10.26394
"148" 1 10.824435 -9.597553 17.1043 0.058465 17527.453 0 9.962788
"149" 1 10.259667 -8.854512 17.6792 0.0568 17028.128 0 9.919832
"150" 1 10.798353 -9.637783 14.9068 0.054198 16248.074 0 10.88588
"151" 1 10.296838 -8.83781 17.7411 0.055719 16704.067 0 9.878478
"152" 1 10.885383 -9.12652 17.5918 0.055334 16588.827 0 9.958742
"153" 1 10.396406 -9.810241 16.9966 0.05525 16563.524 0 10.18783
"154" 1 10.682922 -9.739152 16.1156 0.050791 15226.711 0 10.40696
"155" 1 10.368276 -9.811286 16.9904 0.053805 16130.474 0 9.97653
"156" 1 10.114722 -9.720103 15.8962 0.057621 17274.314 0 10.67614
"157" 1 10.469311 -8.812135 17.2259 0.05265 15784.004 0 10.02312
"158" 1 10.076255 -8.941787 17.3147 0.051982 15583.731 0 9.935424
"159" 1 10.189306 -8.860846 17.11 0.059357 17794.772 0 10.19029
"160" 1 10.885118 -9.070031 17.7616 0.065495 19634.85 1 9.567965
"161" 1 10.7954 -9.681683 14.9326 0.054956 16475.262 0 10.90826
"162" 1 9.898682 -9.241774 15.9412 0.057366 17197.852 0 10.51694
"163" 1 10.502698 -9.834443 15.5173 0.052099 15619.028 0 10.91966
"164" 1 10.91151 -9.522429 16.7493 0.050011 14992.801 1 9.474879
"165" 1 10.596966 -9.812958 16.0113 0.054961 16476.854 0 10.6681
"166" 1 10.574608 -8.808857 16.4262 0.056525 16945.796 0 10.41447
"167" 1 10.731489 -9.748692 16.6177 0.051568 15459.808 0 10.25809
"168" 1 10.193639 -8.834721 15.0397 0.053768 16119.229 0 11.04717
"169" 1 10.928557 -9.125448 16.161 0.054623 16375.545 0 10.4182
"170" 1 10.904185 -9.573754 17.1305 0.057864 17347.062 0 10.06799
"171" 1 10.675 -9.800415 17.6024 0.058146 17431.873 0 9.935751
"172" 1 10.618288 -9.827272 17.6032 0.04999 14986.667 1 9.773162
"173" 1 10.077852 -8.882522 16.931 0.059698 17897.046 0 11.13808
"174" 1 10.395394 -9.868067 17.2702 0.054557 16355.792 0 10.04977
"175" 1 10.143316 -8.834931 16.5165 0.056718 17003.491 0 10.47968
"176" 1 10.3478 -9.868484 17.3671 0.054574 16360.937 0 10.08323
"177" 1 10.170298 -8.81645 17.6698 0.052126 15627.042 0 9.280954
"178" 1 10.583114 -9.858916 17.4492 0.056032 16797.992 0 9.899189
"179" 1 10.530122 -9.872768 15.8089 0.056663 16987.284 0 10.7877
"180" 1 10.344103 -9.878192 17.6503 0.053779 16122.551 0 9.619135
"181" 1 10.326409 -8.754129 17.1731 0.056592 16965.936 0 10.17057
"182" 1 10.71608 -9.807783 15.8651 0.055465 16627.842 0 10.75728
"183" 1 10.384282 -8.744162 16.9764 0.056892 17055.918 0 10.29838
"184" 1 10.549646 -9.881896 15.9451 0.054321 16285.149 0 10.49334
"185" 1 10.615475 -8.764079 14.8948 0.055718 16703.749 0 11.1994
"186" 1 10.602012 -9.873625 16.6037 0.057699 17297.719 0 10.38922
"187" 1 10.972574 -9.537377 17.3543 0.055129 16527.291 0 9.855224
"188" 1 9.845825 -9.165115 16.4665 0.065504 19637.554 1 10.14319
"189" 1 10.677293 -9.848283 17.3516 0.055326 16586.171 0 9.884974
"190" 1 10.338779 -8.725085 17.4448 0.053508 16041.439 0 9.707528
"191" 1 10.577937 -9.903654 17.4482 0.05206 15607.156 0 9.213498
"192" 1 10.877064 -9.733148 16.1768 0.050536 15150.414 0 10.07553
"193" 1 10.351441 -8.700616 16.2267 0.05635 16893.353 0 10.53855
"194" 1 10.296361 -9.924888 17.5948 0.05671 17001.239 0 9.710907
"195" 1 10.485294 -8.696983 17.4175 0.056675 16990.6 0 9.918001
"196" 1 10.77498 -9.8374 15.8954 0.049079 14713.595 1 10.50864
"197" 1 10.106969 -9.866886 17.3125 0.055478 16632.015 0 9.936352
"198" 1 10.641631 -9.911722 15.1756 0.058567 17558.008 0 11.06213
"199" 1 10.756011 -9.858682 16.0886 0.051106 15321.196 0 10.45732
"200" 1 10.454229 -9.951314 16.0304 0.051713 15503.203 0 10.19533
"201" 1 9.769044 -9.315147 16.8857 0.065575 19658.941 1 10.09384
"202" 1 9.775934 -9.216681 16.3462 0.065109 19519.334 1 10.53535
"203" 1 10.974253 -8.962641 17.7017 0.054861 16446.965 0 9.823645
"204" 1 10.792154 -9.861478 14.3355 0.050407 15111.596 0 11.27614
"205" 1 10.324568 -9.968727 17.4207 0.053453 16024.767 0 10.00841
"206" 1 10.891932 -8.843627 16.6541 0.049873 14951.423 1 9.508904
"207" 1 9.937635 -8.856577 17.7839 0.057424 17215.168 0 9.259737
"208" 1 10.548681 -9.970542 17.5739 0.053957 16175.782 0 9.665147
"209" 1 9.948353 -9.803053 17.7211 0.052832 15838.647 0 9.56234
"210" 1 10.850201 -9.848693 16.1884 0.05943 17816.702 0 10.60978
"211" 1 11.07852 -9.528843 17.6534 0.055746 16712.098 0 9.692781
"212" 1 10.979558 -9.728763 16.3531 0.055823 16735.227 0 10.40804
"213" 1 10.849257 -9.864876 17.1718 0.049778 14922.979 1 10.01181
"214" 1 10.007061 -9.881247 15.2363 0.057464 17227.331 0 11.01137
"215" 1 11.076682 -9.048541 16.3975 0.057285 17173.698 0 10.58289
"216" 1 11.120697 -9.479966 17.7654 0.042503 12742.04 1 9.133911
"217" 1 10.880033 -9.863299 16.3635 0.055394 16606.811 0 9.760764
"218" 1 11.00945 -9.726283 16.7712 0.056252 16863.91 0 10.25431
"219" 1 9.983514 -8.734493 15.7977 0.055521 16644.642 0 10.6984
"220" 1 10.62291 -10.018533 17.2844 0.050534 15149.709 0 9.343613
"221" 1 10.683694 -10.00307 16.5814 0.054725 16406.19 0 10.4443
"222" 1 10.356062 -10.055479 16.1555 0.06475 19411.469 1 10.7429
"223" 1 9.785753 -8.90605 17.5696 0.056193 16846.313 0 9.991926
"224" 1 11.141607 -9.559257 17.7783 0.067667 20286.131 1 9.922702
"225" 1 9.892039 -8.733394 16.9045 0.054066 16208.603 0 10.18187
"226" 1 10.756878 -10.028668 17.221 0.057547 17252.112 0 10.10305
"227" 1 9.624025 -9.322826 16.2585 0.056298 16877.65 0 10.4953
"228" 1 11.172372 -9.598803 16.1056 0.056875 17050.633 0 10.56569
"229" 1 9.778218 -8.799507 15.5825 0.054777 16421.785 0 10.63426
"230" 1 11.214083 -9.061351 17.1933 0.054728 16407.048 0 10.02326
"231" 1 11.164535 -9.702658 17.4487 0.056636 16979.088 0 9.95687
"232" 1 9.928783 -10.013918 15.8305 0.057362 17196.725 0 10.74747
"233" 1 9.704239 -9.789549 16.4028 0.052207 15651.298 0 10.01975
"234" 1 9.616691 -9.626641 16.6321 0.05521 16551.416 0 10.22744
"235" 1 9.878435 -9.983574 16.6182 0.053078 15912.366 0 9.971774
"236" 1 10.869178 -10.081052 15.6562 0.05759 17265.03 0 10.79239
"237" 1 10.547652 -10.193393 17.7988 0.052112 15622.707 0 9.893403
"238" 1 9.712994 -8.736266 17.7741 0.054552 16354.2 0 9.357416
"239" 1 9.656761 -9.871653 18.3746 0.065364 19595.742 1 9.211882
"240" 1 9.564689 -9.730126 16.3802 0.057507 17240.075 1 10.58489
"241" 1 9.643437 -8.766355 16.7372 0.054223 16255.569 0 10.1307
"242" 1 11.298379 -9.731911 16.7873 0.055377 16601.586 0 10.11738
"243" 1 9.459131 -9.090831 17.8275 0.052882 15853.628 0 9.102557
"244" 1 10.787377 -10.234549 16.9146 0.067666 20285.676 1 9.758632
"245" 1 10.534925 -10.303774 15.1643 0.050609 15172.077 1 10.62321
"246" 1 10.186042 -10.286704 17.5361 0.058346 17491.592 1 9.688951
"247" 1 10.458074 -10.323882 17.6158 0.058445 17521.22 1 9.745879
"248" 1 10.619302 -10.312335 16.8047 0.054614 16372.958 0 9.962207
"249" 1 10.992427 -10.185542 16.335 0.049844 14942.957 1 10.30717
"250" 2 14.067158 -1.255374 12.7493 0.044511 13344.155 0 11.21877
"251" 2 14.07403 -1.260326 16.1536 0.039119 11727.578 0 9.865306
"252" 2 14.075611 -1.241846 15.2422 0.043613 13074.738 0 10.9405
"253" 2 14.084643 -1.24253 17.0023 0.042267 12671.427 0 9.94706
"254" 2 14.055868 -1.23839 16.8613 0.048625 14577.531 0 10.07702
"255" 2 14.042724 -1.267667 16.1359 0.045694 13698.78 0 10.08458
"256" 2 14.106606 -1.262474 13.449 0.038232 11461.629 0 10.96526
"257" 2 14.028366 -1.249162 18.3745 0.036825 11039.755 0 8.980204
"258" 2 14.095168 -1.209748 13.8319 0.049786 14925.557 0 11.39377
"259" 2 14.121691 -1.226708 16.4797 0.038153 11437.874 0 10.18625
"260" 2 14.12166 -1.225492 16.3802 0.044108 13223.315 0 10.1912
"261" 2 14.035699 -1.200207 17.7185 0.037789 11328.728 0 9.334061
"262" 2 14.016865 -1.217466 17.5535 0.043701 13101.08 0 9.659126
"263" 2 14.004425 -1.239103 17.9373 0.044612 13374.254 0 9.33572
"264" 2 14.087481 -1.176635 14.7642 0.03911 11725.003 0 10.89259
"265" 2 14.148621 -1.265532 16.5143 0.044255 13267.261 0 9.97179
"266" 2 13.991359 -1.239878 16.7801 0.044551 13356.18 0 10.07592
"267" 2 13.981962 -1.247204 14.3441 0.040693 12199.487 0 10.68278
"268" 2 14.135103 -1.187471 16.4701 0.03859 11569.087 0 10.14304
"269" 2 13.97926 -1.24685 16.232 0.04522 13556.666 0 10.01057
"270" 2 14.127965 -1.172888 15.2495 0.042158 12638.668 0 10.66625
"271" 2 14.169446 -1.239239 18.5537 0.040402 12112.218 0 9.113101
"272" 2 14.122206 -1.340135 16.3799 0.043969 13181.721 0 NA
"273" 2 14.059711 -1.144361 16.111 0.044955 13477.245 0 10.36448
"274" 2 13.96479 -1.234406 16.4578 0.038557 11559.23 0 10.23151
"275" 2 14.102524 -1.143037 15.1599 0.043048 12905.541 0 10.58027
"276" 2 14.04361 -1.140193 15.8727 0.048273 14471.911 0 10.5266
"277" 2 13.996594 -1.163508 16.9937 0.045943 13773.449 0 10.03408
"278" 2 14.076722 -1.13454 16.0681 0.036755 11018.95 1 10.20959
"279" 2 14.020701 -1.13595 17.2761 0.044963 13479.418 0 9.9155
"280" 2 14.04676 -1.12706 17.0216 0.047072 14111.882 0 8.634158
"281" 2 14.044464 -1.116926 14.4921 0.04175 12516.2 0 11.07137
"282" 2 13.96305 -1.16472 15.5024 0.047675 14292.752 0 10.40114
"283" 2 13.936993 -1.215933 16.8683 0.041749 12515.915 0 9.940184
"284" 2 14.064187 -1.098398 17.749 0.045105 13522.178 0 9.461788
"285" 2 14.160085 -1.125986 16.1494 0.045283 13575.373 0 10.38843
"286" 2 14.226009 -1.257049 17.5803 0.051595 15467.927 0 9.603099
"287" 2 13.940389 -1.163319 16.6817 0.042766 12821.068 0 10.00157
"288" 2 14.122202 -1.099096 17.4191 0.042121 12627.471 0 9.712699
"289" 2 14.229096 -1.212008 22.0473 0.050071 15011.052 0 NA
"290" 2 13.972177 -1.116543 17.3557 0.045454 13626.883 0 9.73255
"291" 2 14.237088 -1.21183 14.5118 0.050022 14996.077 0 10.73456
"292" 2 14.125053 -1.087034 16.9229 0.048009 14392.67 0 10.03988
"293" 2 14.244022 -1.256925 16.1709 0.044505 13342.332 0 10.07967
"294" 2 13.898217 -1.235513 17.0405 0.041063 12310.354 0 9.774454
"295" 2 14.219638 -1.159188 15.4922 0.045765 13720.023 0 10.62586
"296" 2 13.909338 -1.183404 17.0663 0.040397 12110.797 0 9.867896
"297" 2 14.248497 -1.265076 17.7139 0.04731 14183.271 0 9.460684
"298" 2 13.884602 -1.211067 16.3575 0.045899 13760.321 0 10.16465
"299" 2 14.219686 -1.131252 16.8286 0.04798 14383.919 0 10.14571
"300" 2 13.879664 -1.223431 16.4514 0.04302 12897.126 0 10.1923
"301" 2 14.240962 -1.158062 17.6599 0.048018 14395.32 0 9.595763
"302" 2 14.165031 -1.078485 17.4464 0.044475 13333.303 0 9.807716
"303" 2 14.16374 -1.077015 17.6973 0.040239 12063.316 0 9.441893
"304" 2 14.025053 -1.057138 16.4134 0.043177 12944.124 0 10.16469
"305" 2 13.88025 -1.192618 18.2679 0.052841 15841.483 1 9.417921
"306" 2 13.956642 -1.081712 16.4091 0.044624 13377.975 0 10.26739
"307" 2 13.979526 -1.064158 15.7371 0.044598 13370.174 0 10.69019
"308" 2 13.862497 -1.223091 17.4289 0.043472 13032.551 0 9.73061
"309" 2 13.94025 -1.08432 17.0384 0.042257 12668.291 0 9.85041
"310" 2 14.267191 -1.151918 17.3749 0.048666 14589.802 0 9.785532
"311" 2 13.979074 -1.04964 17.7065 0.041726 12509.182 0 9.458191
"312" 2 13.845677 -1.211193 15.8292 0.041774 12523.491 0 10.38796
"313" 2 13.872989 -1.132779 15.2608 0.039606 11873.436 0 10.66547
"314" 2 14.11546 -1.02406 16.5315 0.046397 13909.525 0 9.980626
"315" 2 13.939943 -1.054844 17.0872 0.044033 13200.641 0 9.956764
"316" 2 14.170337 -1.034518 15.6108 0.044283 13275.601 0 10.61944
"317" 2 13.929902 -1.033697 15.6056 0.042209 12653.994 0 10.50589
"318" 2 14.098113 -0.986883 14.9705 0.04403 13199.73 0 10.84021
"319" 2 14.047299 -0.970186 17.0438 0.046201 13850.744 0 9.950128
"320" 2 14.214997 -1.007194 16.7394 0.047908 14362.574 0 10.13105
"321" 2 13.920199 -0.997197 16.9967 0.0447 13400.573 0 9.877734
"322" 2 13.77312 -1.233795 15.8434 0.044364 13300.017 0 NA
"323" 2 13.771095 -1.252594 15.2544 0.043289 12977.803 0 NA
"324" 2 14.233204 -0.996764 16.9551 0.045945 13773.842 0 10.03526
"325" 2 14.306634 -1.054543 18.0022 0.045946 13774.258 0 9.354501
"326" 2 13.806771 -1.07605 14.9904 0.047624 14277.355 0 11.02549
"327" 2 14.294507 -1.018788 15.2976 0.041224 12358.773 0 10.64909
"328" 2 14.188876 -0.940777 17.2492 0.043625 13078.548 0 9.817104
"329" 2 14.306 -1.01116 18.4051 0.040251 12067.006 0 9.143755
"330" 2 14.307325 -1.012239 15.0529 0.039214 11755.951 0 10.76165
"331" 2 14.23935 -0.959649 17.754 0.037518 11247.577 0 9.2567
"332" 2 13.976009 -0.922524 15.709 0.044271 13272.127 0 10.68132
"333" 2 13.977258 -0.920636 13.999 0.044977 13483.798 0 11.34968
"334" 2 14.235485 -0.943651 15.8701 0.042545 12754.787 0 10.47782
"335" 2 13.78735 -1.046468 14.2079 0.04571 13703.6 0 11.17776
"336" 2 14.197621 -0.920051 16.5158 0.041796 12530.066 0 10.14822
"337" 2 13.97327 -0.901049 15.986 0.044129 13229.676 0 10.39317
"338" 2 14.075334 -1.625818 16.2261 0.044781 13424.997 0 NA
"339" 2 14.270494 -0.919176 15.7337 0.044618 13376.272 0 10.68768
"340" 2 14.185632 -0.87482 15.7337 0.046788 14026.681 0 10.5321
"341" 2 14.196223 -0.878083 15.8759 0.043656 13087.644 0 10.41496
"342" 2 14.27687 -0.908655 16.738 0.046074 13812.683 0 10.08098
"343" 2 13.915428 -0.876607 16.4978 0.047941 14372.29 0 9.608985
"344" 2 14.465449 -1.135996 14.7747 0.043181 12945.359 0 10.86027
"345" 2 13.674999 -1.123543 15.4502 0.053255 15965.573 1 10.70544
"346" 2 14.258254 -0.879721 15.495 0.046389 13906.949 0 10.6285
"347" 2 13.820353 -0.917922 14.7706 0.044105 13222.238 0 10.80556
"348" 2 13.6613 -1.16934 17.0673 0.040025 11999.103 0 9.702515
"349" 2 14.053346 -0.833761 16.3531 0.043912 13164.63 0 10.14714
"350" 2 14.258572 -0.875177 13.4246 0.04416 13238.862 0 11.50687
"351" 2 14.262709 -0.873573 16.6436 0.046423 13917.196 0 10.40289
"352" 2 14.013967 -0.828057 15.0498 0.044445 13324.237 0 10.79905
"353" 2 14.382786 -0.927839 16.0099 0.04502 13496.582 0 10.42071
"354" 2 13.963266 -0.813844 16.6406 0.041125 12329.07 0 10.02921
"355" 2 13.62444 -1.171264 16.8914 0.043779 13124.506 0 9.917236
"356" 2 14.453088 -1.004038 16.0725 0.043004 12892.302 0 10.34193
