"clusterID" "ra" "dec" "r" "zspec" "Vel" "Flag" "lgm_tot_p50"
"1508" 5 194.79295 27.619878 15.2263 0.019146 5739.706 0 9.930723
"1509" 5 195.39102 27.911121 16.6431 0.021892 6563.089 0 9.137169
"1510" 5 195.27424 27.708898 17.664 0.029126 8731.635 0 9.043804
"1511" 5 195.12821 28.34638 13.5953 0.019866 5955.539 0 10.64245
"1512" 5 195.04339 27.595018 15.6937 0.018656 5592.901 0 9.559094
"1513" 5 194.57993 27.762081 16.0217 0.018183 5451.102 0 9.503475
"1514" 5 195.40553 28.015771 17.2165 0.023835 7145.586 0 9.308267
"1515" 5 194.55751 28.182548 14.5793 0.023951 7180.428 0 10.319
"1516" 5 195.3825 27.847525 13.4583 0.018225 5463.625 0 10.62838
"1517" 5 194.82726 27.593612 16.7782 0.017443 5229.304 0 8.604665
"1518" 5 195.34491 28.196051 14.7711 0.025362 7603.42 0 10.34193
"1519" 5 194.91587 27.576482 15.5962 0.016714 5010.629 0 8.970984
"1520" 5 194.61283 27.706631 17.7109 0.023356 7002.079 0 8.837946
"1521" 5 195.18429 28.337284 14.4684 0.026408 7917.003 0 10.50497
"1522" 5 194.48665 27.991755 16.9835 0.015226 4564.637 0 8.02055
"1523" 5 194.50714 27.853568 16.1174 0.018976 5688.985 0 9.516894
"1524" 5 194.4905 28.061785 15.3024 0.02714 8136.355 0 9.878232
"1525" 5 195.24325 27.652104 14.8974 0.017374 5208.549 0 9.870253
"1526" 5 194.63167 27.673511 15.5883 0.02307 6916.08 0 9.942617
"1527" 5 194.51461 27.814918 14.747 0.023775 7127.446 0 10.32169
"1528" 5 195.39685 28.146952 16.9462 0.017592 5274.051 0 8.903134
"1529" 5 194.74211 27.594719 14.9248 0.020049 6010.404 0 10.1369
"1530" 5 194.62298 28.301234 15.8639 0.019695 5904.514 0 9.625003
"1531" 5 195.0796 27.55373 14.7216 0.019641 5888.257 0 10.19861
"1532" 5 195.14866 27.574242 15.0996 0.016995 5095.069 0 9.894253
"1533" 5 194.46098 27.87949 15.1329 0.023174 6947.25 0 10.13564
"1534" 5 195.31335 27.669239 16.2772 0.023558 7062.586 0 9.52072
"1535" 5 195.21706 28.36612 13.6372 0.025477 7637.708 0 10.83092
"1536" 5 195.4459 28.095 14.1066 0.019352 5801.647 0 10.4682
"1537" 5 195.10492 27.552271 16.3353 0.024238 7266.31 0 9.560986
"1538" 5 194.45028 27.883063 14.2994 0.019532 5855.579 0 10.2709
"1539" 5 195.00766 28.434818 16.2943 0.026995 8092.852 0 9.69512
"1540" 5 195.45924 27.893564 14.5153 0.025181 7549.062 0 10.49306
"1541" 5 194.5233 28.242599 13.7025 0.023988 7191.544 0 10.70681
"1542" 5 194.43876 27.905983 17.4724 0.027023 8101.298 0 8.813069
"1543" 5 194.59877 28.328928 16.7189 0.0273 8184.253 0 9.833553
"1544" 5 194.83756 28.441482 16.7056 0.021894 6563.761 0 9.251284
"1545" 5 194.44709 27.833308 14.858 0.020188 6052.111 0 10.12056
"1546" 5 195.08284 28.439231 17.6123 0.023693 7103.094 0 8.865147
"1547" 5 194.64661 27.596389 13.4968 0.025644 7687.854 0 10.82207
"1548" 5 194.85246 27.517342 17.0359 0.019652 5891.458 0 8.912125
"1549" 5 194.4593 28.170356 16.9664 0.023076 6918.107 0 8.432045
"1550" 5 195.4899 28.005844 13.3697 0.025749 7719.308 0 11.07623
"1551" 5 194.44461 28.140786 15.8573 0.021386 6411.266 0 9.674337
"1552" 5 195.18282 28.416337 16.2317 0.020927 6273.886 0 9.560946
"1553" 5 195.28765 28.359799 15.0927 0.023013 6899.043 0 10.04537
"1554" 5 195.45356 28.171962 16.1318 0.025415 7619.306 0 9.723989
"1555" 5 195.42863 27.74757 16.6755 0.035422 10619.188 1 9.385297
"1556" 5 194.82688 27.513515 16.3057 0.020151 6041.172 0 9.452163
"1557" 5 195.40216 27.707946 16.5278 0.02639 7911.637 0 9.454707
"1558" 5 194.45278 28.180431 14.5965 0.024113 7228.875 0 10.38606
"1559" 5 195.43407 28.214374 16.2918 0.026104 7825.647 0 9.654674
"1560" 5 195.41287 28.245893 16.7514 0.025338 7596.252 0 9.421957
"1561" 5 195.05926 28.458068 17.6376 0.026103 7825.36 0 8.972361
"1562" 5 194.63454 28.377979 17.0525 0.01962 5881.82 0 8.624879
"1563" 5 194.40497 28.040384 16.7752 0.021449 6430.305 0 9.158527
"1564" 5 195.30122 27.604493 15.3796 0.025191 7552.204 0 10.02935
"1565" 5 195.1119 27.515602 15.0676 0.025951 7779.935 0 10.25546
"1566" 5 194.51467 27.682463 16.5174 0.024126 7232.919 0 9.681819
"1567" 5 194.46796 27.739647 17.6188 0.023102 6925.916 0 8.933636
"1568" 5 194.44943 27.769456 16.2314 0.019283 5780.814 0 9.360384
"1569" 5 194.40185 28.077043 15.6632 0.022486 6741.253 0 9.717464
"1570" 5 195.12233 28.455672 17.3263 0.024119 7230.787 0 9.338447
"1571" 5 194.44233 27.75704 14.7729 0.020449 6130.357 0 10.05019
"1572" 5 194.47138 27.70732 16.5224 0.021513 6449.441 0 9.488142
"1573" 5 195.13978 27.504136 16.0117 0.018608 5578.601 0 8.737018
"1574" 5 194.38015 28.018426 17.187 0.023515 7049.521 0 9.009215
"1575" 5 195.4512 27.728459 17.3543 0.018286 5482.098 0 8.804966
"1576" 5 194.66006 27.544104 15.3293 0.019913 5969.833 0 9.953501
"1577" 5 194.77633 27.493635 17.4774 0.027234 8164.458 0 9.076205
"1578" 5 194.84648 28.488604 15.7781 0.023346 6999.045 0 9.428942
"1579" 5 194.61838 27.559386 15.5408 0.025262 7573.405 0 9.743349
"1580" 5 194.73376 28.463634 15.3983 0.019721 5912.282 0 9.347321
"1581" 5 195.50057 27.782728 14.9225 0.023741 7117.274 0 9.817566
"1582" 5 194.92211 28.507202 15.0246 0.027481 8238.665 0 10.17297
"1583" 5 195.43035 28.297803 17.3188 0.025659 7692.459 0 9.13005
"1584" 5 195.04667 27.460095 17.5952 0.022823 6842.073 0 8.98546
"1585" 5 195.53398 28.151038 17.4404 0.01637 4907.621 0 8.661276
"1586" 5 194.52432 28.370965 15.9092 0.02545 7629.64 0 9.803107
"1587" 5 194.40114 28.233404 16.842 0.022751 6820.473 0 9.195688
"1588" 5 195.55974 28.101606 15.9538 0.019839 5947.55 0 9.361712
"1589" 5 194.37497 28.188071 14.0906 0.023128 6933.687 0 10.62093
"1590" 5 194.34058 27.880434 15.3664 0.024809 7437.527 0 9.822866
"1591" 5 195.52502 27.765123 17.1752 0.024143 7237.943 0 9.179669
"1592" 5 194.46068 27.643748 16.9526 0.022719 6811.054 0 9.324114
"1593" 5 194.36846 28.176426 14.698 0.02725 8169.204 0 10.54513
"1594" 5 194.52845 27.576883 16.2323 0.025007 7496.964 0 9.634828
"1595" 5 194.8346 27.435244 17.3754 0.025671 7696.074 0 9.183489
"1596" 5 195.54739 28.172358 16.9234 0.029884 8959.145 0 8.928723
"1597" 5 195.54287 28.191828 15.522 0.019137 5737.215 0 9.763918
"1598" 5 194.54042 27.549427 16.3101 0.023269 6975.922 0 9.614429
"1599" 5 195.44684 27.621803 16.8559 0.025981 7788.983 0 9.336886
"1600" 5 194.54862 27.542488 17.5731 0.023749 7119.768 0 9.267208
"1601" 5 194.89864 28.551371 14.96 0.025299 7584.458 0 10.2883
"1602" 5 195.51809 27.699559 17.0032 0.023374 7007.394 0 9.256871
"1603" 5 195.6043 27.972266 17.5881 0.027422 8220.966 0 9.278531
"1604" 5 194.34778 27.766286 14.8033 0.030444 9126.984 0 10.40317
"1605" 5 194.4843 27.581356 15.8974 0.016552 4962.297 0 8.727067
"1606" 5 195.55329 28.214838 14.9757 0.02731 8187.281 0 9.785922
"1607" 5 195.36122 28.435894 16.3314 0.019221 5762.221 0 9.44357
"1608" 5 194.65758 27.464002 15.7463 0.02091 6268.63 0 9.731257
"1609" 5 194.3242 27.810927 15.4373 0.023832 7144.648 0 9.636496
"1610" 5 195.45158 27.603974 15.328 0.027453 8230.247 0 10.16822
"1611" 5 195.47388 27.624451 12.7554 0.026211 7857.782 0 11.27549
"1612" 5 195.50433 27.652979 15.0879 0.023647 7089.048 0 10.12865
"1613" 5 194.36727 27.700777 16.819 0.021551 6460.755 0 9.182314
"1614" 5 194.30294 28.133657 17.6054 0.023243 6968.091 0 8.868788
"1615" 5 194.80711 27.402573 14.3835 0.018862 5654.832 0 10.28883
"1616" 5 194.63362 27.45634 15.0749 0.02342 7021.073 0 10.18106
"1617" 5 195.41887 27.548943 17.4121 0.021676 6498.415 0 8.873645
"1618" 5 194.70392 28.540008 17.1305 0.020969 6286.471 0 9.046113
"1619" 5 194.32606 27.747364 16.7068 0.022876 6858.178 0 9.211784
"1620" 5 195.63283 27.935543 15.9671 0.022083 6620.317 0 9.678019
"1621" 5 195.0946 28.574487 16.0859 0.021586 6471.296 0 9.594918
"1622" 5 195.53284 27.648307 14.3457 0.023012 6898.812 0 10.14546
"1623" 5 195.64496 27.949119 14.8359 0.019282 5780.592 0 10.00963
"1624" 5 194.43014 27.577597 16.2568 0.02411 7227.975 0 9.6537
"1625" 5 195.58968 28.23077 14.3521 0.018575 5568.651 0 10.24845
"1626" 5 194.35884 27.65941 17.1472 0.01686 5054.633 0 8.359678
"1627" 5 194.31378 27.729836 17.4194 0.019222 5762.488 0 8.755733
"1628" 5 195.20802 27.405792 13.9639 0.021982 6590.113 0 10.43554
"1629" 5 194.38682 27.610346 13.474 0.020128 6034.211 0 10.76057
"1630" 5 195.0183 28.603498 15.2442 0.022743 6818.162 0 9.856557
"1631" 5 194.36464 27.636266 16.7704 0.026824 8041.555 0 9.413323
"1632" 5 195.31232 28.521756 17.0572 0.028133 8434.064 0 8.87374
"1633" 5 195.59025 28.25598 14.6512 0.022721 6811.704 0 10.4329
"1634" 5 194.50651 27.489672 14.4238 0.025431 7623.905 0 10.45938
"1635" 5 195.66019 28.114579 14.6974 0.024884 7460.069 0 10.45875
"1636" 5 194.26894 27.773017 15.683 0.025128 7533.221 0 9.920403
"1637" 5 194.56276 28.521786 16.4411 0.023039 6906.834 0 8.975938
"1638" 5 194.58555 27.429389 16.7409 0.025156 7541.6 0 9.28792
"1639" 5 194.27024 28.209694 17.5329 0.017175 5149.04 0 8.102683
"1640" 5 194.47652 27.490639 15.0548 0.016611 4979.88 0 9.807007
"1641" 5 194.22141 27.929497 15.1237 0.02041 6118.671 0 10.06038
"1642" 5 194.90561 27.336037 16.2351 0.023258 6972.423 0 9.682226
"1643" 5 194.91721 28.630812 15.2747 0.017836 5347.14 0 9.142054
"1644" 5 195.68499 28.045349 13.6905 0.020763 6224.705 0 10.59655
"1645" 5 195.53905 27.589367 17.0381 0.021532 6455.194 0 9.130444
"1646" 5 195.2758 27.397834 15.8423 0.027064 8113.706 0 9.865554
"1647" 5 194.82469 28.623971 16.6366 0.034704 10404.054 1 9.523622
"1648" 5 195.55965 28.35264 14.7737 0.028847 8648.005 0 10.28196
"1649" 5 195.53609 28.387116 14.0824 0.025267 7574.793 0 10.68672
"1650" 5 194.26768 27.730046 15.983 0.029639 8885.624 0 9.762539
"1651" 5 194.4615 27.490868 17.4964 0.024522 7351.661 0 9.273787
"1652" 5 194.33165 27.613796 16.8175 0.025896 7763.488 0 9.158291
"1653" 5 194.50315 27.453994 16.4952 0.025615 7679.331 0 9.599314
"1654" 5 194.31994 27.61846 15.333 0.024162 7243.693 0 10.10732
"1655" 5 194.47474 28.499811 15.0936 0.02436 7302.977 0 10.175
"1656" 5 194.37748 27.543027 16.8136 0.025522 7651.39 0 9.549087
"1657" 5 194.27728 28.296606 16.8451 0.022509 6748.145 0 9.123398
"1658" 5 194.27044 27.677384 17.3563 0.026085 7820.137 0 9.063339
"1659" 5 194.19113 28.051623 15.6733 0.023082 6919.831 0 9.865685
"1660" 5 194.63805 27.364367 14.8314 0.023227 6963.42 0 10.17066
"1661" 5 194.52528 27.418935 16.0712 0.01922 5762.068 0 9.408587
"1662" 5 194.4863 27.442612 17.2378 0.025682 7699.27 0 8.779753
"1663" 5 194.21822 28.188111 17.4621 0.021632 6485.021 0 8.866284
"1664" 5 194.35768 27.546135 14.619 0.018571 5567.524 0 10.18023
"1665" 5 194.17858 28.020447 13.9575 0.020867 6255.835 0 10.55757
"1666" 5 195.02614 27.300703 15.3301 0.026254 7870.874 0 10.08257
"1667" 5 194.34822 27.549936 17.0122 0.02014 6037.736 0 9.030116
"1668" 5 195.71974 27.866593 14.2578 0.027386 8210.23 0 10.60369
"1669" 5 194.3994 27.493236 13.9368 0.024387 7311.099 0 10.79118
"1670" 5 194.36455 28.43969 16.5259 0.025927 7772.743 0 9.338079
"1671" 5 194.26079 27.656692 16.6632 0.022664 6794.421 0 9.429021
"1672" 5 194.40057 27.484815 15.0851 0.024131 7234.154 0 10.28716
"1673" 5 194.19941 28.192117 17.6615 0.019413 5819.814 0 8.862966
"1674" 5 195.73571 28.070406 14.6354 0.025885 7760.065 0 10.38508
"1675" 5 195.12848 27.300169 17.5773 0.025642 7687.167 0 8.916028
"1676" 5 194.39119 28.48226 13.2549 0.020874 6257.988 0 10.78264
"1677" 5 195.15476 28.664141 16.8216 0.023604 7076.19 0 9.154675
"1678" 5 194.38314 28.476943 12.4612 0.022568 6765.614 0 11.18717
"1679" 5 194.16188 28.081154 15.6446 0.027047 8108.406 0 9.920611
"1680" 5 195.54643 28.456622 16.6501 0.020483 6140.655 0 9.38113
"1681" 5 195.09956 27.286911 17.6466 0.024242 7267.479 0 8.830693
"1682" 5 195.75365 28.032485 13.0318 0.017937 5377.398 0 10.69438
"1683" 5 194.16002 28.106277 16.5857 0.021602 6476.225 0 9.370455
"1684" 5 194.15376 27.884889 17.1631 0.021065 6315.248 0 9.035172
"1685" 5 194.44062 27.42934 16.1353 0.02781 8337.123 0 9.593323
"1686" 5 194.32384 28.438816 17.6103 0.023042 6907.887 0 8.990749
"1687" 5 194.35151 27.497818 12.5027 0.024478 7338.452 0 11.3907
"1688" 5 194.87549 28.700143 16.9723 0.023682 7099.826 0 9.264461
"1689" 5 195.11609 27.271774 17.7302 0.025871 7755.913 0 8.996957
"1690" 5 194.34551 27.492958 14.8023 0.027485 8239.874 0 9.727204
"1691" 5 195.46283 27.411816 17.6 0.020222 6062.337 0 8.703685
"1692" 5 194.48549 27.3823 16.6659 0.017385 5211.994 0 9.105005
"1693" 5 194.16809 28.217763 17.0203 0.027723 8311.116 0 9.06832
"1694" 5 194.12423 27.940005 14.4399 0.022131 6634.854 0 10.35558
"1695" 5 195.06513 27.256659 17.6983 0.023783 7130.111 0 8.869941
"1696" 5 194.35439 28.495899 16.6913 0.023948 7179.373 0 9.381483
"1697" 5 194.34045 27.474854 17.5024 0.023168 6945.736 0 9.226657
"1698" 5 194.1186 28.082542 16.0454 0.023268 6975.664 0 9.710415
"1699" 5 195.67002 28.371308 14.329 0.024727 7413.04 0 10.47114
"1700" 5 194.2117 27.627846 17.0624 0.026981 8088.703 0 9.202316
"1701" 5 194.57761 27.310818 15.9653 0.024722 7411.409 0 9.560406
"1702" 5 195.55895 28.507103 17.6767 0.022664 6794.559 0 9.112444
"1703" 5 195.77165 27.784126 15.2903 0.025582 7669.42 0 10.09637
"1704" 5 195.6332 28.43933 15.6151 0.0199 5966.008 0 9.663942
"1705" 5 194.14971 27.718836 16.5403 0.022424 6722.501 0 9.323789
"1706" 5 194.2681 27.52594 16.1561 0.027704 8305.369 0 9.802794
"1707" 5 194.11094 27.830645 14.2325 0.020911 6268.876 0 10.43123
"1708" 5 194.78567 28.728221 16.3064 0.023667 7095.23 0 9.464579
"1709" 5 195.74767 28.275357 16.5808 0.023908 7167.432 0 9.559317
"1710" 5 195.81768 28.030416 14.0975 0.020318 6091.105 0 10.41012
"1711" 5 195.44991 27.354816 16.9804 0.0202 6055.682 0 9.036555
"1712" 5 194.64722 27.264693 15.1755 0.02454 7356.778 0 9.546597
"1713" 5 194.08493 28.050818 17.1354 0.025369 7605.324 0 9.248381
"1714" 5 194.14666 28.275454 14.8251 0.024334 7295.207 0 10.29045
"1715" 5 194.14237 27.687346 16.2723 0.022948 6879.556 0 9.684948
"1716" 5 195.80264 28.172502 16.1348 0.024254 7271.262 0 9.724792
"1717" 5 194.45735 28.624265 17.2172 0.025 7494.701 0 8.738091
"1718" 5 195.35448 28.677235 14.4608 0.029152 8739.649 0 10.23012
"1719" 5 194.28925 27.466404 14.0821 0.02485 7449.912 0 10.71458
"1720" 5 194.35521 27.404571 15.207 0.016175 4849.185 0 9.607808
"1721" 5 194.10959 27.727261 15.4481 0.022763 6824.29 0 10.06274
"1722" 5 194.58064 28.698529 16.5465 0.019305 5787.4 0 9.109933
"1723" 5 195.84487 27.935978 14.9587 0.020097 6024.92 0 10.00323
"1724" 5 195.29469 27.246489 16.1847 0.020613 6179.61 0 9.530655
"1725" 5 195.73887 28.375619 16.9303 0.029516 8848.692 0 9.238604
"1726" 5 195.85554 28.014005 14.896 0.026544 7957.619 0 10.27618
"1727" 5 194.08246 27.751033 14.4159 0.022975 6887.813 0 10.50868
"1728" 5 194.05942 27.815587 17.3134 0.022224 6662.546 0 9.03381
"1729" 5 195.44927 28.660214 17.0817 0.028723 8610.912 0 9.283548
"1730" 5 194.17664 27.548255 16.7229 0.025318 7590.253 0 9.385762
"1731" 5 195.65897 28.501914 16.2325 0.019218 5761.402 0 9.410975
"1732" 5 194.16022 27.570937 17.3998 0.025372 7606.217 0 9.141545
"1733" 5 194.53846 28.708593 14.4668 0.025368 7605.252 0 10.33031
"1734" 5 194.04126 27.844254 14.4851 0.025257 7571.918 0 10.49408
"1735" 5 195.64658 27.439437 15.5176 0.018061 5414.45 0 9.4075
"1736" 5 194.29483 27.404902 14.792 0.020678 6199.019 0 10.06512
"1737" 5 194.04574 28.163171 15.5237 0.028999 8693.571 0 10.22688
"1738" 5 194.23307 27.462391 17.1141 0.025394 7612.963 0 9.327997
"1739" 5 195.88014 28.092321 15.8152 0.021117 6330.726 0 9.711243
"1740" 5 194.81836 27.158068 15.248 0.022321 6691.802 0 10.00318
"1741" 5 194.01142 28.047967 16.5879 0.024677 7398.071 0 9.343559
"1742" 5 194.39456 27.310304 16.9251 0.024847 7448.925 0 9.321312
"1743" 5 194.00648 28.038365 14.8154 0.019796 5934.739 0 9.884796
"1744" 5 195.71353 28.482453 16.7273 0.02357 7066.21 0 9.376247
"1745" 5 194.60542 27.199991 16.3889 0.026831 8043.854 0 9.45613
"1746" 5 194.14247 27.538949 14.5361 0.023656 7092.034 0 10.46553
"1747" 5 193.999 27.955075 15.8016 0.027008 8096.828 0 9.664094
"1748" 5 195.63575 27.393487 17.1558 0.018203 5457.068 0 8.395723
"1749" 5 195.90241 28.097967 17.6464 0.020586 6171.585 0 8.812862
"1750" 5 194.65533 27.176604 15.0221 0.025568 7665.121 0 9.634805
"1751" 5 195.83981 28.309041 15.5871 0.018426 5523.901 0 9.73217
"1752" 5 195.05836 28.828168 14.016 0.024474 7337.262 0 10.56799
"1753" 5 195.52299 27.297267 15.998 0.02428 7278.88 0 9.795136
"1754" 5 195.25136 28.792164 17.3238 0.026597 7973.676 0 8.992513
"1755" 5 193.98941 27.904928 15.8148 0.021932 6575.105 0 9.807529
"1756" 5 195.89985 28.16697 16.987 0.022078 6618.692 0 9.116309
"1757" 5 194.48073 27.232015 17.3035 0.021617 6480.745 0 8.930635
"1758" 5 195.87512 28.274706 16.453 0.021386 6411.26 0 9.496417
"1759" 5 193.99978 28.18695 15.5989 0.018675 5598.609 0 9.733838
"1760" 5 194.25709 27.372093 15.1384 0.023359 7002.759 0 10.15591
"1761" 5 195.89041 28.239431 16.874 0.027408 8216.652 0 9.281247
"1762" 5 194.03977 28.310885 15.3437 0.026385 7910.096 0 10.11566
"1763" 5 194.19907 27.420988 15.6309 0.025918 7769.952 0 9.863388
"1764" 5 195.49725 28.709476 17.3204 0.020232 6065.41 0 9.058898
"1765" 5 194.09736 27.544041 17.5585 0.024465 7334.357 0 9.115335
"1766" 5 194.17058 27.447747 17.4377 0.024455 7331.383 0 9.092758
"1767" 5 194.02542 27.678109 15.1041 0.016483 4941.557 0 9.118738
"1768" 5 194.28195 27.340548 17.391 0.024335 7295.593 0 9.181988
"1769" 5 195.94282 27.986928 16.6896 0.020611 6178.986 0 9.384387
"1770" 5 195.93727 28.084232 14.3054 0.018766 5626.013 0 10.35775
"1771" 5 194.02686 27.648046 15.426 0.025363 7603.732 0 9.886551
"1772" 5 194.81948 27.106142 16.0256 0.027953 8380.198 0 10.05077
"1773" 5 193.95418 27.905867 15.0433 0.023127 6933.399 0 10.17476
"1774" 5 195.96165 27.988379 14.2032 0.02118 6349.505 0 10.45072
"1775" 5 194.00802 27.664677 17.4831 0.020671 6197.148 0 8.707311
"1776" 5 195.9604 28.054417 16.0855 0.02098 6289.523 0 9.366701
"1777" 5 195.23006 27.121586 17.4963 0.021482 6440.214 0 8.735768
"1778" 5 195.10686 28.867817 14.2256 0.02258 6769.23 0 10.43804
"1779" 5 195.791 28.48962 16.9602 0.017981 5390.703 0 8.991229
"1780" 5 194.23573 28.623357 14.6749 0.021857 6552.483 0 10.23711
"1781" 5 195.07976 28.878152 17.2729 0.024629 7383.636 0 8.982965
"1782" 5 193.95534 27.751878 17.3963 0.024182 7249.482 0 9.19161
"1783" 5 195.95812 28.185732 12.7329 0.023235 6965.693 0 11.03795
"1784" 5 195.96016 28.178639 16.6757 0.021292 6383.109 0 9.1561
"1785" 5 194.09079 28.48692 15.6934 0.022009 6598.234 0 9.729198
"1786" 5 194.91298 28.895521 13.6609 0.020394 6113.856 0 10.7316
"1787" 5 193.93908 27.796288 17.1513 0.022937 6876.247 0 9.23702
"1788" 5 195.63644 27.295559 15.7128 0.025375 7607.357 0 9.92679
"1789" 5 195.97431 27.821956 17.2503 0.016551 4961.928 0 8.906649
"1790" 5 194.65151 27.104137 14.1023 0.026492 7941.976 0 10.64386
"1791" 5 194.06096 27.506298 15.9893 0.024784 7430.113 0 9.756774
"1792" 5 194.62608 28.858852 15.0397 0.026647 7988.57 0 10.27063
"1793" 5 194.30865 27.253726 17.0524 0.017479 5240.09 0 8.973359
"1794" 5 193.94928 28.256104 15.3295 0.027009 8097.193 0 10.39593
"1795" 5 195.97864 28.187647 15.2387 0.022917 6870.362 0 10.02297
"1796" 5 193.98458 27.609781 16.5128 0.022739 6817.044 0 9.561776
"1797" 5 193.93447 27.716593 16.4817 0.02388 7158.9 0 9.523399
"1798" 5 194.01499 28.43477 15.7603 0.022774 6827.351 0 9.68248
"1799" 5 194.91577 28.92657 13.9161 0.020093 6023.619 0 10.49568
"1800" 5 195.31567 28.872181 16.1396 0.02378 7129.152 0 9.604072
"1801" 5 194.06957 27.445976 15.0009 0.02136 6403.639 0 10.14024
"1802" 5 193.89197 27.841662 15.425 0.023342 6997.866 0 10.05234
"1803" 5 193.99332 28.407369 16.2901 0.02003 6004.765 0 9.26753
"1804" 5 196.0198 27.850522 16.2859 0.021286 6381.406 0 9.510608
"1805" 5 195.01911 27.032474 16.6474 0.02321 6958.153 0 9.302792
"1806" 5 195.79057 28.583517 14.2056 0.02283 6844.154 0 10.51453
"1807" 5 196.03318 27.964958 14.833 0.019804 5937.198 0 9.930933
"1808" 5 193.89875 27.76714 15.7107 0.022349 6700.107 0 9.717652
"1809" 5 194.68006 28.910058 14.8131 0.027834 8344.45 0 10.13157
"1810" 5 194.56491 27.087222 16.4772 0.025749 7719.491 0 9.482289
"1811" 5 193.86739 27.949693 16.7416 0.020793 6233.555 0 9.272448
"1812" 5 194.19753 27.292284 16.2386 0.026169 7845.401 0 9.751913
"1813" 5 195.97679 28.310541 16.6809 0.026751 8019.805 0 8.804569
"1814" 5 195.80697 27.369081 15.2286 0.021271 6376.987 0 10.01495
"1815" 5 195.59294 27.18792 17.6926 0.035738 10713.848 1 9.358716
"1816" 5 195.64804 28.745236 16.0822 0.020396 6114.519 0 9.556113
"1817" 5 195.13003 28.95054 16.7178 0.023274 6977.244 0 8.994492
"1818" 5 193.85438 27.798033 13.8604 0.024573 7366.668 0 10.7774
"1819" 5 193.82965 27.925072 17.2285 0.021539 6457.176 0 9.120548
"1820" 5 195.86634 28.564221 16.1025 0.015893 4764.578 0 8.765062
"1821" 5 193.83333 27.866689 15.0058 0.02326 6973.029 0 10.05253
"1822" 5 196.04228 28.247957 14.1992 0.0198 5936.026 0 10.43702
"1823" 5 195.8194 27.335579 17.6383 0.035301 10582.869 1 8.869272
"1824" 5 194.66124 27.013247 16.9877 0.023405 7016.535 0 8.935959
"1825" 5 195.83252 28.617268 15.975 0.019883 5960.71 0 9.605999
"1826" 5 194.61289 27.023467 17.2677 0.025157 7541.804 0 8.690557
"1827" 5 194.1575 28.703317 17.5868 0.034668 10393.226 1 9.199865
"1828" 5 194.95524 26.974333 16.7701 0.023506 7047.041 0 8.765923
"1829" 5 194.11906 27.291281 14.812 0.025071 7516.103 0 9.918314
"1830" 5 193.8658 27.656126 14.0089 0.023409 7017.92 0 10.65072
"1831" 5 195.65563 27.176138 15.0165 0.018297 5485.174 0 10.01349
"1832" 5 194.55554 28.948108 14.1854 0.025557 7661.766 0 10.53162
"1833" 5 195.00496 26.956108 16.9143 0.023916 7169.818 0 8.99264
"1834" 5 194.93699 26.954799 16.9494 0.034246 10266.782 1 9.428608
"1835" 5 194.62849 26.994941 17.4475 0.024862 7453.521 0 8.122698
"1836" 5 194.48608 27.037508 15.2775 0.024718 7410.393 0 10.27819
"1837" 5 193.83719 27.669153 17.0767 0.023702 7105.636 0 9.213569
"1838" 5 194.61602 28.97414 15.0998 0.0238 7135.18 0 10.12977
"1839" 5 193.86073 27.604035 16.6668 0.022616 6779.965 0 9.48991
"1840" 5 195.93683 28.545914 16.0636 0.025799 7734.493 0 9.80907
"1841" 5 194.76934 26.958185 16.6384 0.027001 8094.612 0 9.415885
"1842" 5 194.14433 27.22756 15.3046 0.023983 7189.893 0 9.77392
"1843" 5 193.81555 28.251936 17.7044 0.02109 6322.575 0 8.887079
"1844" 5 195.51845 28.894583 14.7822 0.027056 8111.08 0 10.43997
"1845" 5 195.84769 27.306954 17.2913 0.018555 5562.76 0 8.415624
"1846" 5 193.87758 27.544268 15.2558 0.023431 7024.341 0 10.0739
"1847" 5 193.77081 28.062525 17.5198 0.020907 6267.839 0 8.927612
"1848" 5 193.80778 27.7089 16.0301 0.022265 6674.999 0 9.728168
"1849" 5 195.60688 28.858069 16.5167 0.022336 6696.101 0 8.643051
"1850" 5 194.29982 27.103343 16.0956 0.024506 7346.726 0 9.6379
"1851" 5 194.18133 27.178796 12.8983 0.02531 7587.834 0 11.16497
"1852" 5 195.1648 29.019421 13.7242 0.024246 7268.723 0 10.62621
"1853" 5 193.87127 27.52143 13.2981 0.023271 6976.59 0 10.92546
"1854" 5 194.099 27.233998 16.56 0.020188 6052.201 0 9.371575
"1855" 5 196.0578 27.560094 17.5447 0.023136 6936.013 0 9.028504
"1856" 5 194.40226 27.031373 14.7773 0.024526 7352.695 0 10.37789
"1857" 5 194.01753 27.28554 17.3882 0.022359 6703.117 0 8.643682
"1858" 5 193.73162 28.066864 17.4075 0.021026 6303.331 0 8.914144
"1859" 5 193.73652 28.126262 16.1411 0.021028 6303.898 0 9.569697
"1860" 5 196.04687 27.490445 14.9588 0.01777 5327.384 0 9.926116
"1861" 5 195.0147 26.898117 13.5096 0.019764 5925.026 0 10.65157
"1862" 5 196.13063 28.301925 17.4825 0.026261 7872.748 0 8.376487
"1863" 5 193.84404 28.467896 14.6596 0.023418 7020.624 0 10.17585
"1864" 5 196.15375 28.250518 16.4178 0.018743 5619.001 0 9.282778
"1865" 5 196.06861 27.506387 16.4859 0.023533 7054.881 0 9.581109
