"clusterID" "ra" "dec" "u" "g" "r" "i" "z" "zspec" "zerrx" "Vel" "Vel_err" "radp" "radmpc" "Voff" "Flag" "run" "camcol" "field" "DR12id" "DR12specObjID" "lgm_tot_p50" "sfr_tot_p50" "specsfr_tot_p50" "d4000_n"
"714" 3 49.591004 40.154869 0 0 15.2168 0 0 0.016944 0 5079.74 0 1.3841 1.812817 -286.545 0 3634 3 110 "1237661082125730090" "1874678645281286144" 10.00826 -2.432145 -12.50417 1.837807
"715" 3 50.602675 40.188835 0 0 17.1451 0 0 0.026084 0 7819.813 0 1.412428 1.84992 2453.528 1 3634 4 114 "1237661082662864123" "1875762489120024576" 9.378501 -9999 -9999 1.442611
"716" 3 49.351824 42.881831 0 0 15.6197 0 0 0.015487 0 4642.781 0 1.439391 1.885235 -723.504 0 3629 3 60 "1237661060647617563" "1875861994922338304" 9.706057 -1.945348 -11.6905 1.776393
"717" 3 50.041307 42.962642 0 0 15.0467 0 0 0.018849 0 5650.92 0 1.451272 1.900796 284.635 0 3629 4 62 "1237661061184619260" "1874746540124301312" 10.13376 -1.69705 -11.92118 1.648083
"718" 4 176.19983 19.688506 0 0 14.5792 0 0 0.016278 0 4880.073 0 0.015305 0.024762 -1715.361 0 5225 3 80 "1237667915416731946" "2821657244142168064" 9.817828 -1.370921 -11.26355 1.494328
"719" 4 176.23733 19.731904 0 0 14.3096 0 0 0.025847 0 7748.793 0 0.056243 0.090996 1153.359 0 5225 3 80 "1237667915416731782" "2821658893409609728" 10.64297 -1.684872 -12.33551 1.964371
"720" 4 176.19427 19.757886 0 0 14.9129 0 0 0.021396 0 6414.278 0 0.058647 0.094887 -181.156 0 5225 3 80 "1237667915416731695" "2824948632216692736" 10.24794 -2.090755 -12.40258 1.912531
"721" 4 176.23991 19.738382 0 0 15.8547 0 0 0.020121 0 6032.118 0 0.062083 0.100446 -563.316 0 5225 3 80 NA NA NA NA NA NA
"722" 4 176.15231 19.751606 0 0 16.1275 0 0 0.019076 0 5718.889 0 0.062271 0.100749 -876.545 0 5225 3 80 "1237667915416731932" "2824947257827158016" 9.431578 -2.028995 -11.52557 1.666776
"723" 4 176.11918 19.693588 0 0 17.0752 0 0 0.020837 0 6246.671 0 0.065539 0.106036 -348.764 0 5225 3 79 "1237667915416666336" "2821658343653795840" 9.210723 -2.190511 -11.44279 1.650759
"724" 4 176.19916 19.773418 0 0 15.3396 0 0 0.028247 0 8468.286 0 0.074605 0.120705 1872.851 0 5225 3 80 "1237667915416731700" "2821654220485191680" 9.626299 0.01481487 -9.668912 1.112412
"725" 4 176.26978 19.682078 0 0 15.475 0 0 0.021228 0 6364.126 0 0.07847 0.126958 -231.308 0 5225 3 80 "1237667915416732011" "2821659168287516672" 9.933416 -1.645582 -11.62222 1.903254
"726" 4 176.22857 19.776473 0 0 14.3018 0 0 0.027417 0 8219.506 0 0.085725 0.138697 1624.072 0 5225 3 80 "1237667915416731720" "2824933239053903872" 10.67292 0.1048977 -10.62316 1.621131
"727" 4 176.1396 19.626709 0 0 16.7644 0 0 0.024132 0 7234.727 0 0.086125 0.139343 639.292 0 5225 3 79 "1237667915416666357" "2821657519020075008" 9.489272 -0.4671148 -10.00945 1.344228
"728" 4 176.25756 19.763748 0 0 16.5126 0 0 0.027421 0 8220.729 0 0.091407 0.147889 1625.295 0 5225 3 80 "1237667915416731999" "2821654495363098624" 9.355993 -1.065306 -10.47101 1.375181
"729" 4 176.21743 19.609949 0 0 14.901 0 0 0.021552 0 6461.049 0 0.093589 0.15142 -134.385 0 5225 3 80 "1237667915416731976" "2824945333681809408" 10.0895 -1.761173 -11.90714 1.802675
"730" 4 176.20485 19.795059 0 0 13.1152 0 0 0.018711 0 5609.492 0 0.096799 0.156613 -985.942 0 5313 4 111 NA NA NA NA NA NA
"731" 4 176.27439 19.636509 0 0 17.3306 0 0 0.01625 0 4871.687 0 0.102489 0.165819 -1723.747 0 5225 3 80 "1237667915416731809" "2821669063892166656" 8.806793 -2.046257 -10.89578 1.619844
"732" 4 176.09259 19.7745 0 0 15.5615 0 0 0.02224 0 6667.432 0 0.117395 0.189936 71.998 0 5225 3 79 "1237667915416666306" "2824945883437623296" 10.0254 -2.438137 -12.53476 1.932383
"733" 4 176.20061 19.580951 0 0 15.1916 0 0 0.019677 0 5898.977 0 0.119085 0.19267 -696.457 0 5225 3 80 "1237667915416731964" "2824948907094599680" 9.917293 -1.753206 -11.72194 1.774952
"734" 4 176.27094 19.606347 0 0 12.467 0 0 0.021596 0 6474.303 0 0.121236 0.196151 -121.131 0 5225 3 80 "1237667915416731797" "2821658618531702784" 11.14721 -1.167659 -12.35957 1.601927
"735" 4 176.30737 19.756154 0 0 15.477 0 0 0.027541 0 8256.536 0 0.125432 0.202939 1661.102 0 5225 3 81 "1237667915416797372" "2824937637100414976" 10.22949 -0.2661312 -10.54448 1.208522
"736" 4 176.26834 19.570675 0 0 16.8431 0 0 0.021541 0 6457.889 0 0.149138 0.241293 -137.545 0 5313 3 112 "1237668293375951116" "2824937087344601088" 9.446975 -2.498255 -11.97152 1.990129
"737" 4 176.10471 19.828078 0 0 14.4865 0 0 0.014795 0 4435.546 0 0.150862 0.244083 -2159.888 1 5313 4 111 "1237668293912756256" "2821645974147983360" 9.969691 -2.109483 -12.16099 1.894075
"738" 4 176.03189 19.737531 0 0 14.3828 0 0 0.025859 0 7752.318 0 0.152282 0.246379 1156.884 0 5225 3 79 "1237667915416666146" "2824948357338785792" 10.484 -1.658434 -12.19495 1.899557
"739" 4 176.08646 19.825926 0 0 14.2386 0 0 0.018489 0 5542.965 0 0.158798 0.256923 -1052.469 0 5313 4 111 "1237668293912756257" "2825014877792266240" 10.34926 -1.632242 -12.03077 1.860773
"740" 4 176.20895 19.532849 0 0 13.7236 0 0 0.020928 0 6273.91 0 0.167748 0.271404 -321.524 0 5313 3 111 "1237668293375885336" "2821527226892183552" 10.65347 -1.674438 -12.39676 1.664252
"741" 4 176.01263 19.740226 0 0 15.7337 0 0 0.022864 0 6854.494 0 0.170524 0.275893 259.06 0 5225 3 79 "1237667915416666262" "2824943684414367744" 9.906145 -2.281428 -12.22525 1.817207
"742" 4 176.28868 19.554159 0 0 15.6043 0 0 0.025073 0 7516.837 0 0.173248 0.280302 921.403 0 5313 3 112 "1237668293375951133" "2824936262710880256" 10.04201 -1.908416 -11.98396 1.707674
"743" 4 176.00419 19.716048 0 0 17.5189 0 0 0.017962 0 5384.917 0 0.174321 0.282037 -1210.517 0 5225 3 79 "1237667915416666251" "2821647898293331968" 8.837387 -2.599835 -11.5094 1.531026
"744" 4 176.26551 19.859482 0 0 16.4922 0 0 0.021136 0 6336.413 0 0.175649 0.284187 -259.021 0 5313 4 112 "1237668293912822057" "2825018451205056512" 9.381963 -2.838918 -12.30635 1.733009
"745" 4 176.19772 19.876385 0 0 14.4472 0 0 0.026077 0 7817.742 0 0.177107 0.286546 1222.308 0 5313 4 111 "1237668293912756409" "2821656419508447232" 10.5064 -1.735661 -12.27076 1.891797
"746" 4 176.07898 19.844658 0 0 13.8224 0 0 0.021254 0 6371.789 0 0.178066 0.288096 -223.645 0 5313 4 111 "1237668293912756255" "2821644324880541696" 10.64814 -1.714784 -12.40567 1.975671
"747" 4 176.31191 19.84554 0 0 13.7626 0 0 0.025772 0 7726.254 0 0.186622 0.30194 1130.82 0 5313 4 112 "1237668293912821935" "2825020100472498176" 10.76369 -1.263521 -12.07727 1.900205
"748" 4 176.00811 19.784426 0 0 15.0786 0 0 0.016327 0 4894.846 0 0.189896 0.307236 -1700.588 0 5313 4 110 NA NA NA NA NA NA
"749" 4 175.98608 19.670628 0 0 17.369 0 0 0.021897 0 6564.657 0 0.192756 0.311863 -30.777 0 5225 3 79 "1237667915416666240" "2824944783925995520" 8.825245 -1.78077 -10.66797 1.412641
"750" 4 176.01339 19.80109 0 0 14.9344 0 0 0.026635 0 7984.906 0 0.193662 0.31333 1389.472 0 5313 4 110 "1237668293912690932" "2824947532705064960" 10.31214 -1.715702 -12.085 1.95187
"751" 4 176.29449 19.533182 0 0 15.1824 0 0 0.02147 0 6436.604 0 0.193943 0.313784 -158.83 0 5313 3 112 "1237668293375950948" "2821526402258462720" 10.04769 -1.852746 -11.95 1.621958
"752" 4 175.99823 19.778955 0 0 14.4023 0 0 0.018706 0 5607.966 0 0.195977 0.317076 -987.468 0 5313 4 110 "1237668293912690907" "2821646523903797248" 10.22498 -0.9360717 -11.22929 1.762457
"753" 4 176.35628 19.818144 0 0 15.4361 0 0 0.028166 0 8444.062 0 0.197553 0.319625 1848.628 0 5313 4 112 "1237668293912822122" "2821670163403794432" 10.03651 -1.178353 -11.26774 1.616198
"754" 4 176.33513 19.549509 0 0 17.2698 0 0 0.015997 0 4795.675 0 0.203836 0.32979 -1799.759 0 5313 3 112 "1237668293375951202" "2821526952014276608" 8.11638 -0.9439576 -9.107074 0.9252276
"755" 4 175.97319 19.739382 0 0 15.521 0 0 0.02053 0 6154.739 0 0.206606 0.334272 -440.695 0 5225 3 78 "1237667915416600900" "2824946708071344128" 9.844666 -1.832158 -11.71944 1.762511
"756" 4 176.23265 19.493812 0 0 14.881 0 0 0.021239 0 6367.43 0 0.209834 0.339495 -228.004 0 5313 3 112 "1237668293375950860" "2824935712955066368" 10.28549 -2.014156 -12.37976 1.863218
"757" 4 176.41791 19.717407 0 0 17.5537 0 0 0.018825 0 5643.461 0 0.216716 0.350629 -951.973 0 5225 3 81 "1237667915416797438" "2821668789014259712" 8.940639 -2.483935 -11.48884 1.559001
"758" 4 176.06346 19.510991 0 0 16.5004 0 0 0.021896 0 6564.367 0 0.222244 0.359573 -31.067 0 5313 3 110 "1237668293375819948" "2824943959292274688" 9.382414 -2.012272 -11.45203 1.619311
"759" 4 176.39609 19.591748 0 0 16.5916 0 0 0.023171 0 6946.527 0 0.223163 0.36106 351.093 0 5225 3 81 "1237667915416797428" "2824935987832973312" 9.374364 -1.606525 -11.03478 1.519817
"760" 4 176.15162 19.477669 0 0 17.3566 0 0 0.009222 0 2764.684 0 0.224523 0.363261 -3830.75 1 5313 3 111 "1237668293375885602" "2824944509048088576" 7.602098 -1.619349 -9.278502 1.088217
"761" 4 176.01988 19.533503 0 0 16.377 0 0 0.024279 0 7278.631 0 0.229688 0.371617 683.197 0 5313 3 110 "1237668293375819912" "2824945058803902464" 9.446914 -1.260749 -10.75806 1.684088
"762" 4 176.42151 19.770238 0 0 14.9833 0 0 0.018103 0 5427.14 0 0.23049 0.372914 -1168.294 0 5225 3 81 "1237667915416797266" "2821669888525887488" 9.869125 -2.073343 -11.98 1.92561
"763" 4 175.98743 19.833362 0 0 17.6935 0 0 0.01944 0 5828.103 0 0.231863 0.375136 -767.331 0 5313 4 110 "1237668293912691060" "2821646798781704192" 8.647528 -2.774867 -11.47204 1.538064
"764" 4 176.43188 19.648519 0 0 16.8018 0 0 0.026162 0 7843.041 0 0.234727 0.37977 1247.607 0 5225 3 81 "1237667915416797448" "2821667689502631936" 9.553416 -1.736214 -11.36907 1.701206
"765" 4 176.43863 19.691868 0 0 17.3707 0 0 0.020531 0 6155.075 0 0.235605 0.381189 -440.359 0 5225 3 81 "1237667915416797454" "2821667964380538880" 9.1217 -1.208362 -10.37095 1.318666
"766" 4 176.20677 19.941101 0 0 16.4482 0 0 0.017784 0 5331.608 0 0.242222 0.391895 -1263.826 0 5313 4 112 "1237668293912822025" "2825014602914359296" 9.310929 -2.44391 -11.83495 1.684642
"767" 4 176.22108 19.456621 0 0 16.0232 0 0 0.018817 0 5641.291 0 0.244797 0.396062 -954.143 0 5313 3 111 "1237668293375885374" "2821523378601486336" 8.705395 -0.9973684 -9.769123 1.126855
"768" 4 176.21764 19.454195 0 0 14.139 0 0 0.018239 0 5468.05 0 0.246823 0.39934 -1127.385 0 5313 3 111 NA NA NA NA NA NA
"769" 4 176.44213 19.773761 0 0 12.568 0 0 0.017954 0 5382.516 0 0.250061 0.404578 -1212.918 0 5225 3 81 "1237667915416797264" "2821676760473561088" 10.92836 -1.506296 -12.50211 1.985256
"770" 4 176.45535 19.748323 0 0 17.2667 0 0 0.023779 0 7128.879 0 0.255925 0.414066 533.445 0 5225 3 82 "1237667915416862881" "2821676485595654144" 9.03086 -2.01111 -11.09 1.631134
"771" 4 175.96389 19.862122 0 0 16.5893 0 0 0.023141 0 6937.584 0 0.266778 0.431625 342.15 0 5313 4 110 "1237668293912691020" "2821638827322402816" 9.440893 -2.50118 -12.00444 1.649794
"772" 4 176.38885 19.507824 0 0 17.1208 0 0 0.015037 0 4507.976 0 0.268908 0.435071 -2087.458 0 5313 3 112 "1237668293375951222" "2824933513931810816" 7.829817 -0.8635693 -8.740252 0.9689352
"773" 4 175.98511 19.894579 0 0 12.9614 0 0 0.02102 0 6301.769 0 0.273368 0.442288 -293.665 0 5313 4 110 "1237668293912690837" "2821646249025890304" 10.97739 -1.143179 -12.17257 1.782883
"774" 4 176.0508 19.942773 0 0 16.9009 0 0 0.020658 0 6193.104 0 0.275673 0.446017 -402.33 0 5313 4 111 "1237668293912756432" "2825013503402731520" 9.206603 -2.118976 -11.38008 1.65993
"775" 4 176.47098 19.611512 0 0 15.063 0 0 0.022533 0 6755.28 0 0.280113 0.4532 159.846 0 5225 3 82 "1237667915416862884" "2824937911978321920" 10.04319 -1.940878 -12.04382 1.670032
"776" 4 176.27899 19.966857 0 0 15.092 0 0 0.019872 0 5957.38 0 0.280609 0.454003 -638.054 0 5313 4 112 NA NA NA NA NA NA
"777" 4 176.26618 19.973681 0 0 12.897 0 0 0.016883 0 5061.411 0 0.283774 0.459124 -1534.023 0 5313 4 112 "1237668293912821786" "2821665215601469440" 10.80005 -1.713062 -12.54506 1.881583
"778" 4 175.90412 19.604646 0 0 14.5847 0 0 0.021949 0 6580.217 0 0.284048 0.459566 -15.217 0 5225 3 78 "1237667915416600680" "2821641301223565312" 10.32436 -1.783749 -12.1456 1.957385
"779" 4 175.91293 19.579538 0 0 15.8557 0 0 0.025329 0 7593.494 0 0.285838 0.462463 998.06 0 5225 3 78 NA NA NA NA NA NA
"780" 4 176.49295 19.649754 0 0 16.4639 0 0 0.021307 0 6387.702 0 0.290905 0.470662 -207.732 0 5225 3 82 "1237667915416862916" "2824934338565531648" 9.014258 -1.788081 -10.87425 1.30054
"781" 4 176.0851 19.980864 0 0 14.0746 0 0 0.021114 0 6329.839 0 0.297741 0.481721 -265.595 0 5313 4 111 "1237668293912756343" "2825009929989941248" 10.58434 -0.9324644 -11.56986 1.887187
"782" 4 175.98936 19.935674 0 0 15.7812 0 0 0.023436 0 7025.831 0 0.301558 0.487896 430.397 0 5313 4 110 "1237668293912690773" "2821643500246820864" 9.665071 -1.921894 -11.62688 1.717872
"783" 4 176.009 19.949827 0 0 11.9672 0 0 0.020796 0 6234.586 0 0.302045 0.488684 -360.848 0 5313 4 110 "1237668293912690766" "2824999209751570432" 11.31682 -1.242927 -12.60365 2.013441
"784" 4 176.49417 19.803047 0 0 15.1547 0 0 0.018992 0 5693.796 0 0.305837 0.494819 -901.638 0 5313 4 113 "1237668293912887413" "2821679234374723584" 9.861652 -1.883748 -11.83313 1.891372
"785" 4 176.10953 19.997508 0 0 16.8564 0 0 0.018909 0 5668.866 0 0.307154 0.496951 -926.569 0 5225 4 79 "1237667915953537238" "2821655319996819456" 9.140586 -1.84272 -11.04664 1.798977
"786" 4 176.37477 19.444691 0 0 13.7546 0 0 0.02127 0 6376.616 0 0.309311 0.50044 -218.819 0 5313 3 112 "1237668293375951070" "2824934613443438592" 10.72956 -0.8164693 -11.60139 1.866327
"787" 4 175.92152 19.88644 0 0 16.2642 0 0 0.021158 0 6342.862 0 0.313264 0.506836 -252.572 0 5313 4 110 "1237668293912691004" "2825003607798081536" 9.544391 -1.816362 -11.41618 1.673484
"788" 4 176.52287 19.661802 0 0 16.5978 0 0 0.019673 0 5897.73 0 0.317039 0.512944 -697.704 0 5225 3 82 "1237667915416862962" "2821680333886351360" 9.440045 -1.659578 -11.15528 1.796918
"789" 4 175.98686 19.95581 0 0 16.1952 0 0 0.021006 0 6297.47 0 0.318971 0.516069 -297.964 0 5313 4 110 "1237668293912690769" "2821644874636355584" 9.76143 -1.66312 -11.51852 1.905543
"790" 4 176.22736 20.017072 0 0 16.1851 0 0 0.024319 0 7290.527 0 0.319681 0.517219 695.093 0 5225 4 80 "1237667915953602770" "2825010754623662080" 9.318108 -0.4014926 -9.790054 1.160112
"791" 4 176.51524 19.78694 0 0 15.7213 0 0 0.023919 0 7170.721 0 0.319797 0.517406 575.287 0 5225 3 82 NA NA NA NA NA NA
"792" 4 176.00901 19.971921 0 0 13.6913 0 0 0.021093 0 6323.441 0 0.32059 0.518689 -271.993 0 5313 4 110 "1237668293912690764" "2825001683652732928" 10.65805 -1.804082 -12.4733 1.926595
"793" 4 176.52622 19.634342 0 0 14.9373 0 0 0.02083 0 6244.536 0 0.324551 0.525097 -350.898 0 5225 3 82 "1237667915416862948" "2824927191739951104" 10.15008 -1.839696 -12.06389 1.845305
"794" 4 176.31531 19.39211 0 0 14.1893 0 0 0.022652 0 6791.019 0 0.329748 0.533506 195.585 0 5313 3 112 NA NA NA NA NA NA
"795" 4 176.52578 19.790226 0 0 14.3685 0 0 0.018884 0 5661.26 0 0.330241 0.534303 -934.174 0 5225 3 82 "1237667915416862832" "2821677585107281920" 10.28244 -1.890754 -12.19858 2.007761
"796" 4 176.32956 19.394157 0 0 17.1473 0 0 0.018549 0 5560.877 0 0.332961 0.538703 -1034.557 0 5313 3 112 "1237668293375951186" "2821525852502648832" 8.740823 -1.261276 -10.0472 1.076059
"797" 4 176.49482 19.529025 0 0 14.2818 0 0 0.01831 0 5489.146 0 0.334997 0.541998 -1106.288 0 5313 3 113 "1237668293376016421" "2821515132264278016" 10.33941 -1.39914 -11.78889 1.776348
"798" 4 176.02277 19.996102 0 0 14.1824 0 0 0.018843 0 5649.109 0 0.335152 0.54225 -946.325 0 5225 4 79 "1237667915953537163" "2825000584141105152" 10.42409 -1.651253 -12.13864 1.903969
"799" 4 176.52171 19.576125 0 0 16.845 0 0 0.021447 0 6429.697 0 0.337085 0.545376 -165.737 0 5313 3 113 "1237668293376016589" "2824931314908555264" 9.160694 -2.327082 -11.54065 1.61585
"800" 4 175.96227 19.435575 0 0 15.1337 0 0 0.020488 0 6142.295 0 0.339146 0.54871 -453.139 0 5313 3 110 NA NA NA NA NA NA
"801" 4 176.45234 19.467055 0 0 17.7584 0 0 0.018592 0 5573.876 0 0.340181 0.550386 -1021.558 0 5313 3 113 "1237668293376016521" "2821514582508464128" 8.695515 -2.222341 -10.97212 1.395095
"802" 4 175.99459 19.991185 0 0 17.308 0 0 0.021209 0 6358.235 0 0.344119 0.556757 -237.199 0 5225 4 79 "1237667915953537313" "2824999484629477376" 9.246404 -2.746028 -12.03824 1.978867
"803" 4 176.39703 19.416513 0 0 15.027 0 0 0.024711 0 7408.141 0 0.344407 0.557222 812.707 0 5313 3 113 "1237668293376016459" "2821523653479393280" 10.1287 -0.9894376 -11.16327 1.807316
"804" 4 176.37343 19.400163 0 0 12.9636 0 0 0.024946 0 7478.758 0 0.346275 0.560246 883.323 0 5313 3 112 "1237668293375950973" "2824932689298089984" 11.09771 -1.23483 -12.39091 1.859398
"805" 4 175.95446 19.968466 0 0 14.6285 0 0 0.02218 0 6649.466 0 0.347711 0.562569 54.032 0 5313 4 110 NA NA NA NA NA NA
"806" 4 175.81762 19.748732 0 0 14.0254 0 0 0.025026 0 7502.543 0 0.352638 0.57054 907.109 0 5225 3 78 "1237667915416600582" "2821641026345658368" 10.74643 -1.572855 -12.34083 1.947857
"807" 4 175.82355 19.782678 0 0 15.6659 0 0 0.021959 0 6583.095 0 0.353527 0.571978 -12.339 0 5313 4 109 "1237668293912625307" "2824959077577156608" 9.805369 -2.213817 -12.10506 1.85129
"808" 4 175.94756 19.975061 0 0 15.0831 0 0 0.022939 0 6876.924 0 0.356931 0.577485 281.49 0 5313 4 110 "1237668293912690785" "2821639377078216704" 8.074512 0.03975675 -8.1047 0.8415348
"809" 4 176.07617 20.04247 0 0 17.2696 0 0 0.018703 0 5607.123 0 0.358917 0.580699 -988.311 0 5225 4 79 "1237667915953537505" "2821644599758448640" 8.886609 -2.094082 -11.06 1.608191
"810" 4 176.39178 20.008645 0 0 17.4933 0 0 0.022834 0 6845.587 0 0.363594 0.588266 250.153 0 5225 4 81 "1237667915953668366" "2821677310229374976" 8.382319 -0.862462 -9.30286 1.148239
"811" 4 175.82534 19.567052 0 0 16.5907 0 0 0.022578 0 6768.72 0 0.366668 0.59324 173.286 0 5225 3 77 "1237667915416535297" "2824955229286459392" 9.439428 -1.483726 -10.97547 1.513694
"812" 4 176.45133 19.425828 0 0 17.1177 0 0 0.02075 0 6220.84 0 0.36894 0.596915 -374.594 0 5313 3 113 "1237668293376016516" "2821514032752650240" 9.219652 -1.935739 -11.21272 1.581047
"813" 4 175.80442 19.613051 0 0 17.4755 0 0 0.020818 0 6241.223 0 0.371798 0.60154 -354.211 0 5225 3 77 "1237667915416535414" "2821639651956123648" 8.204593 -1.037154 -9.317721 1.167458
"814" 4 176.0033 20.029338 0 0 13.6979 0 0 0.022683 0 6800.114 0 0.373101 0.603648 204.68 0 5225 4 79 "1237667915953537123" "2821647073659611136" 10.76698 -1.384228 -12.19709 1.946205
"815" 4 176.54988 19.852909 0 0 15.1905 0 0 0.01825 0 5471.212 0 0.373212 0.603827 -1124.222 0 5313 4 114 "1237668293912952987" "2821680608764258304" 9.842151 -2.122557 -12.0075 1.825562
"816" 4 176.12732 20.076679 0 0 13.7158 0 0 0.022409 0 6717.986 0 0.381563 0.617338 122.552 0 5225 4 80 "1237667915953602569" "2821655045118912512" 10.60417 -1.292889 -11.94942 1.739908
"817" 4 175.98614 20.03084 0 0 16.5688 0 0 0.0227 0 6805.316 0 0.382221 0.618403 209.882 0 5225 4 79 "1237667915953537305" "2825001408774825984" 9.419622 -1.654807 -11.13 1.600151
"818" 4 176.05795 19.336497 0 0 17.3389 0 0 0.019359 0 5803.571 0 0.38324 0.620052 -791.863 0 5225 2 79 "1237667914879795415" "2821534648595671040" 8.073572 -0.727645 -8.872397 0.9540431
"819" 4 176.60947 19.719934 0 0 16.0432 0 0 0.024254 0 7271.034 0 0.39685 0.642071 675.6 0 5225 3 82 "1237667915416863026" "2821678959496816640" 9.729884 -1.229725 -11.00937 1.536599
"820" 4 176.51279 19.436993 0 0 14.6092 0 0 0.017307 0 5188.379 0 0.402633 0.651428 -1407.055 0 5313 3 113 "1237668293376016565" "2824929390763206656" 10.15025 -1.457054 -11.63053 1.767909
"821" 4 176.43591 20.030852 0 0 15.1461 0 0 0.017739 0 5317.898 0 0.405034 0.655313 -1277.536 0 5225 4 81 "1237667915953668220" "2825017626571335680" 9.734935 0.05508038 -9.699387 1.192669
"822" 4 175.75896 19.649728 0 0 14.0464 0 0 0.023244 0 6968.418 0 0.40746 0.659238 372.984 0 5225 3 77 "1237667915416535202" "2824955504164366336" 10.60367 -0.7422072 -11.39833 1.680657
"823" 4 175.94449 20.039141 0 0 14.6461 0 0 0.020969 0 6286.213 0 0.410052 0.663431 -309.221 0 5225 4 78 NA NA NA NA NA NA
"824" 4 176.10805 20.102675 0 0 15.6794 0 0 0.024679 0 7398.47 0 0.410239 0.663734 803.036 0 5225 4 79 "1237667915953537244" "2821655594874726400" 9.955246 -1.165238 -11.16923 1.784052
"825" 4 176.13385 20.106622 0 0 15.2425 0 0 0.024021 0 7201.195 0 0.410371 0.663948 605.761 0 5225 4 80 "1237667915953602673" "2821655869752633344" 10.25017 0.7076105 -9.59375 1.25509
"826" 4 175.92313 20.02696 0 0 17.1625 0 0 0.021669 0 6496.086 0 0.411899 0.666419 -99.348 0 5225 4 78 "1237667915953471758" "2825002233408546816" 8.600428 -0.9760869 -9.633657 1.136814
"827" 4 175.84148 19.951633 0 0 16.7444 0 0 0.025878 0 7757.894 0 0.412701 0.667716 1162.46 0 5313 4 109 "1237668293912625329" "2824991788048082944" 9.545506 -1.983196 -11.5943 1.774451
"828" 4 176.10459 20.107818 0 0 14.6073 0 0 0.024161 0 7243.373 0 0.415902 0.672895 647.938 0 5225 4 79 NA NA NA NA NA NA
"829" 4 176.62454 19.774401 0 0 15.2828 0 0 0.022549 0 6760.131 0 0.41729 0.675141 164.697 0 5225 3 83 "1237667915416928367" "2824931864664369152" 10.04916 -2.065196 -12.14734 1.788402
"830" 4 175.99567 20.077028 0 0 13.649 0 0 0.024547 0 7359.041 0 0.418923 0.677784 763.607 0 5225 4 79 "1237667915953537031" "2821644050002634752" 10.61349 0.4543846 -10.20652 1.416055
"831" 4 176.196 20.125095 0 0 13.2924 0 0 0.021928 0 6573.915 0 0.425663 0.688689 -21.519 0 5225 4 80 NA NA NA NA NA NA
"832" 4 176.36943 20.093576 0 0 17.3444 0 0 0.024927 0 7473.05 0 0.429321 0.694607 877.615 0 5225 4 81 "1237667915953668350" "2825015702425987072" 8.959345 -1.216449 -10.21756 1.218225
"833" 4 176.35554 19.298112 0 0 15.5771 0 0 0.021498 0 6444.974 0 0.431084 0.697459 -150.46 0 5225 2 81 "1237667914879926319" "2824933788809717760" 9.821675 -2.143621 -12.01807 1.783105
"834" 4 176.01582 20.098937 0 0 15.6907 0 0 0.01859 0 5573.172 0 0.431267 0.697755 -1022.262 0 5225 4 79 "1237667915953537344" "2821645699270076416" 9.720613 -2.197529 -11.95928 1.817722
"835" 4 176.50366 19.384454 0 0 16.1482 0 0 0.024202 0 7255.526 0 0.432761 0.700172 660.092 0 5313 3 113 "1237668293376016555" "2821512933241022464" 9.687882 -1.879039 -11.58923 1.675498
"836" 4 175.83197 19.422875 0 0 15.8005 0 0 0.023021 0 6901.615 0 0.434962 0.703734 306.181 0 5313 3 109 NA NA NA NA NA NA
"837" 4 176.59066 19.484322 0 0 16.2443 0 0 0.01763 0 5285.239 0 0.435483 0.704577 -1310.195 0 5313 3 114 "1237668293376082006" "2821515956897998848" 9.287361 -1.287177 -10.64277 1.534061
"838" 4 175.72636 19.647764 0 0 17.0249 0 0 0.022362 0 6703.992 0 0.438166 0.708917 108.558 0 5225 3 77 "1237667915416535188" "2821635253909612544" 9.131124 -1.620929 -10.80508 1.398193
"839" 4 176.65198 19.809494 0 0 17.5581 0 0 0.018048 0 5410.609 0 0.449997 0.72806 -1184.825 0 5313 4 114 "1237668293912953053" "2824930490274834432" 8.186165 -1.177877 -9.42613 1.110394
"840" 4 175.77636 19.939002 0 0 14.9646 0 0 0.021212 0 6359.213 0 0.455996 0.737764 -236.221 0 5313 4 109 "1237668293912625160" "2821632780008450048" 10.10817 -2.114661 -12.27606 1.842953
"841" 4 176.30949 20.143899 0 0 17.6691 0 0 0.012269 0 3678.115 0 0.458773 0.742258 -2917.319 1 5225 4 81 "1237667915953668112" "2821667139746818048" 7.663164 -1.531025 -9.24426 1.10877
"842" 4 175.75496 19.909803 0 0 16.7553 0 0 0.021499 0 6445.229 0 0.459172 0.742904 -150.205 0 5313 4 109 "1237668293912625273" "2824992612681803776" 9.012074 -1.424207 -10.4876 1.314598
"843" 4 176.2774 20.15645 0 0 15.0928 0 0 0.020486 0 6141.644 0 0.46456 0.751621 -453.79 0 5225 4 81 "1237667915953668254" "2821667414624724992" 9.882057 -1.218448 -11.1429 1.559356
"844" 4 176.40028 19.279625 0 0 16.9406 0 0 0.021411 0 6418.874 0 0.464798 0.752006 -176.56 0 5225 2 81 "1237667914879926375" "2821525302746834944" 9.24072 -2.174722 -11.43879 1.4001
"845" 4 175.8234 19.384029 0 0 14.5354 0 0 0.02118 0 6349.673 0 0.466555 0.754849 -245.761 0 5313 3 109 "1237668293375754263" "2824959352455063552" 10.25212 -1.836586 -12.135 0
