"Vel" "DistA" "Flag" "r" "Vx" "Vy" "dist"
"148" 2.001769203414e-16 0.0133429433489267 1 14.1026 -0.0775739484175132 0.18225751483324 0.209978024551366
"14" 1.266146495682e-16 0.0159951609434061 -1 15.1311 -0.0056442332471143 0.0160724389599996 0.0296389070783328
"40" 1.426129868928e-16 0.0323912385973147 -1 13.198 0.04382859011788 -0.166412943662285 0.159603916716884
"28" 1.360128791604e-16 0.046489176544048 -1 15.5556 -0.141557056002517 0.323072708571971 0.364528072018162
"175" 2.301763022766e-16 0.0875925457737659 1 15.5086 0.0760871640923943 -0.13470924135164 0.143794912089294
"107" 1.784124900174e-16 0.0996814071981157 1 16.0317 -0.0228764801667696 -0.0521592954098437 0.0448465651948106
"31" 1.366675167204e-16 0.108123017195055 -1 14.0921 -0.131260831909237 0.233816636096985 0.279342747534887
"144" 1.987423242588e-16 0.125421591441995 1 14.6188 -0.0157036854834325 -0.0972377971672152 0.0854015398880189
"46" 1.483124494554e-16 0.127969687105614 -1 15.5127 0.00255833848828357 -0.149371196060812 0.136253420606284
"5" 1.146315090324e-16 0.137151502732555 -1 15.8649 -0.00820890437710981 0.143521728230987 0.156857385573164
"106" 1.783520494704e-16 0.138072299327482 1 14.0887 -0.00365148158732119 -0.14255191666102 0.129427031821602
"65" 1.588501048878e-16 0.151346288589668 -1 16.3933 0.0259114788500526 -0.23604487365316 0.224474788754792
"112" 1.7983250259e-16 0.153045344821977 1 15.6972 -0.120779927933179 0.160677704436045 0.211254980774946
"100" 1.758842927238e-16 0.170687586181234 1 14.2756 -0.0649908569529225 -0.0083890712342476 0.0644290088635467
"21" 1.325033088672e-16 0.170845790362708 -1 15.6434 -0.132248429308403 0.174124408448662 0.228843662955916
"86" 1.671006770586e-16 0.17401118796089 1 15.115 0.0874616309209739 -0.0796633260022874 0.110463913372162
"42" 1.44902565555e-16 0.18251367341214 -1 15.3715 0.219146089754046 -0.428861547259002 0.470275423560084
"170" 2.209982512776e-16 0.187051809577313 1 16.3096 0.133681832146657 -0.192228650573041 0.223909040555151
"167" 2.177766566952e-16 0.203985892006312 1 13.5066 0.0822076408491206 -0.0355852664701632 0.0859247891252857
"34" 1.373228348442e-16 0.213344940294392 -1 14.966 -0.120106437626588 0.098883705381113 0.163713040628667
"114" 1.800033241038e-16 0.220055155268474 1 15.4921 0.0195130286498379 0.15067263622589 0.165077241295089
"174" 2.301659965962e-16 0.223120372827275 1 14.8529 0.0973359669866933 -0.0576453845233993 0.107692941832108
