"clusterID" "ra" "dec" "r" "zspec" "Vel" "Flag"
"414" 2 13.314818 -1.202529 17.4012 0.042857 12848.214 0
"430" 2 14.527515 -0.576243 16.0311 0.042923 12867.938 0
"425" 2 14.757631 -0.840386 18.6035 0.042927 12869.275 0
"356" 2 14.453088 -1.004038 16.0725 0.043004 12892.302 0
"389" 2 14.115958 -0.628058 16.6833 0.043004 12892.332 0
"452" 2 14.292402 -0.346898 16.2829 0.04301 12894.107 0
"300" 2 13.879664 -1.223431 16.4514 0.04302 12897.126 0
"275" 2 14.102524 -1.143037 15.1599 0.043048 12905.541 0
"453" 2 13.66693 -0.407098 16.6301 0.04306 12909.147 0
"416" 2 13.839735 -0.521195 17.9116 0.04307 12911.977 0
"423" 2 14.022678 -0.45506 15.8796 0.043117 12926.28 0
"451" 2 14.463152 -0.417712 17.4008 0.043123 12928.07 0
"512" 2 14.283507 -0.001974 17.7991 0.043145 12934.48 0
"304" 2 14.025053 -1.057138 16.4134 0.043177 12944.124 0
"344" 2 14.465449 -1.135996 14.7747 0.043181 12945.359 0
"459" 2 13.810513 -0.329218 16.8039 0.043245 12964.66 0
"489" 2 14.081684 -0.125754 14.7312 0.043279 12974.82 0
"405" 2 14.149479 -0.531129 14.9266 0.043287 12977.008 0
"323" 2 13.771095 -1.252594 15.2544 0.043289 12977.803 0
"502" 2 15.294642 -1.166435 15.4374 0.043311 12984.257 0
"437" 2 14.364858 -0.458902 17.0833 0.043314 12985.291 0
"494" 2 13.936508 -0.071488 16.0695 0.0434 13010.996 0
"370" 2 14.255972 -0.755908 16.1728 0.043414 13015.097 0
"400" 2 14.051746 -0.575467 15.7042 0.043444 13024.07 0
"308" 2 13.862497 -1.223091 17.4289 0.043472 13032.551 0
"438" 2 14.597485 -0.582222 17.4464 0.043509 13043.565 0
"487" 2 14.045655 -0.145262 15.4223 0.04358 13064.985 0
"252" 2 14.075611 -1.241846 15.2422 0.043613 13074.738 0
"328" 2 14.188876 -0.940777 17.2492 0.043625 13078.548 0
"397" 2 14.700792 -1.052565 17.9524 0.043628 13079.276 0
"476" 2 13.306717 -0.55379 17.888 0.043644 13084.193 0
"497" 2 12.916852 -0.938022 18.2254 0.043645 13084.553 0
"486" 2 14.465412 -0.229576 16.026 0.043646 13084.64 0
"341" 2 14.196223 -0.878083 15.8759 0.043656 13087.644 0
"470" 2 14.970844 -0.793076 15.3929 0.043665 13090.297 0
"262" 2 14.016865 -1.217466 17.5535 0.043701 13101.08 0
"446" 2 13.372494 -0.677301 15.5073 0.043749 13115.734 0
"355" 2 13.62444 -1.171264 16.8914 0.043779 13124.506 0
"475" 2 14.66163 -0.402262 17.8057 0.04381 13133.941 0
"449" 2 14.43767 -0.419423 13.3889 0.043839 13142.602 0
"500" 2 14.298962 -0.055802 16.5336 0.043879 13154.503 0
"466" 2 14.066217 -0.256416 17.7395 0.043881 13155.25 0
"419" 2 14.321245 -0.50815 17.6619 0.043904 13162.196 0
"357" 2 14.114298 -0.792429 15.8545 0.043905 13162.421 0
"436" 2 14.365103 -0.471581 14.2936 0.04391 13163.899 0
"349" 2 14.053346 -0.833761 16.3531 0.043912 13164.63 0
"272" 2 14.122206 -1.340135 16.3799 0.043969 13181.721 0
"424" 2 14.69487 -0.751873 14.8645 0.043977 13184.081 0
"473" 2 14.362893 -0.264049 16.2631 0.043977 13184.117 0
"433" 2 14.376722 -0.488033 17.3875 0.043995 13189.231 0
"504" 2 13.907228 -0.027962 17.0978 0.044012 13194.568 0
"318" 2 14.098113 -0.986883 14.9705 0.04403 13199.73 0
"315" 2 13.939943 -1.054844 17.0872 0.044033 13200.641 0
"412" 2 13.882588 -0.530213 15.5206 0.044075 13213.23 0
"347" 2 13.820353 -0.917922 14.7706 0.044105 13222.238 0
"260" 2 14.12166 -1.225492 16.3802 0.044108 13223.315 0
"445" 2 14.072268 -0.369042 15.792 0.044118 13226.283 0
"337" 2 13.97327 -0.901049 15.986 0.044129 13229.676 0
"439" 2 14.82011 -0.843841 18.3536 0.044132 13230.456 0
"479" 2 14.501948 -0.290883 14.8359 0.044145 13234.269 0
"350" 2 14.258572 -0.875177 13.4246 0.04416 13238.862 0
"399" 2 14.59675 -0.832812 17.9298 0.044214 13254.979 0
"265" 2 14.148621 -1.265532 16.5143 0.044255 13267.261 0
"508" 2 15.212468 -0.716867 15.9713 0.044264 13269.899 0
"332" 2 13.976009 -0.922524 15.709 0.044271 13272.127 0
"316" 2 14.170337 -1.034518 15.6108 0.044283 13275.601 0
"427" 2 14.318807 -0.489142 16.6597 0.044283 13275.838 0
"501" 2 14.25744 -0.048423 17.439 0.044289 13277.568 0
"322" 2 13.77312 -1.233795 15.8434 0.044364 13300.017 0
"483" 2 14.560278 -0.296813 16.0145 0.044413 13314.628 0
"386" 2 14.508957 -0.826926 17.6651 0.04442 13316.649 0
"352" 2 14.013967 -0.828057 15.0498 0.044445 13324.237 0
"302" 2 14.165031 -1.078485 17.4464 0.044475 13333.303 0
"293" 2 14.244022 -1.256925 16.1709 0.044505 13342.332 0
"250" 2 14.067158 -1.255374 12.7493 0.044511 13344.155 0
"418" 2 14.542457 -0.626075 16.4639 0.044522 13347.408 0
"428" 2 14.617846 -0.660599 18.669 0.044545 13354.183 0
"266" 2 13.991359 -1.239878 16.7801 0.044551 13356.18 0
"461" 2 14.49589 -0.386805 16.7179 0.044598 13370.066 0
"307" 2 13.979526 -1.064158 15.7371 0.044598 13370.174 0
"263" 2 14.004425 -1.239103 17.9373 0.044612 13374.254 0
"339" 2 14.270494 -0.919176 15.7337 0.044618 13376.272 0
"306" 2 13.956642 -1.081712 16.4091 0.044624 13377.975 0
"434" 2 14.09081 -0.429164 18.9614 0.044648 13385.158 0
"441" 2 14.342292 -0.428786 16.0396 0.044665 13390.323 0
"321" 2 13.920199 -0.997197 16.9967 0.0447 13400.573 0
"511" 2 14.812826 -0.225142 16.2002 0.044714 13404.875 0
"444" 2 14.072866 -0.369701 15.7045 0.044725 13408.188 0
"447" 2 14.09447 -0.345201 15.5502 0.044746 13414.426 0
"429" 2 14.618405 -0.657649 16.3831 0.044751 13416.009 0
"488" 2 13.99264 -0.13262 16.0448 0.044765 13420.269 0
"374" 2 13.857654 -0.742166 15.9141 0.044772 13422.398 0
"495" 2 14.527147 -0.153635 17.0666 0.044781 13424.901 0
"338" 2 14.075334 -1.625818 16.2261 0.044781 13424.997 0
"490" 2 14.30289 -0.114692 16.2137 0.044803 13431.503 0
"510" 2 14.216213 0.005859 14.5257 0.044819 13436.269 0
"385" 2 14.567824 -0.923872 17.9588 0.04483 13439.663 0
"455" 2 14.089877 -0.302858 19.2239 0.044832 13440.251 0
"388" 2 14.43704 -0.745962 17.2738 0.044867 13450.809 0
"442" 2 14.168351 -0.386536 15.1043 0.044884 13455.81 0
"456" 2 14.564236 -0.43485 17.657 0.044917 13465.634 0
"273" 2 14.059711 -1.144361 16.111 0.044955 13477.245 0
"279" 2 14.020701 -1.13595 17.2761 0.044963 13479.418 0
"333" 2 13.977258 -0.920636 13.999 0.044977 13483.798 0
"353" 2 14.382786 -0.927839 16.0099 0.04502 13496.582 0
"365" 2 13.566362 -1.239305 14.9897 0.045021 13497.001 0
"409" 2 14.332355 -0.559677 17.6647 0.045023 13497.505 0
"432" 2 14.073227 -0.43092 16.5205 0.04505 13505.698 0
"284" 2 14.064187 -1.098398 17.749 0.045105 13522.178 0
"492" 2 14.092319 -0.078024 17.0008 0.045112 13524.237 0
"395" 2 14.14372 -0.6086 16.6096 0.045119 13526.246 0
"506" 2 13.013815 -0.573671 17.8019 0.045147 13534.622 0
"468" 2 14.334953 -0.279879 17.1903 0.045185 13546.125 0
"269" 2 13.97926 -1.24685 16.232 0.04522 13556.666 0
"390" 2 14.320723 -0.669459 14.3496 0.045235 13561.043 0
"285" 2 14.160085 -1.125986 16.1494 0.045283 13575.373 0
"366" 2 14.344759 -0.822051 17.2413 0.045311 13583.761 0
"513" 2 12.879245 -0.805652 18.3872 0.045407 13612.613 0
"469" 2 14.501812 -0.339475 17.1281 0.045415 13615.191 0
"378" 2 14.420911 -0.803024 17.86 0.045425 13617.929 0
"290" 2 13.972177 -1.116543 17.3557 0.045454 13626.883 0
"496" 2 12.978482 -0.778971 18.7964 0.045517 13645.74 0
"421" 2 14.743038 -0.83574 16.4049 0.045523 13647.332 0
"369" 2 13.796835 -0.81017 15.5552 0.04557 13661.503 0
"401" 2 14.619992 -0.817707 17.7684 0.045592 13668.285 0
"413" 2 14.417408 -0.591297 15.1297 0.045611 13673.693 0
"509" 2 14.812277 -0.228844 18.0803 0.045687 13696.741 0
"255" 2 14.042724 -1.267667 16.1359 0.045694 13698.78 0
"361" 2 14.41602 -0.892538 16.3685 0.045702 13701.139 0
"335" 2 13.78735 -1.046468 14.2079 0.04571 13703.6 0
"295" 2 14.219638 -1.159188 15.4922 0.045765 13720.023 0
"426" 2 14.827639 -0.98801 15.4611 0.045787 13726.615 0
"298" 2 13.884602 -1.211067 16.3575 0.045899 13760.321 0
"277" 2 13.996594 -1.163508 16.9937 0.045943 13773.449 0
"324" 2 14.233204 -0.996764 16.9551 0.045945 13773.842 0
"325" 2 14.306634 -1.054543 18.0022 0.045946 13774.258 0
"362" 2 13.811182 -0.822208 16.7659 0.04599 13787.38 0
"415" 2 14.443616 -0.5823 15.4073 0.04601 13793.382 0
"342" 2 14.27687 -0.908655 16.738 0.046074 13812.683 0
"373" 2 14.357613 -0.802554 19.0504 0.046076 13813.162 0
"482" 2 13.355102 -0.459846 21.0725 0.046085 13816.04 0
"393" 2 14.206017 -0.625606 16.0572 0.046093 13818.271 0
"319" 2 14.047299 -0.970186 17.0438 0.046201 13850.744 0
"410" 2 14.363873 -0.568417 15.5092 0.046204 13851.749 0
"411" 2 14.799414 -1.103241 16.5476 0.046225 13858.011 0
"493" 2 14.66366 -0.222706 16.4636 0.046251 13865.638 0
"346" 2 14.258254 -0.879721 15.495 0.046389 13906.949 0
"314" 2 14.11546 -1.02406 16.5315 0.046397 13909.525 0
"351" 2 14.262709 -0.873573 16.6436 0.046423 13917.196 0
"474" 2 13.055274 -1.077137 16.5322 0.046451 13925.755 0
"481" 2 13.055916 -0.943274 17.661 0.046557 13957.348 0
"394" 2 14.69785 -1.097161 16.0284 0.046572 13961.844 0
"398" 2 13.427716 -1.085167 14.7968 0.0466 13970.475 0
"383" 2 14.18996 -0.675422 16.41 0.046621 13976.759 0
"340" 2 14.185632 -0.87482 15.7337 0.046788 14026.681 0
"417" 2 14.668254 -0.771697 17.571 0.046845 14043.718 0
"380" 2 14.612646 -1.050769 17.2193 0.046904 14061.322 0
"402" 2 13.449405 -0.92395 15.5614 0.046979 14083.971 0
"280" 2 14.04676 -1.12706 17.0216 0.047072 14111.882 0
"403" 2 13.438903 -0.930085 16.3346 0.047145 14133.793 0
"406" 2 13.445279 -0.883149 15.9726 0.047202 14150.921 0
"297" 2 14.248497 -1.265076 17.7139 0.04731 14183.271 0
"360" 2 14.314677 -0.825135 17.3572 0.047616 14274.873 0
"326" 2 13.806771 -1.07605 14.9904 0.047624 14277.355 0
"391" 2 13.450839 -1.118037 18.5567 0.047641 14282.514 0
"282" 2 13.96305 -1.16472 15.5024 0.047675 14292.752 0
"382" 2 14.052428 -0.666116 17.1761 0.047756 14316.844 0
"320" 2 14.214997 -1.007194 16.7394 0.047908 14362.574 0
"343" 2 13.915428 -0.876607 16.4978 0.047941 14372.29 0
"299" 2 14.219686 -1.131252 16.8286 0.04798 14383.919 0
"292" 2 14.125053 -1.087034 16.9229 0.048009 14392.67 0
"301" 2 14.240962 -1.158062 17.6599 0.048018 14395.32 0
"276" 2 14.04361 -1.140193 15.8727 0.048273 14471.911 0
"372" 2 14.268952 -0.757373 17.7827 0.048482 14534.631 0
"254" 2 14.055868 -1.23839 16.8613 0.048625 14577.531 0
"310" 2 14.267191 -1.151918 17.3749 0.048666 14589.802 0
"358" 2 14.251387 -0.825242 15.072 0.048806 14631.719 0
"258" 2 14.095168 -1.209748 13.8319 0.049786 14925.557 0
"291" 2 14.237088 -1.21183 14.5118 0.050022 14996.077 0
"289" 2 14.229096 -1.212008 22.0473 0.050071 15011.052 0
"286" 2 14.226009 -1.257049 17.5803 0.051595 15467.927 0
