"clusterID" "ra" "dec" "r" "zspec" "Vel" "Flag"
"2299" 6 207.4485 26.665578 17.3821 0.058186 17443.814 0
"2320" 6 207.51655 26.645304 16.6395 0.058313 17481.855 0
"2341" 6 207.23361 26.906707 15.6282 0.058317 17482.85 0
"2343" 6 207.26135 26.921279 16.6814 0.058355 17494.401 0
"2355" 6 207.6792 26.586545 17.35 0.058407 17510.008 0
"2259" 6 207.19334 26.599152 17.5687 0.058555 17554.443 0
"2272" 6 207.1928 26.511995 17.1357 0.058605 17569.379 0
"2347" 6 207.24443 26.943494 16.475 0.058648 17582.243 0
"2314" 6 207.02868 26.694415 17.116 0.058656 17584.587 0
"2323" 6 207.3 26.837128 17.5128 0.058811 17631.16 0
"2279" 6 207.14562 26.519425 16.1396 0.058932 17667.33 0
"2380" 6 207.14578 27.063857 16.735 0.05905 17702.814 0
"2321" 6 206.99865 26.68811 16.1383 0.059248 17762.146 0
"2268" 6 207.31562 26.642873 16.1464 0.059414 17811.764 0
"2313" 6 207.15691 26.794715 16.0546 0.059422 17814.142 0
"2361" 6 207.32788 26.987599 17.3467 0.059529 17846.459 0
"2315" 6 207.51755 26.612931 17.3854 0.059624 17874.882 0
"2406" 6 207.18536 27.182206 17.5227 0.05964 17879.772 0
"2283" 6 207.3539 26.489355 15.9379 0.0597 17897.526 0
"2287" 6 207.3432 26.455319 15.5202 0.059746 17911.517 0
"2292" 6 207.18853 26.7481 16.3235 0.059754 17913.829 0
"2422" 6 206.62889 26.203143 15.2916 0.059818 17933.075 0
"2404" 6 207.18541 27.179109 15.5533 0.059913 17961.6 0
"2352" 6 207.06172 26.916922 16.6063 0.059932 17967.117 0
"2305" 6 207.02003 26.601509 16.5015 0.060137 18028.655 0
"2304" 6 207.06349 26.706488 16.8201 0.060148 18031.98 0
"2421" 6 208.00365 26.535311 16.8626 0.060184 18042.676 0
"2364" 6 207.27813 26.168811 16.9543 0.06038 18101.457 0
"2311" 6 207.03106 26.481879 15.934 0.060615 18171.992 0
"2354" 6 207.31066 26.211406 16.2337 0.060623 18174.459 0
"2250" 6 207.24587 26.560307 15.7708 0.060647 18181.471 0
"2420" 6 207.9769 26.403379 17.3878 0.060662 18185.941 0
"2365" 6 207.12747 26.182554 16.8507 0.060663 18186.433 0
"2271" 6 207.21311 26.507721 17.6133 0.060669 18188.091 0
"2410" 6 207.08308 27.17983 17.2156 0.060839 18239.064 0
"2418" 6 206.72818 26.122104 17.5157 0.060845 18240.914 0
"2372" 6 207.27437 27.043813 17.0306 0.060858 18244.871 0
"2416" 6 207.82088 26.989703 17.7105 0.061091 18314.765 0
"2360" 6 207.29081 26.990542 17.4665 0.061099 18316.938 0
