"Vel" "DistA" "Flag" "r" "Vx" "Vy" "dist"
"226" 7.690574136906e-16 0.0025718953089105 1 17.0871 0.29583367991488 0.000115621395731869 0.194797172821791
"215" 7.546051228728e-16 0.0141978265096677 1 16.3309 0.0197920624172149 0.0754103912031785 0.0926277752726536
"58" 6.753940105206e-16 0.0193486276561157 -1 17.7641 0.113131122946525 0.0657930565531199 0.0280425317198725
"198" 7.413375964074e-16 0.0253124815995564 1 16.4801 0.0047028357925796 0.0203406209078987 0.101964314903842
"71" 6.816247341486e-16 0.0308490956702672 -1 17.2458 -0.301834690897208 0.0685845953339716 0.407862078865016
"86" 6.886614721704e-16 0.0479941635627654 -1 17.7779 0.298419244341822 0.0736696451016357 0.19655553640018
"230" 7.769459907354e-16 0.0488724820722224 1 17.3721 -0.0450334383778867 -0.00500867035834515 0.15629914027084
"229" 7.712699266044e-16 0.0508071979063067 1 17.6148 0.0483983179984984 0.123748370519191 0.101909408928553
"231" 7.780114943838e-16 0.0676010989991521 1 16.6904 0.0449464396725834 -0.0489682543344906 0.106459834163412
"146" 7.113715296906e-16 0.0728773295933777 -1 15.9024 -0.00218152544796949 0.165357211680181 0.16568350135824
"36" 6.606860545686e-16 0.0760705792087562 -1 17.7202 0.127132053732957 -0.0764755484547146 0.117557322035958
"233" 7.90405338969e-16 0.0769959632222069 1 17.074 -0.127624809432799 0.194446709326241 0.27975771451972
"167" 7.21652677386e-16 0.0789104416272191 -1 16.2828 -0.247061154335401 0.219205064131077 0.395470669625597
"7" 6.343643097774e-16 0.085568302363173 -1 16.9275 0.429899862231868 -0.146037000229633 0.37392449840907
"70" 6.813836849322e-16 0.0893838025841761 -1 17.5528 -0.237478165972056 -0.0289413381921938 0.349098258399378
"53" 6.707752184568e-16 0.0920418175594103 -1 14.9486 -0.056723616143831 -0.0660601351453083 0.192795216550163
"3" 6.293589250674e-16 0.0925286602068454 -1 17.1891 0.358585165322572 -0.143117534519465 0.312227981436898
"147" 7.115412493392e-16 0.094990000257259 -1 16.4368 -0.329330171168095 0.257868936199965 0.486329778471368
"65" 6.788044129458e-16 0.103653628573806 -1 18.8522 0.00811716976957774 -0.0949794046399381 0.16528536181951
"224" 7.650964351512e-16 0.108453990464762 1 17.6288 0.215284491102744 -0.140089983980006 0.210323703737687
"131" 7.083341410434e-16 0.112811427349472 -1 16.7036 0.277970616564342 0.172321893369031 0.2184456998128
"201" 7.431743408802e-16 0.112991328896673 1 17.2299 0.135576197010047 -0.132080225216564 0.173770411205438
"161" 7.179148913652e-16 0.11381337258805 -1 17.1309 0.0266967873924245 0.219979478984515 0.197200557968855
"160" 7.167885582762e-16 0.116067689640786 -1 15.5654 -0.15356089421822 0.256415919902862 0.337803138628416
"78" 6.86008634478e-16 0.126557439732361 -1 17.5233 0.41074164777499 -0.202523807572134 0.389650319088319
"81" 6.878215592178e-16 0.129556022026719 -1 17.1532 0.318556184598926 -0.189967660114492 0.313113052087859
"115" 7.020109255542e-16 0.130223649735809 -1 15.7713 -0.131785634273026 -0.108160427334585 0.2787320789392
"219" 7.579947194904e-16 0.136983831434938 1 15.7523 0.107979873434101 0.238959344500509 0.20001209707258
"232" 7.835433762126e-16 0.141493925419012 1 16.5745 -0.103298060393508 0.284400606614007 0.321875275883638
"59" 6.757242460026e-16 0.15001436461743 -1 15.7229 0 -0.161359930883903 0.22615665502663
"93" 6.914468577648e-16 0.156056589481082 -1 16.6815 -0.196000827559317 -0.134175723626414 0.347205137375367
"28" 6.563043903774e-16 0.156339272652845 -1 17.7893 0.350742755883581 0.222669752904348 0.306853712375663
"217" 7.573743693828e-16 0.156382584820633 1 17.5685 -0.095821911483458 -0.153068499193995 0.277828276100666
"72" 6.818931031404e-16 0.166262337175127 -1 16.7082 0.332137560811415 -0.246202760397433 0.36460583968422
"176" 7.258478995038e-16 0.166960354322651 -1 16.2572 0.138065162172702 -0.211549064628492 0.252698344474393
"174" 7.25267767476e-16 0.172267177024904 -1 17.7696 -0.311069834384643 -0.136755514732144 0.451611245304325
"15" 6.485645651346e-16 0.172628587570071 -1 15.9739 0.199495916575926 -0.231140011487242 0.286178774899454
"204" 7.454248357356e-16 0.17611269853841 1 17.4207 0.0211003687991713 0.312215210059283 0.285821174770895
