"Vel" "DistA" "Flag" "Vx" "Vy" "dist"
"27" -3.95466944344117e-17 0.00473905556309493 -1 -0.163037446544131 -0.0343166772696765 0.0580844723746392
"13" -5.41131655251573e-17 0.0100639836078131 -1 -0.973077402086481 -0.307069225842738 0.442284849915875
"25" -4.36828989785281e-17 0.012609692153818 -1 -0.162585570132534 -0.0266645667601883 0.0476634301044341
"38" -2.19992479364954e-17 0.0251703932469615 -1 -0.130093885001043 -0.0515078706883372 0.0818763292379361
"74" 5.35365749906463e-17 0.0456305964841484 1 0.156809623630738 0.0274040854421035 0.034051884979459
"84" 6.03278554013677e-17 0.0489954818787646 1 0.350868368935965 0.090756499239541 0.121384078301672
"62" 3.06557886287501e-17 0.0678108336002691 1 0.305520048417563 0.186466236929588 0.256299584151242
"60" 2.45973161755568e-17 0.0685170305204162 1 0.159322506575063 0.00646561073707215 0.0142434309118053
"80" 5.94320988570966e-17 0.0690510770791767 1 0.25495895988535 0.170306351467335 0.233484479554613
"31" -3.44756171016048e-17 0.0707112917805647 -1 -0.228624036543638 -0.128681118818663 0.19030759790584
"34" -3.02068093237161e-17 0.0772372495971303 -1 -0.12505054431182 -0.0993740929613048 0.149008412619534
"33" -3.07806105834077e-17 0.0907206263957799 -1 -0.186735840370717 0.0394565546103564 0.0500543645126081
"42" -8.08927721945156e-18 0.0928185653465427 -1 -0.0608283032608375 -0.0921892533805283 0.138896990038265
"22" -4.45687134660676e-17 0.10886639148986 -1 -0.13735511886527 0.0736776274178086 0.0974371259975809
"30" -3.45113087374237e-17 0.113040371048663 -1 -0.135321181731289 -0.137000729207627 0.202042501428013
"58" 2.173467650181e-17 0.116212881549055 1 0.114269577278423 0.166976873365957 0.228784756167834
"50" 1.58540243587202e-17 0.12304848831019 1 0.0269052996031781 0.143524183580096 0.195692203340651
"69" 4.26259634744815e-17 0.128600461570552 1 0.176871781731461 -0.0447475081633474 0.0724791097390108
"78" 5.83374362126361e-17 0.130958978632177 1 0.313890261935052 3.76452471497263e-08 0.0161813550676121
"10" -5.61320234781028e-17 0.13736562351396 -1 -0.554956146789618 -0.0424029954140184 0.0692305764644632
"40" -1.39717265486538e-17 0.152598559673176 -1 -0.231920133121954 -0.207812826537325 0.302020789436525
"55" 2.0079808302241e-17 0.153553802498259 1 0 0.16335394772457 0.223671240892478
"41" -1.35270067485598e-17 0.155468964041176 -1 -0.0996598594190136 0.130997220265192 0.178027596862416
"68" 4.25998776372598e-17 0.171653895529847 1 -0.00301519217427731 -0.147454825922507 0.216792855732893
"36" -2.67964175521255e-17 0.197749067233347 -1 -0.345975510638733 0.086790365042318 0.115815371861723
"81" 5.95099277782299e-17 0.200473479668759 1 0.940235056761515 0.148606047490813 0.202860821559532
"83" 6.00062129609685e-17 0.21044314701739 1 0.865506973350111 0.11347951447834 0.153345220129981
"32" -3.28853809919453e-17 0.220643338623354 -1 -0.199062034044866 0.158986054874736 0.217506885118796
"61" 2.99782627455806e-17 0.239470569459026 1 0.156834963666456 -0.157228321773778 0.230586842223419
"43" -3.83781446032582e-18 0.263747211716289 -1 -0.0969205637564722 -0.267385107521988 0.386196071990429
"87" 6.14480231464445e-17 0.279592241657976 1 0.443963606532818 -0.0969675636490212 0.145620870528555
"65" 3.86693983411453e-17 0.282652394732134 1 0.0330146274187139 -0.240828391287405 0.348667253386968
"45" -1.4104698575038e-18 0.287410106206229 -1 -0.0656462682784519 0.268342827182484 0.371968395414849
"2" -6.3403730984028e-17 0.288886084020934 -1 -1.00950885971035 -0.0539740528411291 0.0853134756859308
"73" 5.05772459673206e-17 0.294822658355334 1 0.478874865019979 -0.0995014594056322 0.14918771956883
"19" -4.88703342132703e-17 0.298091669340771 -1 -0.222904570858273 -0.343309284277159 0.493512421921749
"82" 5.96637952411629e-17 0.308370546920275 1 0.00167771488119265 0.31139912176213 0.432821157386376
"9" -5.88718917339567e-17 0.315846801610727 -1 -0.0962852917699099 0.284921560920887 0.395398234238428
"20" -4.55704805833026e-17 0.31636996157518 -1 -0.545917412940826 0.131206582702225 0.178322740980679
"70" 4.36427244750641e-17 0.317439561542889 1 -0.00200516489222358 -0.285975667881203 0.412470497265523
"28" -3.77542501636904e-17 0.327991612405118 -1 -0.25369941805679 0.242500660213942 0.335451508728761
"66" 4.04075054433728e-17 0.339333732161004 1 0.0120054051035824 -0.302025530051934 0.435155713621005
"51" 1.749059175779e-17 0.359487295240952 1 0.127004842922422 -0.281780565125402 0.406541283871128
"7" -5.99489093073428e-17 0.404424220481559 -1 -0.977597034296883 0.0670261132974615 0.0881412329878214
"85" 6.10703028496346e-17 0.41952323734958 1 1.50627612943399 0.134090382066008 0.182388423826575
"24" -4.44279078183441e-17 0.430564220356231 -1 -0.40852044057292 0.287105586808123 0.398484941943792
"90" 6.24339338927371e-17 0.475935902659811 1 1.2995283036204 0.00944516442903277 0.0152311742481857
"79" 5.89946874838369e-17 0.497532952607455 1 0.50447955266586 -0.283810119182818 0.409409772631524
"4" -6.25400759193796e-17 0.565082373290803 -1 -0.787741381485386 0.285176121287102 0.395758005608178
"94" 6.32113111858067e-17 0.587482351620792 1 1.08054082275465 -0.171915322291723 0.25132133489374
"95" 6.3404630811748e-17 0.687999306954938 1 0.903180990446347 -0.328492420567914 0.472567246660822
