"clusterID" "ra" "dec" "r" "zspec" "Vel" "Flag"
"5017" 13 258.40361 63.98859 16.8737 0.070875 21247.847 0
"5018" 13 258.44994 64.025909 17.5149 0.071802 21525.578 0
"4978" 13 258.12006 64.060761 14.0374 0.073438 22016.168 0
"5019" 13 258.05701 64.141009 16.5477 0.073673 22086.625 0
"5043" 13 257.9832 63.958064 16.6976 0.073888 22151.14 0
"4972" 13 258.21347 64.073183 16.268 0.073904 22155.754 0
"4969" 13 258.20851 64.052953 16.0332 0.073994 22182.789 0
"4971" 13 258.24041 64.051036 17.1711 0.073996 22183.578 0
"4995" 13 258.11967 64.109101 17.4915 0.074127 22222.734 0
"4983" 13 258.31944 64.055688 16.3171 0.074624 22371.646 0
"5100" 13 258.25889 63.799655 17.4679 0.074649 22379.096 0
"5099" 13 257.89717 63.838497 16.8177 0.074764 22413.791 0
"5120" 13 258.73007 63.857962 17.4014 0.074838 22435.943 0
"5092" 13 258.17898 63.809672 16.7507 0.074931 22463.827 0
"5005" 13 258.0042 64.037866 16.6143 0.075035 22494.948 0
"5013" 13 258.09561 64.141326 17.1616 0.075239 22556.022 0
"5136" 13 258.2016 63.716107 16.3939 0.075276 22567.117 0
"5150" 13 259.07684 64.132742 15.5721 0.075484 22629.414 0
"5129" 13 258.01159 63.743891 16.6034 0.075606 22666.067 0
"5117" 13 258.52695 63.790848 17.2591 0.075664 22683.613 0
"5133" 13 258.01465 63.734259 17.6354 0.075687 22690.263 0
"5101" 13 258.15119 64.309105 17.5504 0.07569 22691.204 0
"5155" 13 258.76747 64.378121 17.1936 0.075776 22716.974 0
"5073" 13 258.46618 64.229685 16.4331 0.075909 22757.027 0
"5064" 13 258.15875 64.241688 16.4265 0.076034 22794.348 0
"5095" 13 257.73899 63.911363 18.2427 0.076104 22815.384 0
"4986" 13 258.14202 64.097222 17.6217 0.076178 22837.638 0
"4992" 13 258.34049 64.069079 15.7428 0.07623 22853.272 0
"5149" 13 258.54015 63.699193 17.5292 0.076239 22855.853 0
"5132" 13 258.86381 64.214806 17.4561 0.076276 22866.934 0
"5125" 13 258.18719 64.369472 17.2193 0.076452 22919.871 0
"5118" 13 258.18815 64.351977 16.8252 0.076491 22931.527 0
"5122" 13 257.84637 64.318322 16.6611 0.076492 22931.725 0
"5089" 13 258.03449 64.281332 15.5377 0.076566 22953.807 0
"5027" 13 258.25996 64.169255 16.5479 0.076618 22969.55 0
