"clusterID" "ra" "dec" "r" "zspec" "Vel" "Flag"
"248" 1 10.619302 -10.312335 16.8047 0.054614 16372.958 0
"169" 1 10.928557 -9.125448 16.161 0.054623 16375.545 0
"41" 1 10.331441 -9.4191 16.2924 0.054644 16381.817 0
"221" 1 10.683694 -10.00307 16.5814 0.054725 16406.19 0
"230" 1 11.214083 -9.061351 17.1933 0.054728 16407.048 0
"76" 1 10.546041 -9.508399 16.4893 0.054748 16412.963 0
"229" 1 9.778218 -8.799507 15.5825 0.054777 16421.785 0
"6" 1 10.419857 -9.275466 17.4994 0.054811 16431.825 0
"203" 1 10.974253 -8.962641 17.7017 0.054861 16446.965 0
"22" 1 10.376794 -9.235214 15.2428 0.054888 16455.041 0
"161" 1 10.7954 -9.681683 14.9326 0.054956 16475.262 0
"165" 1 10.596966 -9.812958 16.0113 0.054961 16476.854 0
"87" 1 10.667695 -9.399175 17.3648 0.054993 16486.526 0
"187" 1 10.972574 -9.537377 17.3543 0.055129 16527.291 0
"234" 1 9.616691 -9.626641 16.6321 0.05521 16551.416 0
"99" 1 10.303882 -9.038153 16.773 0.055218 16553.835 0
"55" 1 10.446792 -9.13707 16.572 0.055246 16562.355 0
"153" 1 10.396406 -9.810241 16.9966 0.05525 16563.524 0
"189" 1 10.677293 -9.848283 17.3516 0.055326 16586.171 0
"152" 1 10.885383 -9.12652 17.5918 0.055334 16588.827 0
"57" 1 10.563766 -9.43933 17.7397 0.055341 16590.934 0
"5" 1 10.460272 -9.303146 18.2843 0.055359 16596.142 0
"242" 1 11.298379 -9.731911 16.7873 0.055377 16601.586 0
"217" 1 10.880033 -9.863299 16.3635 0.055394 16606.811 0
"144" 1 10.052314 -8.999015 16.7031 0.055411 16611.665 0
"23" 1 10.332875 -9.283908 17.7237 0.055434 16618.653 0
"142" 1 10.020365 -9.050702 15.6195 0.055454 16624.604 0
"182" 1 10.71608 -9.807783 15.8651 0.055465 16627.842 0
"197" 1 10.106969 -9.866886 17.3125 0.055478 16632.015 0
"96" 1 10.524426 -9.044636 15.6546 0.055506 16640.154 0
"38" 1 10.400015 -9.187322 16.4977 0.055509 16641.156 0
"219" 1 9.983514 -8.734493 15.7977 0.055521 16644.642 0
"70" 1 10.603558 -9.20539 17.626 0.055536 16649.37 0
"92" 1 10.641244 -9.14619 16.4941 0.055624 16675.695 0
"40" 1 10.530691 -9.238464 17.0831 0.055626 16676.315 0
"185" 1 10.615475 -8.764079 14.8948 0.055718 16703.749 0
"151" 1 10.296838 -8.83781 17.7411 0.055719 16704.067 0
"211" 1 11.07852 -9.528843 17.6534 0.055746 16712.098 0
"118" 1 10.380224 -9.69752 15.6848 0.055756 16715.219 0
"52" 1 10.578148 -9.257902 15.6801 0.055758 16715.975 0
"128" 1 10.451867 -8.890476 17.1995 0.055792 16726.123 0
"212" 1 10.979558 -9.728763 16.3531 0.055823 16735.227 0
"74" 1 10.466301 -9.532907 16.6869 0.055854 16744.65 0
"60" 1 10.300908 -9.169536 15.1744 0.055933 16768.381 0
"33" 1 10.301354 -9.343216 17.4914 0.055936 16769.233 0
"63" 1 10.510398 -9.144565 17.1328 0.056024 16795.663 0
"178" 1 10.583114 -9.858916 17.4492 0.056032 16797.992 0
"129" 1 10.120575 -9.624989 17.0496 0.056186 16844.097 0
"223" 1 9.785753 -8.90605 17.5696 0.056193 16846.313 0
"119" 1 10.391152 -8.932338 16.1113 0.056246 16861.983 0
"218" 1 11.00945 -9.726283 16.7712 0.056252 16863.91 0
"227" 1 9.624025 -9.322826 16.2585 0.056298 16877.65 0
"50" 1 10.583163 -9.355244 16.6818 0.056337 16889.522 0
"193" 1 10.351441 -8.700616 16.2267 0.05635 16893.353 0
"121" 1 10.806936 -9.449204 17.5334 0.056396 16907.14 0
"28" 1 10.431473 -9.425142 17.3055 0.056408 16910.681 0
"110" 1 10.606409 -9.619134 17.5037 0.056461 16926.501 0
"133" 1 9.996267 -9.434427 17.4707 0.056471 16929.499 0
"166" 1 10.574608 -8.808857 16.4262 0.056525 16945.796 0
"112" 1 10.246205 -8.999499 16.8476 0.056544 16951.558 0
"181" 1 10.326409 -8.754129 17.1731 0.056592 16965.936 0
"140" 1 10.676084 -8.924449 15.5999 0.056634 16978.515 0
"231" 1 11.164535 -9.702658 17.4487 0.056636 16979.088 0
"179" 1 10.530122 -9.872768 15.8089 0.056663 16987.284 0
"195" 1 10.485294 -8.696983 17.4175 0.056675 16990.6 0
"194" 1 10.296361 -9.924888 17.5948 0.05671 17001.239 0
"175" 1 10.143316 -8.834931 16.5165 0.056718 17003.491 0
"72" 1 10.614165 -9.424648 16.9963 0.056736 17009.163 0
"97" 1 10.223597 -9.102035 17.1642 0.056767 17018.444 0
"108" 1 10.685987 -9.517458 15.9115 0.056786 17024.024 0
"149" 1 10.259667 -8.854512 17.6792 0.0568 17028.128 0
"228" 1 11.172372 -9.598803 16.1056 0.056875 17050.633 0
"183" 1 10.384282 -8.744162 16.9764 0.056892 17055.918 0
"111" 1 10.439389 -9.675854 16.9612 0.056912 17061.926 0
"65" 1 10.531706 -9.476544 16.8993 0.056977 17081.2 0
"11" 1 10.395584 -9.360694 17.0761 0.057006 17090.047 0
"10" 1 10.379095 -9.298353 17.3498 0.057008 17090.431 0
"61" 1 10.548955 -9.459127 17.3513 0.05702 17094.277 0
"46" 1 10.412372 -9.463347 17.4874 0.057106 17120.056 0
"81" 1 10.184363 -9.373114 16.8053 0.057126 17125.926 0
"82" 1 10.303303 -9.534406 15.5008 0.057138 17129.526 0
"17" 1 10.489792 -9.281998 17.2996 0.057186 17144.048 0
"36" 1 10.477273 -9.432785 17.7702 0.057203 17149.157 0
"215" 1 11.076682 -9.048541 16.3975 0.057285 17173.698 0
"45" 1 10.450289 -9.458465 17.069 0.057294 17176.408 0
"48" 1 10.459776 -9.471745 17.4075 0.057336 17188.927 0
"84" 1 10.63573 -9.454203 17.7529 0.057355 17194.462 0
"232" 1 9.928783 -10.013918 15.8305 0.057362 17196.725 0
"162" 1 9.898682 -9.241774 15.9412 0.057366 17197.852 0
"105" 1 10.195033 -9.55041 16.9871 0.057388 17204.397 0
"103" 1 10.664742 -9.514949 15.9569 0.057408 17210.509 0
"207" 1 9.937635 -8.856577 17.7839 0.057424 17215.168 0
"214" 1 10.007061 -9.881247 15.2363 0.057464 17227.331 0
"226" 1 10.756878 -10.028668 17.221 0.057547 17252.112 0
"236" 1 10.869178 -10.081052 15.6562 0.05759 17265.03 0
"156" 1 10.114722 -9.720103 15.8962 0.057621 17274.314 0
"186" 1 10.602012 -9.873625 16.6037 0.057699 17297.719 0
"137" 1 10.793341 -9.056887 15.5076 0.057732 17307.513 0
"141" 1 9.951697 -9.243605 17.016 0.057768 17318.423 0
"32" 1 10.459036 -9.429856 14.7661 0.057789 17324.772 0
"138" 1 10.489855 -8.865602 17.3864 0.05781 17331.074 0
"170" 1 10.904185 -9.573754 17.1305 0.057864 17347.062 0
"93" 1 10.482236 -9.042989 16.5973 0.057953 17373.776 0
"67" 1 10.326644 -9.486612 16.685 0.057982 17382.563 0
"115" 1 10.625405 -9.008739 17.2992 0.058034 17398.203 0
"53" 1 10.579993 -9.387726 16.3902 0.058084 17413.061 0
"171" 1 10.675 -9.800415 17.6024 0.058146 17431.873 0
"44" 1 10.277194 -9.296952 15.8672 0.058226 17455.602 0
"91" 1 10.329314 -9.573296 16.6399 0.058257 17464.904 0
"148" 1 10.824435 -9.597553 17.1043 0.058465 17527.453 0
"83" 1 10.183598 -9.399686 15.9574 0.058474 17530.07 0
"102" 1 10.395466 -9.013121 16.4516 0.058489 17534.501 0
"15" 1 10.388627 -9.249062 15.8453 0.058519 17543.477 0
"198" 1 10.641631 -9.911722 15.1756 0.058567 17558.008 0
"130" 1 10.52329 -9.733342 17.4301 0.058578 17561.15 0
"51" 1 10.537676 -9.433756 17.201 0.058613 17571.69 0
"25" 1 10.404936 -9.221006 16.4744 0.058652 17583.463 0
"127" 1 10.167894 -8.988929 17.3038 0.058657 17584.869 0
"19" 1 10.344204 -9.309621 17.441 0.05881 17630.878 0
"16" 1 10.444937 -9.386935 15.9675 0.058857 17644.852 0
"123" 1 10.542871 -8.930994 16.3937 0.058899 17657.617 0
"122" 1 10.487593 -9.713175 17.502 0.058936 17668.607 0
"145" 1 10.640613 -8.881493 15.8915 0.05907 17708.818 0
"90" 1 10.566306 -9.547807 15.5756 0.059128 17726.101 0
"78" 1 10.405188 -9.548182 16.628 0.059269 17768.336 0
"21" 1 10.484742 -9.382424 17.4022 0.059298 17777.075 0
"159" 1 10.189306 -8.860846 17.11 0.059357 17794.772 0
"4" 1 10.459907 -9.327162 17.6462 0.059381 17802.123 0
"75" 1 10.396092 -9.093323 17.7111 0.05941 17810.715 0
"210" 1 10.850201 -9.848693 16.1884 0.05943 17816.702 0
"42" 1 10.502242 -9.200731 16.9536 0.059502 17838.164 0
"173" 1 10.077852 -8.882522 16.931 0.059698 17897.046 0
"104" 1 10.400858 -8.99297 16.2169 0.059735 17908.171 0
"117" 1 10.701539 -9.57794 16.9987 0.059782 17922.271 0
"86" 1 10.327076 -9.077406 17.6798 0.059814 17931.786 0
"26" 1 10.414264 -9.414594 16.2152 0.059867 17947.609 0
"113" 1 10.744646 -9.486286 17.4756 0.059891 17954.888 0
"49" 1 10.389223 -9.156508 15.6077 0.060489 18134.029 0
"56" 1 10.600917 -9.271266 16.3149 0.060557 18154.412 0
"13" 1 10.470158 -9.358414 16.8496 0.061044 18300.444 0
