"Vel" "DistA" "Flag" "r" "Vx" "Vy" "dist"
"167" 4.369802288244e-16 0.0151853960604977 1 13.999 -0.355267677897568 -0.0914560857703291 0.402489312766011
"128" 4.301204373906e-16 0.0182153319891909 1 15.709 -0.358003988734981 -0.0955932358128912 0.407035952993637
"86" 4.217906605566e-16 0.0279986965765277 1 16.1728 0.25538734110805 0.269502769644065 0.30757343336653
"121" 4.287446938728e-16 0.043915398777155 1 15.986 -0.364007081602023 -0.0485370476555686 0.388721697187426
"237" 4.710354145218e-16 0.053127465794978 1 17.7827 0.283826867692229 0.266291817197728 0.331658098539616
"109" 4.26636696114e-16 0.0938354110663571 1 16.3531 -0.188567887545498 0.0989114069491143 0.173788018528528
"107" 4.265651072838e-16 0.105284575317736 1 15.8545 -0.0550237759969524 0.189480549788133 0.0734142370245083
"25" 4.005219075336e-16 0.11725681367837 -1 17.8366 0.053764447482584 0.265419417817528 0.15575523120851
"135" 4.318092078486e-16 0.173446314122494 1 15.0498 -0.274847186090126 0.111407794830262 0.258287059397591
"232" 4.65774299862e-16 0.203977903445454 1 16.4978 -0.490740125062229 0.00501415371403566 0.489100868515646
"240" 4.741818230082e-16 0.206660109829362 1 15.072 0.2453368963363 0.117576953792868 0.262506202119502
"15" 3.917728061754e-16 0.217250995812169 -1 18.0572 -0.0108226194028468 0.30774521308737 0.181177475964502
"218" 4.545738725118e-16 0.232398354193582 1 15.7337 0.101267076445217 0.00894389892266579 0.166883523653211
"97" 4.241417492232e-16 0.258452332084426 1 15.8759 0.124471395254606 0.00179365596497443 0.188712536799411
"206" 4.488721414032e-16 0.262577316135099 1 17.0438 -0.20180940073888 -0.200025403916008 0.375342999853884
"23" 3.99558034746e-16 0.294388440217065 -1 16.6406 -0.385934452261222 0.142547428076733 0.369264155912927
"217" 4.529560103202e-16 0.295885351320284 1 16.41 0.110755451029858 0.445868874952869 0.343817006823579
"226" 4.626172292094e-16 0.309721031776578 1 17.3572 0.384005200995506 0.117806408376079 0.401114870279095
"203" 4.476541914636e-16 0.31920964603768 1 19.0504 0.478081317502757 0.167281911184938 0.496755564409044
"180" 4.402198097358e-16 0.350564192699389 1 17.2413 0.449915498312962 0.124560999606222 0.466931926280942
"124" 4.290423919236e-16 0.352457971593086 1 13.4246 0.261075693350779 0.00815811358868064 0.302288705495368
"212" 4.510257045288e-16 0.354906847949488 1 16.6436 0.270139831596633 0.0116725309621083 0.309323763290831
"210" 4.506936218022e-16 0.364138432728495 1 15.495 0.260378649800701 -0.00179874766625812 0.305696729625185
"39" 4.060718729148e-16 0.373411590081345 -1 16.5158 0.127532918229549 -0.0901671895193308 0.260601240514508
"115" 4.27774209894e-16 0.390371108483357 1 14.9705 -0.0904804726890179 -0.236609976650109 0.370638011417746
"205" 4.478197629138e-16 0.403414468512321 1 16.0572 0.145939483737272 0.555027623892836 0.458301589741271
"92" 4.238469678744e-16 0.414778239421543 1 17.2492 0.10837262685516 -0.135581989885115 0.29068736899152
"202" 4.476386681274e-16 0.472218269019117 1 16.738 0.301163293339357 -0.0652008302145438 0.371552208741339
"145" 4.334955477216e-16 0.490053651094971 1 15.7337 0.287193002467758 -0.0882541090093203 0.372470585817779
"57" 4.133545861386e-16 0.498599033519628 1 15.8701 0.210489072420066 -0.141881675742617 0.351963703138454
"211" 4.50777104295e-16 0.518509359534247 1 16.5315 -0.052474574617757 -0.31807265584645 0.446157754069179
"68" 4.178121169896e-16 0.543890435782735 1 16.6833 -0.0513889706479221 0.549655481890799 0.42437669222581
"230" 4.639774169832e-16 0.545444460004959 1 17.1761 -0.190587765785767 0.466259445940039 0.381375534976324
"2" 3.645092259006e-16 0.547861577563437 -1 17.754 0.218956045870586 -0.17693701492864 0.384525790857677
"174" 4.383558751188e-16 0.550800470085587 1 16.6096 0.00944040427029461 0.592293055701036 0.466370350103771
"231" 4.654594256772e-16 0.635746967648918 1 16.7394 0.165598686553689 -0.281117207570024 0.446810672415372
"129" 4.302330220878e-16 0.636187367794193 1 15.6108 0.0677535008709576 -0.340988630583071 0.475281997674612
"198" 4.463799167676e-16 0.637473009802762 1 16.9551 0.205488659159388 -0.258263779065672 0.44461565220896
